learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
453.0,0.223456902,2.4311926087861265E-9,453.0,88.96247240618102,77.9960363721147,453.0,42056.0,10.0,6.0,1220.1999999999998,398.4615637395629,2580.0,38.95980834997351
906.0,0.377003064,4.171355972948175E-9,906.0,88.74172185430463,77.48640589370285,906.0,43808.0,10.0,14.0,3969.5000000000005,1324.204358599281,2620.7999999999997,2.1333333333333218
1359.0,0.443905476,4.907002531575661E-9,1359.0,84.7,68.58651642945722,1359.0,42504.0,10.0,24.0,6853.2,3800.801517224141,2608.0,10.666666666666657
1812.0,0.488106286,5.398972556123304E-9,1812.0,86.3,70.52698609390059,1812.0,43024.0,10.0,31.0,12794.0,5464.518622694754,2609.6,7.3321211119293475
2265.0,0.523943216,5.787837033578092E-9,2265.0,87.5,72.54557434658467,2265.0,41944.0,10.0,41.0,14191.699999999997,5985.897664139903,2619.2,1.3063945294843746
2718.0,0.559363174,6.185738461042445E-9,2718.0,86.5,72.4633660781306,2718.0,43424.0,10.0,49.0,10555.7,3482.006675754657,2616.0,8.000000000000009
3171.0,0.59580561,6.592335627625387E-9,3171.0,92.30000000000001,84.41232438560266,3171.0,43128.0,10.0,55.0,17881.8,5264.142428417631,2620.0,3.9999999999999956
3624.0,0.630694406,6.984992137385741E-9,3624.0,93.60000000000001,86.85059398332491,3624.0,43504.0,10.0,60.0,20709.300000000003,6619.424983502888,2624.0,0.0
4077.0,0.664673568,7.379225499456129E-9,4077.0,95.0,89.31039200930422,4077.0,44848.0,10.0,63.0,24657.0,7984.602554639495,2624.0,0.0
4530.0,0.6987476,7.761654437639649E-9,4530.0,91.9,81.95830363506772,4530.0,43384.0,10.0,73.0,27799.0,9414.392560802256,2578.3999999999996,38.71812667644615
4983.0,0.733953637,8.151469431109729E-9,4983.0,89.0,76.67435706046007,4983.0,42800.0,10.0,81.0,32574.700000000004,11764.980148304543,2587.2,36.800000000000004
5436.0,0.766115905,8.507050119576357E-9,5436.0,88.9,77.46412532382631,5436.0,42736.0,10.0,88.0,31087.8,12953.557860294597,2614.3999999999996,6.829999186595019
5889.0,0.797305415,8.851617957349454E-9,5889.0,87.8,74.92601118053273,5889.0,42704.0,10.0,97.0,22819.4,7949.933895182888,2611.2,5.225578117937397
6342.0,0.830245369,9.21306970426192E-9,6342.0,89.9,79.52979327117957,6342.0,42416.0,10.0,104.0,28061.699999999997,12152.001497741478,2582.4,41.599999999999994
6795.0,0.862410933,9.581201999390292E-9,6795.0,87.7,74.65965652503543,6795.0,44240.0,10.0,108.0,43516.399999999994,13777.484332699412,2580.0,39.75480404233485
7248.0,0.894111027,9.937183931399552E-9,7248.0,86.0,70.93807734623128,7248.0,43408.0,10.0,115.0,38575.99999999999,18901.9670763536,2614.4,4.888080741286231
7701.0,0.924841547,1.0287238661708932E-8,7701.0,88.9,77.79182739248044,7701.0,44032.0,10.0,120.0,42678.7,17676.664210226743,2609.6,10.244998779892553
8154.0,0.955946785,1.064033870994217E-8,8154.0,90.8,81.31600324939075,8154.0,43880.0,10.0,125.0,66788.7,25568.295412722026,2611.2,8.533333333333333
8607.0,0.986921661,1.1004715966805816E-8,8607.0,91.2,82.29112584167461,8607.0,45472.0,10.0,129.0,82848.7,30560.207122643802,2619.2,3.1999999999999966
9060.0,1.018472217,1.1372012779861689E-8,9060.0,89.3,78.60102715069677,9060.0,45000.0,10.0,134.0,82583.3,33544.88996687871,2622.4,1.5999999999999968
9513.0,1.048157691,1.1694066722914577E-8,9513.0,85.9,71.80744283509154,9513.0,41936.0,10.0,144.0,106182.20000000001,45072.30723374757,2568.0,38.25528285958249
9966.0,1.076620033,1.199872765419384E-8,9966.0,83.6,67.13650773294003,9966.0,41376.0,10.0,151.0,124482.4,50060.81697721948,2377.6,244.6273901262898
10419.0,1.106120547,1.2323048799940282E-8,10419.0,87.3,74.62557741796269,10419.0,42496.0,10.0,157.0,126635.7,63438.94608800391,2607.2000000000003,11.215861783900321
10872.0,1.134119637,1.2643206399575705E-8,10872.0,89.3,78.59965759452152,10872.0,44200.0,10.0,162.0,158261.3,79031.61614598018,2609.6,7.332121111929347
11325.0,1.162662055,1.2972766585921248E-8,11325.0,88.6,76.58704894128279,11325.0,44632.0,10.0,169.0,194001.69999999998,92633.85288687813,2619.2,2.444040370643111
11778.0,1.189528053,1.3261452290225361E-8,11778.0,88.0,75.4597212224331,11778.0,41536.0,10.0,175.0,185986.2,103579.26496690563,2561.6,52.33464966497392
12231.0,1.215205927,1.3527114521865217E-8,12231.0,83.89999999999999,67.54686555130014,12231.0,39992.0,10.0,183.0,211981.90000000002,107775.93445306897,2373.6000000000004,244.24119226698846
12684.0,1.240010039,1.3798264576863085E-8,12684.0,83.7,67.62301268860091,12684.0,42256.0,10.0,190.0,211005.30000000002,127729.99901006898,2583.2,36.37728228808012
13137.0,1.265652647,1.4090786903173561E-8,13137.0,87.9,75.83788619444711,13137.0,44096.0,10.0,194.0,221662.7,129283.23326823939,2616.0,7.999999999999992
13590.0,1.291546415,1.4392015677115157E-8,13590.0,90.4,80.79577507051552,13590.0,44968.0,10.0,196.0,243630.7,129007.22734784626,2619.2,4.8
14043.0,1.316718051,1.4689376002736392E-8,14043.0,91.2,82.39662015106902,14043.0,45664.0,10.0,199.0,265346.30000000005,138986.3375376675,2621.6000000000004,1.7074997966487608
14496.0,1.342381631,1.4983252953965633E-8,14496.0,89.60000000000001,79.16800205115058,14496.0,44264.0,10.0,205.0,300756.7,144974.7820382757,2582.4,41.599999999999994
14949.0,1.366930309,1.525460825096402E-8,14949.0,89.9,79.3193824480937,14949.0,42728.0,10.0,215.0,201023.90000000002,146855.98093419053,2563.2,49.51964817681516
15402.0,1.392927107,1.554492989661793E-8,15402.0,90.8,81.40632831573672,15402.0,43168.0,10.0,221.0,73537.1,30235.156894086063,2624.0,0.0
15855.0,1.418885359,1.582493598043091E-8,15855.0,87.4,74.05688542614655,15855.0,41696.0,10.0,232.0,85226.0,31010.502397306194,2611.2,8.533333333333331
16308.0,1.444268155,1.6109083622909256E-8,16308.0,87.6,74.5693191140279,16308.0,43272.0,10.0,238.0,110114.7,33881.9049566284,2617.6,4.2666666666666595
16761.0,1.469963247,1.6390558531838987E-8,16761.0,87.2,73.42369277788852,16761.0,42344.0,10.0,245.0,78817.2,33492.713721643995,2575.2,48.79999999999999
17214.0,1.493906655,1.6655272870419755E-8,17214.0,82.3,62.681532207735245,17214.0,42736.0,10.0,253.0,87457.7,35013.87834243572,2580.8,39.77179346667126
17667.0,1.521347131,1.696222804233432E-8,17667.0,81.3,61.16625825476596,17667.0,43240.0,10.0,260.0,81705.90000000001,25964.57601401913,2614.4,3.9191835884530866
18120.0,1.550827829,1.7291578490245674E-8,18120.0,83.8,66.95967857070016,18120.0,43184.0,10.0,266.0,64931.7,15944.538309785648,2575.2,48.79999999999999
18573.0,1.579605353,1.7604735128937495E-8,18573.0,89.60000000000001,77.69465701245667,18573.0,42064.0,10.0,274.0,69393.6,16956.835062527967,2379.2,244.79999999999995
19026.0,1.608580997,1.7927004013268484E-8,19026.0,90.10000000000001,77.52084430800531,19026.0,42992.0,10.0,281.0,100337.19999999998,28944.524419731697,2572.8,49.447795142396835
19479.0,1.638170399,1.825873240261856E-8,19479.0,85.2,69.63143228835365,19479.0,43336.0,10.0,289.0,138257.7,55647.165435656585,2624.0,0.0
19932.0,1.669137855,1.860770476191822E-8,19932.0,82.8,65.53921116850123,19932.0,43560.0,10.0,294.0,84762.20000000001,48482.22662488457,2612.8000000000006,7.46666666666667
20385.0,1.699310935,1.8938795463372437E-8,20385.0,84.8,69.60437696971636,20385.0,42416.0,10.0,303.0,46293.0,17831.053686071264,2616.0,2.666666666666646
20838.0,1.729027871,1.9274536741620137E-8,20838.0,83.6,67.0195308729367,20838.0,43672.0,10.0,309.0,74738.09999999999,19537.267225854397,2624.0,0.0
21291.0,1.75880335,1.9615684447002908E-8,21291.0,85.6,68.39374371715911,21291.0,44288.0,10.0,314.0,99271.90000000001,32910.89491894068,2618.4,5.600000000000005
21744.0,1.78907199,1.995189560285459E-8,21744.0,87.5,71.06508273071546,21744.0,42936.0,10.0,321.0,65457.40000000001,30893.77470199745,2617.6,2.6127890589687093
22197.0,1.818892624,2.0290104514836437E-8,22197.0,88.4,72.05896521822912,22197.0,43840.0,10.0,324.0,99632.3,38909.64088016404,2607.2000000000003,10.562827904180445
22650.0,1.849003518,2.0619951987125807E-8,22650.0,84.89999999999999,66.39575562815456,22650.0,42344.0,10.0,328.0,159292.90000000002,45117.03254782069,2608.8,7.770027884977835
23103.0,1.87932683,2.096386199115879E-8,23103.0,83.39999999999999,65.29766658165292,23103.0,43840.0,10.0,331.0,113121.4,48109.287646450226,2624.0,0.0
23556.0,1.909730326,2.1293957356835404E-8,23556.0,86.3,71.29735935706086,23556.0,41968.0,10.0,338.0,157237.9,65452.66245844311,2571.2000000000003,52.8
24009.0,1.942137832,2.1640176619092623E-8,24009.0,83.6,65.34879396899984,24009.0,41296.0,10.0,346.0,70314.9,20931.06148683233,2604.8,5.22557811793746
24462.0,1.972339814,2.197746004593041E-8,24462.0,85.5,69.43378725915932,24462.0,43168.0,10.0,353.0,104827.9,28014.371898664205,2624.0,0.0
24915.0,2.001218914,2.2303735471790033E-8,24915.0,81.10000000000001,60.80464537536293,24915.0,43672.0,10.0,359.0,166136.1,55386.82434086248,2624.0,0.0
25368.0,2.030756426,2.2635187774557206E-8,25368.0,79.3,57.326274645622554,25368.0,43376.0,10.0,365.0,193589.7,85771.19858088209,2611.2,5.225578117937448
25821.0,2.06043184,2.298206763902472E-8,25821.0,85.3,70.20600419953463,25821.0,45184.0,10.0,368.0,243552.0,102556.73963833116,2624.0,0.0
26274.0,2.090380522,2.3295386465096638E-8,26274.0,87.9,74.75000417355304,26274.0,40440.0,10.0,375.0,230789.5,115550.12427237416,2569.6,51.747077212147936
26727.0,2.119662608,2.3603852542237273E-8,26727.0,82.39999999999999,63.39388594699601,26727.0,40720.0,10.0,377.0,265938.5,139299.62775983207,2379.2,244.79999999999995
27180.0,2.148993368,2.3926975189890296E-8,27180.0,83.2,66.26519572210552,27180.0,42584.0,10.0,381.0,318915.5,171651.4650133455,2582.4000000000005,41.59999999999996
27633.0,2.178644252,2.4246812901244394E-8,27633.0,87.9,75.44642857142857,27633.0,41696.0,10.0,389.0,151513.8,41575.745620573856,2611.2,8.53333333333334
28086.0,2.208230392,2.4577769940400287E-8,28086.0,86.4,70.79389076915147,28086.0,43240.0,10.0,395.0,145328.90000000002,64986.19310565556,2614.4,3.9191835884530826
28539.0,2.237712494,2.490829538363549E-8,28539.0,86.2,69.55618208050403,28539.0,43336.0,10.0,404.0,66953.5,30853.534100920537,2624.0,0.0
28992.0,2.266900436,2.5200365799686143E-8,28992.0,85.8,69.42501808660901,28992.0,38680.0,10.0,413.0,35119.7,15127.748625952245,2360.0,242.85414003745814
29445.0,2.295380218,2.5515528244699037E-8,29445.0,84.1,65.74781776977362,29445.0,42776.0,10.0,421.0,128530.90000000002,35912.17742693045,2618.3999999999996,2.9333333333333265
29898.0,2.325013012,2.58418555969124E-8,29898.0,85.2,69.04490997925173,29898.0,42568.0,10.0,431.0,133793.19999999998,51178.655733029955,2614.4,9.600000000000007
30351.0,2.356110648,2.6174081118798087E-8,30351.0,85.6,69.57339362309041,30351.0,41296.0,10.0,440.0,117293.6,64605.860789043996,2604.8,7.83836717690617
30804.0,2.386091406,2.6511251843393672E-8,30804.0,85.1,67.45019224047535,30804.0,43472.0,10.0,445.0,114683.5,32141.12250485695,2620.7999999999997,2.133333333333343
31257.0,2.416389266,2.6845028559081253E-8,31257.0,82.3,62.36860904173894,31257.0,42584.0,10.0,453.0,117711.8,45322.38847628791,2616.0,8.000000000000002
31710.0,2.446030576,2.7173290067397883E-8,31710.0,81.6,62.02427144390323,31710.0,42808.0,10.0,462.0,118396.3,31687.4339005403,2604.7999999999997,7.838367176906175
32163.0,2.47675322,2.7518931385659505E-8,32163.0,83.7,66.11564750295187,32163.0,43488.0,10.0,468.0,199277.10000000003,67824.55520113805,2622.4,1.0666666666666507
32616.0,2.507594936,2.785582713845703E-8,32616.0,86.9,73.71378120234368,32616.0,42224.0,10.0,476.0,99650.40000000001,46303.59715428885,2563.2,52.51641013372232
33069.0,2.537629726,2.819142991369383E-8,33069.0,85.6,71.03315094946893,33069.0,43192.0,10.0,482.0,137964.1,48329.23952995053,2609.6000000000004,7.332121111929361
33522.0,2.567120572,2.851564477190789E-8,33522.0,86.7,73.25816128746874,33522.0,42496.0,10.0,489.0,95684.2,33001.8287287235,2624.0,0.0
