learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
57.0,0.109972423,3.1677306180902654E-9,57.0,50.877192982456144,1.965601965601969,57.0,111344.0,10.0,0.0,0.0
114.0,0.256470425,7.451242778802084E-9,114.0,51.75438596491229,3.568132882190106,114.0,113024.0,10.0,0.0,0.0
171.0,0.307554059,8.967098883171049E-9,171.0,54.97076023391813,7.619448537150077,171.0,114704.0,10.0,0.0,0.0
228.0,0.348663363,1.018697665096571E-8,228.0,52.19298245614035,3.5697656371255513,228.0,114704.0,10.0,0.0,0.0
285.0,0.389732865,1.1405673333940406E-8,285.0,52.28070175438596,3.2644504342617444,285.0,114704.0,10.0,0.0,0.0
342.0,0.430667005,1.2638143965374264E-8,342.0,52.046783625730995,2.2891188460332184,342.0,116384.0,10.0,0.0,0.0
399.0,0.468323767,1.377193725478732E-8,399.0,50.6265664160401,-0.7149721314626126,399.0,116384.0,10.0,0.0,0.0
456.0,0.505755557,1.4898956946834094E-8,456.0,50.0,-2.4597918637653726,456.0,116384.0,10.0,0.0,0.0
513.0,0.54324928,1.6027841356293195E-8,513.0,50.487329434697855,-0.23847621392085244,513.0,116384.0,10.0,0.0,0.0
570.0,0.577194064,1.704987209568007E-8,570.0,50.35087719298246,0.5793528505392945,570.0,116384.0,10.0,0.0,0.0
627.0,0.60699278,1.794707043243365E-8,627.0,49.601275917065394,-0.6256983240223525,627.0,116384.0,10.0,0.0,0.0
684.0,0.637500222,1.887886659293125E-8,684.0,49.26900584795322,-0.8738078642707675,684.0,118064.0,10.0,0.0,0.0
741.0,0.667965916,1.980938763419373E-8,741.0,48.44804318488529,-2.2925866766889023,741.0,118064.0,10.0,0.0,0.0
798.0,0.696908944,2.069340152049644E-8,798.0,49.122807017543856,-1.6299028833847675,798.0,118064.0,10.0,0.0,0.0
855.0,0.72663402,2.1601301687521237E-8,855.0,48.888888888888886,-1.773237997957099,855.0,118064.0,10.0,0.0,0.0
912.0,0.755835164,2.2493199273078805E-8,912.0,48.35526315789473,-3.1793157121033087,912.0,118064.0,10.0,0.0,0.0
969.0,0.78519173,2.3389843950275744E-8,969.0,48.297213622291025,-2.8237566638496836,969.0,118064.0,10.0,0.0,0.0
1026.0,0.813709288,2.4260862603729798E-8,1026.0,48.1,-2.9484107463065614,1026.0,118064.0,10.0,0.0,0.0
1083.0,0.842321342,2.5134767471307682E-8,1083.0,47.8,-3.331960852627247,1083.0,118064.0,10.0,0.0,0.0
1140.0,0.871068768,2.6012807038538157E-8,1140.0,47.5,-3.740179263029766,1140.0,118064.0,10.0,0.0,0.0
1197.0,0.899065548,2.6867919443907836E-8,1197.0,47.3,-3.8071825903339187,1197.0,118064.0,10.0,0.0,0.0
1254.0,0.92775157,2.774408353395346E-8,1254.0,47.599999999999994,-3.2113705839715077,1254.0,118064.0,10.0,0.0,0.0
1311.0,0.95596286,2.8618008881910807E-8,1311.0,46.9,-4.2812254516889325,1311.0,119744.0,10.0,0.0,0.0
1368.0,0.98491603,2.9514916083485714E-8,1368.0,47.699999999999996,-2.8490969731294555,1368.0,119744.0,10.0,0.0,0.0
1425.0,1.013137818,3.038916663700094E-8,1425.0,46.6,-5.091216814594691,1425.0,119744.0,10.0,0.0,0.0
1482.0,1.04209667,3.1286249854767486E-8,1482.0,47.3,-2.944968393745942,1482.0,119744.0,10.0,0.0,0.0
1539.0,1.070841518,3.217670368691699E-8,1539.0,46.400000000000006,-4.419923944891214,1539.0,119744.0,10.0,0.0,0.0
1596.0,1.098865452,3.3044825147228934E-8,1596.0,47.3,-3.1020612586668297,1596.0,119744.0,10.0,0.0,0.0
1653.0,1.127642036,3.393626209269381E-8,1653.0,47.699999999999996,-2.793304873542615,1653.0,119744.0,10.0,0.0,0.0
1710.0,1.15567944,3.480480082475891E-8,1710.0,48.1,-2.5886334166165903,1710.0,119744.0,10.0,0.0,0.0
1767.0,1.184380578,3.569390061471611E-8,1767.0,47.9,-3.2173706315872956,1767.0,119744.0,10.0,0.0,0.0
1824.0,1.21244046,3.656313566708316E-8,1824.0,47.5,-3.803354924431164,1824.0,119744.0,10.0,0.0,0.0
1881.0,1.241184388,3.74535609996029E-8,1881.0,47.199999999999996,-4.387435548666685,1881.0,119744.0,10.0,0.0,0.0
1938.0,1.270008322,3.834646474666479E-8,1938.0,47.4,-3.489932357721024,1938.0,119744.0,10.0,0.0,0.0
1995.0,1.298227038,3.9220620136198897E-8,1995.0,47.3,-4.162548918844125,1995.0,119744.0,10.0,0.0,0.0
2052.0,1.32710709,4.011526229872058E-8,2052.0,47.699999999999996,-3.515980650626638,2052.0,119744.0,10.0,0.0,0.0
2109.0,1.355201444,4.098556521982368E-8,2109.0,48.0,-2.5754323948996247,2109.0,119744.0,10.0,0.0,0.0
2166.0,1.3838667,4.1873553462264434E-8,2166.0,47.5,-3.915126083686319,2166.0,119744.0,10.0,0.0,0.0
2223.0,1.41185688,4.274062929594268E-8,2223.0,47.699999999999996,-3.5930753080061772,2223.0,119744.0,10.0,0.0,0.0
2280.0,1.440555328,4.362964575546069E-8,2280.0,47.599999999999994,-3.7541580864881943,2280.0,119744.0,10.0,0.0,0.0
2337.0,1.469393148,4.4522979661064836E-8,2337.0,47.699999999999996,-3.5930753080061772,2337.0,119744.0,10.0,0.0,0.0
2394.0,1.497344622,4.5388856465754404E-8,2394.0,47.9,-3.2705649157581798,2394.0,119744.0,10.0,0.0,0.0
2451.0,1.526017142,4.627706973135885E-8,2451.0,47.9,-3.2803913950187544,2451.0,119744.0,10.0,0.0,0.0
2508.0,1.55404941,4.714544936114301E-8,2508.0,48.1,-2.341026328658641,2508.0,119744.0,10.0,0.0,0.0
2565.0,1.582891082,4.8051437680228716E-8,2565.0,47.699999999999996,-2.7795682865093556,2565.0,121424.0,10.0,0.0,0.0
2622.0,1.610871906,4.893038463248561E-8,2622.0,47.599999999999994,-2.6915373550265986,2622.0,121424.0,10.0,0.0,0.0
2679.0,1.639637236,4.983397486035609E-8,2679.0,47.199999999999996,-3.580186365865618,2679.0,121424.0,10.0,0.0,0.0
2736.0,1.66847666,5.073989256419656E-8,2736.0,47.4,-3.0277626522401624,2736.0,121424.0,10.0,0.0,0.0
2793.0,1.696659062,5.162517158046779E-8,2793.0,48.5,-0.8088194993618751,2793.0,121424.0,10.0,0.0,0.0
2850.0,1.725448954,5.2529533361564915E-8,2850.0,48.9,0.28100850831316776,2850.0,121424.0,10.0,0.0,0.0
2907.0,1.75326642,5.3403348834626386E-8,2907.0,48.699999999999996,0.2985213862586946,2907.0,121424.0,10.0,0.0,0.0
2964.0,1.782031988,5.4306946538666064E-8,2964.0,48.9,0.8290766818301893,2964.0,121424.0,10.0,0.0,0.0
3021.0,1.810808576,5.5210890408187283E-8,3021.0,49.3,1.5205078200874964,3021.0,121424.0,10.0,0.0,0.0
3078.0,1.838977112,5.609573385907131E-8,3078.0,49.2,1.8107034064727703,3078.0,121424.0,10.0,0.0,0.0
3135.0,1.867618664,5.699543591353215E-8,3135.0,49.4,2.4491810358123414,3135.0,121424.0,10.0,0.0,0.0
3192.0,1.89570706,5.7877761968618476E-8,3192.0,49.6,3.0676026541013495,3192.0,121424.0,10.0,0.0,0.0
3249.0,1.925405776,5.881067216147566E-8,3249.0,49.9,2.8263753656133335,3249.0,121424.0,10.0,0.0,0.0
3306.0,1.95367593,5.969870768530916E-8,3306.0,49.6,1.7984139664477945,3306.0,121424.0,10.0,0.0,0.0
3363.0,1.982608594,6.060755428837821E-8,3363.0,50.1,2.0462326078080317,3363.0,121424.0,10.0,0.0,0.0
3420.0,2.011185966,6.150524029015254E-8,3420.0,50.7,2.606125738850077,3420.0,121424.0,10.0,0.0,0.0
3477.0,2.039113984,6.238252847522085E-8,3477.0,51.0,3.0505443019441416,3477.0,121424.0,10.0,0.0,0.0
3534.0,2.067880444,6.32861541991888E-8,3534.0,51.300000000000004,3.4963261229698546,3534.0,121424.0,10.0,0.0,0.0
3591.0,2.096068424,6.417160843424914E-8,3591.0,51.5,3.679636484962105,3591.0,121424.0,10.0,0.0,0.0
3648.0,2.124720626,6.507164503157555E-8,3648.0,51.0,2.76234322908399,3648.0,121424.0,10.0,0.0,0.0
3705.0,2.15311746,6.596365988782298E-8,3705.0,51.0,2.926854394243773,3705.0,121424.0,10.0,0.0,0.0
3762.0,2.180948602,6.683790495790129E-8,3762.0,51.1,3.041598921362577,3762.0,121424.0,10.0,0.0,0.0
3819.0,2.209369756,6.773068376555627E-8,3819.0,50.3,2.1291344040708062,3819.0,121424.0,10.0,0.0,0.0
3876.0,2.237283436,6.860752155854886E-8,3876.0,50.7,2.583801642441063,3876.0,121424.0,10.0,0.0,0.0
3933.0,2.26562099,6.949767428324042E-8,3933.0,50.4,2.2082018927444773,3933.0,121424.0,10.0,0.0,0.0
3990.0,2.293528624,7.03743221564053E-8,3990.0,51.300000000000004,3.296266878474992,3990.0,121424.0,10.0,0.0,0.0
4047.0,2.32212265,7.127253130154893E-8,4047.0,51.800000000000004,3.9105610666326474,4047.0,121424.0,10.0,0.0,0.0
