"time","bagging","boosting","bagging_adwin","boosting_adwin","pame1","pame2","pame3","pame1adwin","pame2adwin","pame3adwin"
16,1.8166952548114e-09,1.82047881028718e-09,2.0622335938861e-09,1.993174219504e-09,1.90224223604219e-09,1.90763427440077e-09,1.90934080820738e-09,2.1716700849144e-09,2.23094018602537e-09,2.19713096798501e-09
32,4.27008382978539e-09,4.29957554214738e-09,4.69804843336344e-09,4.68928956122448e-09,4.25678505529339e-09,4.29666328609611e-09,4.27737611008601e-09,4.72985993730111e-09,4.90989739315377e-09,4.80112409941024e-09
48,4.89902459371421e-09,4.95087189863332e-09,5.40772896220287e-09,5.43118244693925e-09,4.90356446910029e-09,4.9463459930838e-09,4.92753350772378e-09,5.39536856103275e-09,5.56167335138139e-09,5.47782112634844e-09
64,5.25391839452916e-09,5.26659171012748e-09,5.77976276766095e-09,5.81607079227352e-09,5.20611627167919e-09,5.25202598057066e-09,5.23255030119999e-09,5.76867712404165e-09,5.93479193218466e-09,5.8545708075083e-09
80,5.59957043415142e-09,5.55853858972796e-09,6.15560743733413e-09,6.18624802646952e-09,5.46082419030989e-09,5.50483936276908e-09,5.48971498128027e-09,6.12039195821517e-09,6.2937461094848e-09,6.21288272866772e-09
96,5.88971592561238e-09,5.85039097614793e-09,6.53462187584903e-09,6.56686364151951e-09,5.72508396320252e-09,5.76596392648295e-09,5.75677835860186e-09,6.4786563698906e-09,6.65398771896544e-09,6.57722019557324e-09
112,6.18517592337396e-09,6.14229304594505e-09,6.90723057040738e-09,6.9333879467638e-09,5.99457549572198e-09,6.03333748066798e-09,6.02917971440487e-09,6.82979445825434e-09,7.01304037778328e-09,6.93475505630175e-09
128,6.47589484329025e-09,6.4314694793543e-09,7.28657252467341e-09,7.31477619159139e-09,6.26047412619202e-09,6.29686514401808e-09,6.2988102686488e-09,7.17377943922662e-09,7.36165924307787e-09,7.30699365514848e-09
144,6.76916149338086e-09,6.71820659883527e-09,7.65262817683733e-09,7.67349395516432e-09,6.5286263196191e-09,6.56206188211218e-09,6.5690692246043e-09,7.51714307317717e-09,7.71181797712627e-09,7.64100706968043e-09
160,7.04391507343286e-09,6.99021099503049e-09,8.02132752708263e-09,8.04080087890642e-09,6.78026798732786e-09,6.81459773899987e-09,6.8251322263562e-09,7.8714203271394e-09,8.07402277063578e-09,8.00049033237828e-09
176,7.33579142942197e-09,7.25457448492654e-09,8.40067796330071e-09,8.38592765889648e-09,7.05432498604266e-09,7.08625826368108e-09,7.10044684254461e-09,8.23166185221324e-09,8.44092458683169e-09,8.36090528708365e-09
192,7.64076090897123e-09,7.55567298844664e-09,8.80089172314024e-09,8.78522727267196e-09,7.33701720565764e-09,7.36927040511742e-09,7.3856888490253e-09,8.60756548970524e-09,8.83046446793195e-09,8.74173875518971e-09
208,7.92367610881726e-09,7.84506006854483e-09,9.1684751083619e-09,9.15291663469126e-09,7.6002083496025e-09,7.63019550399855e-09,7.64916785024934e-09,8.95078641286741e-09,9.17853738039318e-09,9.08826026262509e-09
224,8.20607378124363e-09,8.11997525180587e-09,9.54365268605864e-09,9.52116528269731e-09,7.84346565962045e-09,7.8741324104555e-09,7.8961481747114e-09,9.29807150166482e-09,9.53965694731722e-09,9.44134729117155e-09
240,8.47812343046069e-09,8.40240313930023e-09,9.89374910029686e-09,9.88172080007278e-09,8.09452021606473e-09,8.12437612744048e-09,8.15201643750899e-09,9.622650810774e-09,9.87708165886915e-09,9.7690015879439e-09
256,8.74079747772879e-09,8.67051142913807e-09,1.02513359745882e-08,1.02384412135391e-08,8.34588117204813e-09,8.37579569505528e-09,8.40702574142151e-09,9.96001854780233e-09,1.02264952626783e-08,1.0112205019825e-08
