"time","bagging","boosting","bagging_adwin","boosting_adwin","pame1","pame2","pame3","pame1adwin","pame2adwin","pame3adwin"
38,1.09074208910267e-09,1.11164653673768e-09,1.38070563970134e-09,1.26162601597607e-09,1.2254477003879e-09,1.23024331056409e-09,1.22569539076752e-09,1.48643284959512e-09,1.55744572728044e-09,1.55819803627415e-09
76,3.60762654223169e-09,3.66826249530746e-09,4.29794120920822e-09,4.10904285345227e-09,3.58902568460339e-09,3.62008936081703e-09,3.69562614819035e-09,4.3103983578148e-09,4.44351543514265e-09,4.48650159916323e-09
114,4.41453007338569e-09,4.468821088146e-09,5.29538765022531e-09,5.03895083116161e-09,4.36522874440584e-09,4.40954489975547e-09,4.51276094961291e-09,5.26809261577618e-09,5.42325717904502e-09,5.48614596030157e-09
152,4.90564059103322e-09,5.0210110970214e-09,5.99107300695653e-09,5.74257064280411e-09,4.81722657845252e-09,4.87468075562889e-09,4.96342494833594e-09,5.8865402848584e-09,6.05665945523315e-09,6.13186712954814e-09
190,5.37805663070331e-09,5.5339562244258e-09,6.60227603186543e-09,6.36083553907772e-09,5.28715006612655e-09,5.33931426975669e-09,5.43248062445679e-09,6.47821279990797e-09,6.6541953654608e-09,6.75145802307874e-09
228,5.78361882656813e-09,5.96577520589448e-09,7.23258496936204e-09,6.9660610887491e-09,5.66914117100752e-09,5.73367854853264e-09,5.81734613725502e-09,7.03488640126048e-09,7.21207472387494e-09,7.3332669503366e-09
266,6.20360699983935e-09,6.41386304122292e-09,7.83352037303357e-09,7.54128112235831e-09,6.05028640619997e-09,6.12614758682955e-09,6.20045220467986e-09,7.57174414564959e-09,7.74850098268646e-09,7.9093052563361e-09
304,6.6192557379355e-09,6.86801246118214e-09,8.46148109538895e-09,8.15328228192197e-09,6.45125839946585e-09,6.53817867928288e-09,6.60370251582935e-09,8.12795279815586e-09,8.29988733506658e-09,8.4740850498072e-09
342,7.0188246868468e-09,7.31635413094527e-09,9.04858260176455e-09,8.74364414797889e-09,6.82215204109334e-09,6.92348524959758e-09,6.97349938230589e-09,8.67298226495377e-09,8.83922649131674e-09,9.03823812750892e-09
380,7.42442840925521e-09,7.73626645413952e-09,9.6464313478623e-09,9.32892947990861e-09,7.18087813060317e-09,7.29586817451028e-09,7.33452549257833e-09,9.18781209509613e-09,9.36917396649512e-09,9.58241967540234e-09
418,7.80769607095669e-09,8.15288538937353e-09,1.02142594281191e-08,9.8496333762962e-09,7.54230953707877e-09,7.66633104682176e-09,7.69275720411498e-09,9.69122746928078e-09,9.88219942838989e-09,1.01093146437779e-08
456,8.17110720543398e-09,8.55052976990326e-09,1.07462201487376e-08,1.06215493116735e-08,7.87053868781361e-09,8.00799674596845e-09,8.01471625009138e-09,1.01710739362799e-08,1.03600133725815e-08,1.06080819003118e-08
494,8.51898610199491e-09,8.93059827776833e-09,1.12920237596188e-08,1.11559024100295e-08,8.19186045284901e-09,8.34486556481777e-09,8.33223200914967e-09,1.06447581860982e-08,1.083217617103e-08,1.11010148791472e-08
532,8.90643290620297e-09,9.32793844084773e-09,1.18485309206715e-08,1.17071153743275e-08,8.54483958090345e-09,8.71646139570201e-09,8.67763407955774e-09,1.11743603611303e-08,1.13750334174124e-08,1.16487008501548e-08
570,9.24109253498002e-09,9.68497471132212e-09,1.23357381111156e-08,1.22507674026862e-08,8.88375093083829e-09,9.04691963370269e-09,9.00733567958284e-09,1.16563207830882e-08,1.18627174237929e-08,1.21210256893146e-08
608,9.55981316720032e-09,1.00392370511302e-08,1.28015192665429e-08,1.27794059273601e-08,9.15765253514052e-09,9.32985100459928e-09,9.27904273263075e-09,1.20872875315717e-08,1.22984791253652e-08,1.25602516919085e-08
646,9.89382542806781e-09,1.04059559394792e-08,1.32845312265907e-08,1.32192406826466e-08,9.42943895151218e-09,9.6204459016708e-09,9.54113421193221e-09,1.2498900917547e-08,1.2716894409522e-08,1.29852309470707e-08
684,1.02152088362765e-08,1.07526198581358e-08,1.37533771275336e-08,1.36740622952291e-08,9.70008992888861e-09,9.90099479018193e-09,9.8231525377743e-09,1.28745247747273e-08,1.30951113140976e-08,1.33716294241779e-08
722,1.05337701440644e-08,1.11107935004433e-08,1.42404551589137e-08,1.41035689842411e-08,9.97181135487225e-09,1.01786852374197e-08,1.00908587322612e-08,1.32348490181834e-08,1.34558716286367e-08,1.37423483650469e-08
760,1.08634966308334e-08,1.14513508685844e-08,1.46942840931875e-08,1.45484618715404e-08,1.02565179242856e-08,1.0469956458925e-08,1.03541551071385e-08,1.35896688141446e-08,1.38112754665212e-08,1.41088808976693e-08
798,1.1174686970123e-08,1.17873279591484e-08,1.51611504474344e-08,1.49810351981968e-08,1.05226668095713e-08,1.07406116344386e-08,1.06132837374157e-08,1.39458264884084e-08,1.41676177670496e-08,1.44758535445606e-08
836,1.15005174004659e-08,1.21521865443099e-08,1.56154515601425e-08,1.54424461015728e-08,1.07916841686807e-08,1.10175720580729e-08,1.08769023608106e-08,1.43073525467122e-08,1.45285895612401e-08,1.48467463854204e-08
874,1.18108510259373e-08,1.2493052881625e-08,1.60829373264872e-08,1.58750180051269e-08,1.10601084927304e-08,1.12945952885287e-08,1.11418278554972e-08,1.46645166694849e-08,1.48879395927799e-08,1.52326852541293e-08
912,1.21308045129354e-08,1.28339761808101e-08,1.65457851007146e-08,1.63259890867811e-08,1.13325283502208e-08,1.15738725497718e-08,1.14095690534036e-08,1.50430525131006e-08,1.52650315982414e-08,1.56063203023995e-08
950,1.24581113134573e-08,1.31784696066793e-08,1.70148120179917e-08,1.67558520316084e-08,1.1596120764965e-08,1.18440499849887e-08,1.16708771723571e-08,1.53941769545008e-08,1.56240562443373e-08,1.59676786361511e-08
988,1.27514895887549e-08,1.35055258677693e-08,1.74531123461968e-08,1.72124046023107e-08,1.18569673324004e-08,1.21119698313023e-08,1.19263222013104e-08,1.57455035776459e-08,1.59750850804378e-08,1.6329411652887e-08
1026,1.30427825212355e-08,1.38381108094007e-08,1.78889423155267e-08,1.76457119328529e-08,1.2116031456271e-08,1.23779442021892e-08,1.21839259420522e-08,1.60956654406484e-08,1.63258302936599e-08,1.66940887789056e-08
1064,1.33435266760033e-08,1.41440770120174e-08,1.83009792232162e-08,1.80524359812753e-08,1.23712715405847e-08,1.26413908514567e-08,1.24343516689684e-08,1.64406578959297e-08,1.66705086098011e-08,1.70497240256766e-08
1102,1.36302258948651e-08,1.44540753834943e-08,1.87312906876517e-08,1.84597540785207e-08,1.26256073693683e-08,1.29031626013687e-08,1.26838221355921e-08,1.67824247475113e-08,1.70124617114063e-08,1.74243229653935e-08
1140,1.39302772728768e-08,1.47759418631883e-08,1.91419657955257e-08,1.88530903095586e-08,1.28802813617968e-08,1.31662066162729e-08,1.29363410626497e-08,1.7140158466438e-08,1.73736123927579e-08,1.77785021713873e-08
1178,1.42164283611874e-08,1.50844083011854e-08,1.95695251084554e-08,1.92618242947592e-08,1.31318585493747e-08,1.34280796320343e-08,1.31874229250331e-08,1.74963364031807e-08,1.77161740430341e-08,1.81327871742596e-08
1216,1.45039172081318e-08,1.53949467102976e-08,1.99838471840964e-08,1.96573758108169e-08,1.33844661376791e-08,1.36902164640795e-08,1.34375248925202e-08,1.78342471178021e-08,1.80615659418847e-08,1.84908988779038e-08
1254,1.48049215424889e-08,1.57183748668225e-08,2.04115522053403e-08,2.0065847520435e-08,1.3637854582924e-08,1.39515619699595e-08,1.36872066596792e-08,1.81650203545288e-08,1.84018992059574e-08,1.88427992997319e-08
1292,1.50954717280633e-08,1.60248030826987e-08,2.08312049907425e-08,2.04642484007445e-08,1.38918529831949e-08,1.42134707283084e-08,1.39375535906665e-08,1.85067357671157e-08,1.87512114508098e-08,1.92207089998076e-08
1330,1.53832238221665e-08,1.63452388890626e-08,2.12688598131244e-08,2.08820837991436e-08,1.41444871944106e-08,1.44757167102003e-08,1.41894797796653e-08,1.88679428445196e-08,1.91191985106116e-08,1.95851301007221e-08
1368,1.56839853316049e-08,1.66495646963062e-08,2.1687705239043e-08,2.12808482124242e-08,1.43971721977244e-08,1.47372548743524e-08,1.44388881201194e-08,1.92128766297694e-08,1.94662139088557e-08,1.99443025162071e-08
1406,1.5968968724327e-08,1.69576831343563e-08,2.2123963788783e-08,2.16962814758387e-08,1.46489993380424e-08,1.50016166620226e-08,1.46889254319647e-08,1.95602831057604e-08,1.98168796296563e-08,2.03076779919614e-08
1444,1.62697122205214e-08,1.72776609421314e-08,2.25467123010113e-08,2.20997734834916e-08,1.49045602880791e-08,1.52740164468748e-08,1.49533130362113e-08,1.99103123241146e-08,2.01690246900813e-08,2.06724265672598e-08
1482,1.65585275097605e-08,1.75891051362993e-08,2.29832552335929e-08,2.2517254351779e-08,1.51629481535426e-08,1.55361842281392e-08,1.52177948934668e-08,2.02607746159182e-08,2.05218851965438e-08,2.10364357741798e-08
1520,1.68452549938402e-08,1.79130267140062e-08,2.3402026486283e-08,2.29169393835755e-08,1.54172872704744e-08,1.57979368789887e-08,1.5467416533803e-08,2.06109997107937e-08,2.08716630820413e-08,2.14162059483925e-08
1558,1.71460280054104e-08,1.82276842200549e-08,2.38406266730548e-08,2.33355372511637e-08,1.56741574968501e-08,1.60602812645026e-08,1.57187439306991e-08,2.09783454911307e-08,2.12395774628077e-08,2.17812445079328e-08
1596,1.74303394276939e-08,1.85332570989223e-08,2.42585464901084e-08,2.37337378213348e-08,1.59265296318072e-08,1.63187574934401e-08,1.59667669712918e-08,2.13258087418829e-08,2.15887809649958e-08,2.21409584684587e-08
1634,1.77186047280745e-08,1.88579477886649e-08,2.46987395519536e-08,2.41230293968858e-08,1.61949553711526e-08,1.65956869441623e-08,1.62179547371301e-08,2.16805554062894e-08,2.19423092210934e-08,2.25071876092876e-08
1672,1.80227623052812e-08,1.91709993341358e-08,2.51218421514105e-08,2.44947039359767e-08,1.64529076359773e-08,1.68633755918489e-08,1.64716315676769e-08,2.20366058382661e-08,2.22957775230602e-08,2.28757627705774e-08
1710,1.83080555622445e-08,1.94746463446857e-08,2.55540113058955e-08,2.48911838691019e-08,1.67035981860074e-08,1.71233194192768e-08,1.67190114628731e-08,2.23818941824904e-08,2.26410863792089e-08,2.32498906827925e-08
1748,1.86089460238111e-08,1.97990345107557e-08,2.59763160879351e-08,2.52817385652371e-08,1.69545384686792e-08,1.73868344316611e-08,1.6969888719341e-08,2.27480889225979e-08,2.30075430788327e-08,2.3612689636747e-08
1786,1.88977347329052e-08,2.0108263074884e-08,2.64156606217494e-08,2.56932725082214e-08,1.72050368726316e-08,1.76488487169209e-08,1.72199226271237e-08,2.30981905999428e-08,2.33582340662368e-08,2.39752831748997e-08
1824,1.91812821784119e-08,2.04283053000934e-08,2.68378089812833e-08,2.60604043373714e-08,1.74585762367542e-08,1.79110971597975e-08,1.74702308487768e-08,2.34490787989543e-08,2.37098444719551e-08,2.43394374831642e-08
1862,1.94836315833984e-08,2.07330186426598e-08,2.7272746530823e-08,2.6408059918094e-08,1.77116018550367e-08,1.81725873660441e-08,1.77215763859492e-08,2.37983098595113e-08,2.40593004245746e-08,2.4700992648527e-08
1900,1.97695424217069e-08,2.10364357463022e-08,2.76893695385361e-08,2.68634331763122e-08,1.79614671034221e-08,1.84345891896325e-08,1.79729704283261e-08,2.41465538580736e-08,2.44091605597176e-08,2.50787857923657e-08
