learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
38.0,0.05728221,1.2616260159760713E-9,38.0,94.73684210526315,0.0,38.0,85136.0,10.0,0.0,27.0,2.4810392087904525,6135.2,4.207929023482556
76.0,0.183655476,4.109042853452266E-9,76.0,89.47368421052632,0.0,76.0,87096.0,10.0,0.0,74.5,5.924056418067306,6163.2,5.225578117937423
114.0,0.22486583,5.038950831161606E-9,114.0,89.47368421052632,20.833333333333375,114.0,87224.0,10.0,0.0,152.2,7.427875425270225,6176.0,6.080935600528718
152.0,0.25601929,5.742570642804107E-9,152.0,89.47368421052632,22.051282051282048,152.0,87304.0,10.0,0.0,185.0,9.969954864491614,6184.0,6.531972647421795
190.0,0.282840586,6.36083553907772E-9,190.0,90.0,24.318658280922474,190.0,89104.0,10.0,0.0,225.4,8.879689684267625,6196.0,6.772493386240138
228.0,0.309063254,6.966061088749105E-9,228.0,91.66666666666666,25.25879917184261,228.0,89216.0,10.0,0.0,243.5,8.696423274989424,6207.200000000001,6.133333333333336
266.0,0.333923452,7.54128112235831E-9,266.0,91.35338345864662,21.261261261261367,266.0,89440.0,10.0,0.0,284.19999999999993,8.47060275960991,6229.6,3.7806525010020935
304.0,0.360356728,8.15328228192197E-9,304.0,92.10526315789474,25.2918287937743,304.0,89496.0,10.0,0.0,296.9,8.810914948075608,6235.2,3.9911012125587906
342.0,0.385352636,8.743644147978889E-9,342.0,92.10526315789474,22.934401602403486,342.0,91296.0,10.0,0.0,359.0,9.91631652042901,6247.2,3.0287511177601623
380.0,0.41008376,9.328929479908613E-9,380.0,92.10526315789474,24.483306836247987,380.0,91480.0,10.0,0.0,389.90000000000003,11.343573804875899,6265.6,3.7333333333333485
418.0,0.433924914,9.849633376296196E-9,418.0,92.58373205741627,30.20575245071635,418.0,84424.0,10.0,1.0,396.1,49.787425900299134,5660.8,609.4312977413177
456.0,0.467202688,1.0621549311673477E-8,456.0,92.98245614035088,29.690662041052303,456.0,89664.0,10.0,1.0,559.9000000000001,135.60542843935937,6134.4,139.4072531191337
494.0,0.490193852,1.1155902410029538E-8,494.0,93.52226720647774,32.64019089824451,494.0,89840.0,10.0,1.0,619.3000000000001,160.32730757907572,6135.2,138.607423241967
532.0,0.513579328,1.1707115374327534E-8,532.0,93.42105263157895,30.605247465712633,532.0,91112.0,10.0,1.0,658.3,183.10659008712204,6262.4,13.428990199481767
570.0,0.53661369,1.2250767402686178E-8,570.0,93.50877192982456,31.804953760589843,570.0,91232.0,10.0,1.0,719.4,208.2825111343831,6274.4,10.331397668165586
608.0,0.558966852,1.2779405927360058E-8,608.0,93.58552631578947,32.85002265518793,608.0,91416.0,10.0,1.0,773.1000000000001,224.29818694467116,6276.0,9.559172442098633
646.0,0.577257672,1.3219240682646632E-8,646.0,93.65325077399382,38.98078606644238,646.0,92952.0,10.0,1.0,898.8,267.948286884698,6278.400000000001,10.03460678518764
684.0,0.596375762,1.3674062295229071E-8,684.0,93.71345029239765,40.89703400048233,684.0,91960.0,10.0,2.0,1120.6,347.6435658672383,6280.0,17.80886171420164
722.0,0.614362474,1.410356898424112E-8,722.0,93.76731301939058,39.808810997072946,722.0,92304.0,10.0,2.0,1236.7,379.5173557735315,6280.8,17.985673310845076
760.0,0.632916336,1.454846187154038E-8,760.0,93.8157894736842,40.18754186202266,760.0,92688.0,10.0,2.0,1340.4,408.2667755279628,6285.6,14.06271666499755
798.0,0.650926886,1.4981035198196768E-8,798.0,93.85964912280701,40.50756169552386,798.0,92840.0,10.0,2.0,1404.7,428.77665903513605,6300.8,10.062913207527055
836.0,0.670101762,1.5442446101572777E-8,836.0,94.13875598086125,43.12135517911691,836.0,93016.0,10.0,2.0,1482.5,447.2346699440909,6301.6,10.052307639984443
874.0,0.688071992,1.587501800512688E-8,874.0,94.05034324942791,41.63306192689997,874.0,93048.0,10.0,2.0,1631.9,483.89894376592486,6304.8,7.677962692740293
912.0,0.706804964,1.632598908678111E-8,912.0,94.2982456140351,42.91217257318953,912.0,93056.0,10.0,2.0,1672.1999999999998,488.2593072447376,6305.6,6.9333333333333975
950.0,0.724650382,1.675585203160842E-8,950.0,94.52631578947368,46.202600570644506,950.0,93112.0,10.0,2.0,1768.0,537.3873215226922,6311.200000000001,6.7934609081904025
988.0,0.74353565,1.721240460231072E-8,988.0,94.33198380566802,44.23030400774142,988.0,93448.0,10.0,2.0,1856.8000000000002,548.0211634194026,6328.0,6.080935600528712
1026.0,0.761454778,1.764571193285286E-8,1026.0,94.39999999999999,44.25309096700975,1026.0,93472.0,10.0,2.0,1931.4,567.9282466415395,6330.4,4.626493752772667
1064.0,0.778240094,1.8052435981275303E-8,1064.0,94.19999999999999,43.248532289628166,1064.0,93664.0,10.0,2.0,1991.0,578.0063244559796,6332.799999999999,4.493946545694165
1102.0,0.795041316,1.8459754078520664E-8,1102.0,94.39999999999999,44.230884139661754,1102.0,93712.0,10.0,2.0,2040.9,581.4718002142877,6337.599999999999,5.031456603763518
1140.0,0.81126027,1.885309030955864E-8,1140.0,94.19999999999999,42.24948223673729,1140.0,93744.0,10.0,2.0,2077.1,581.1604569021077,6340.8,4.945929864264376
1178.0,0.82811414,1.926182429475916E-8,1178.0,94.8,45.31956508023305,1178.0,93744.0,10.0,2.0,2097.6,580.3340264211829,6340.8,4.945929864264376
1216.0,0.844423048,1.9657375810816878E-8,1216.0,94.69999999999999,45.81220350073609,1216.0,93752.0,10.0,2.0,2127.7,584.2374336593718,6341.599999999999,4.924316083365285
1254.0,0.861264666,2.0065847520435016E-8,1254.0,94.69999999999999,47.72556910087982,1254.0,93752.0,10.0,2.0,2190.3,593.5970209943217,6341.599999999999,4.924316083365285
1292.0,0.8774589,2.046424840074446E-8,1292.0,94.69999999999999,47.72556910087982,1292.0,95096.0,10.0,2.0,2235.3,593.3129593880263,6341.599999999999,4.924316083365285
1330.0,0.894413158,2.0882083799143628E-8,1330.0,94.8,50.862736945552136,1330.0,95264.0,10.0,2.0,2262.2999999999997,594.7267168858128,6341.599999999999,4.924316083365285
1368.0,0.910593584,2.1280848212424248E-8,1368.0,95.1,53.299531089169314,1368.0,95264.0,10.0,2.0,2290.9,595.5172252383263,6341.599999999999,4.924316083365285
1406.0,0.927450372,2.1696281475838683E-8,1406.0,95.1,51.646009315544326,1406.0,95264.0,10.0,2.0,2307.0,593.924611751731,6341.599999999999,4.924316083365285
1444.0,0.943821252,2.20997734834916E-8,1444.0,95.19999999999999,54.62194407154609,1444.0,95272.0,10.0,2.0,2349.2999999999997,595.7484191241206,6342.399999999999,5.031456603763665
1482.0,0.960759702,2.2517254351778984E-8,1482.0,94.89999999999999,53.7188282696286,1482.0,95272.0,10.0,2.0,2386.0,596.1830442256993,6342.399999999999,5.031456603763665
1520.0,0.97697476,2.291693938357548E-8,1520.0,94.89999999999999,54.44150646751945,1520.0,95280.0,10.0,2.0,2423.2000000000003,598.1196795885511,6343.2,5.392999577641891
1558.0,0.993957104,2.333553725116368E-8,1558.0,94.6,52.875469063618105,1558.0,95280.0,10.0,2.0,2516.4,607.4152012146772,6343.2,5.392999577641891
1596.0,1.010111938,2.373373782133476E-8,1596.0,94.8,54.615277195922275,1596.0,95280.0,10.0,2.0,2542.6000000000004,607.8577538280554,6343.2,5.392999577641891
1634.0,1.027224328,2.4123029396885794E-8,1634.0,94.8,53.90397844124527,1634.0,87936.0,10.0,3.0,2618.3,760.8466782327289,5726.399999999999,616.7346845371281
1672.0,1.042875986,2.449470393597665E-8,1672.0,94.8,53.90397844124527,1672.0,91792.0,10.0,4.0,2145.2,580.1779190711912,6179.2,140.59783466010813
1710.0,1.059220384,2.4891183869101927E-8,1710.0,94.8,53.90397844124527,1710.0,93768.0,10.0,4.0,2479.7000000000003,661.0190794018982,6309.5999999999985,22.34437537974847
1748.0,1.075287622,2.528173856523715E-8,1748.0,94.89999999999999,54.433365498016485,1748.0,93960.0,10.0,4.0,2702.6,745.3392695052815,6312.0,21.03119376333901
1786.0,1.092207852,2.569327250822136E-8,1786.0,94.8,53.172559119644156,1786.0,94016.0,10.0,4.0,2997.1,879.6106897688064,6317.599999999999,18.39999999999996
1824.0,1.108537794,2.6060404337371383E-8,1824.0,94.39999999999999,50.35813062903337,1824.0,86904.0,10.0,5.0,2957.3,944.7276391755573,5707.2,614.8019518511632
1862.0,1.122911162,2.6408059918094005E-8,1862.0,94.39999999999999,49.570448282693704,1862.0,93496.0,10.0,5.0,3695.4,963.6197405846585,6316.0,17.209816320280034
1900.0,1.141981104,2.6863433176312174E-8,1900.0,94.19999999999999,48.58976404474458,1900.0,92304.0,10.0,6.0,4213.0,1062.4680282771387,6297.6,23.845428166515347
1938.0,1.161356592,2.7328308080467905E-8,1938.0,93.89999999999999,46.35193133047207,1938.0,92744.0,10.0,6.0,5052.2,1165.4790698344702,6308.0,16.83382837555905
1976.0,1.178150726,2.7732847548081637E-8,1976.0,93.89999999999999,44.64408871465382,1976.0,93112.0,10.0,6.0,5187.7,1194.9805302923467,6311.200000000001,15.385996519201763
2014.0,1.194300892,2.812334570065968E-8,2014.0,93.89999999999999,46.38022573045949,2014.0,93464.0,10.0,6.0,5646.4,1270.0885026030448,6312.8,14.579132728359069
2052.0,1.211186988,2.853251174359685E-8,2052.0,94.1,48.915979774191285,2052.0,93664.0,10.0,6.0,6032.799999999999,1334.0887593326681,6316.0,13.346660006658356
2090.0,1.227255476,2.8921932883916624E-8,2090.0,94.3,51.37680417647661,2090.0,93680.0,10.0,6.0,6121.300000000001,1351.6248744052878,6317.599999999999,12.396415252447436
2128.0,1.243992068,2.9327545580127168E-8,2128.0,94.19999999999999,51.592441744007445,2128.0,93680.0,10.0,6.0,6207.0,1361.821313127713,6317.599999999999,12.396415252447436
