"time","bagging","boosting","bagging_adwin","boosting_adwin","pame1","pame2","pame3","pame1adwin","pame2adwin","pame3adwin"
1,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,50,0,0,50,0,0
3,0,33.3333333333333,0,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333
4,0,25,0,25,50,25,25,50,25,25
5,0,40,0,40,40,40,40,40,40,40
6,16.6666666666667,50,16.6666666666667,50,50,33.3333333333333,33.3333333333333,50,33.3333333333333,33.3333333333333
7,28.5714285714286,57.1428571428571,28.5714285714286,57.1428571428571,42.8571428571429,28.5714285714286,28.5714285714286,42.8571428571429,28.5714285714286,28.5714285714286
8,37.5,62.5,37.5,62.5,37.5,37.5,37.5,37.5,37.5,37.5
9,44.4444444444444,66.6666666666667,44.4444444444444,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444,44.4444444444444
10,50,70,50,70,40,50,50,40,50,50
11,54.5454545454545,72.7272727272727,54.5454545454545,72.7272727272727,36.3636363636364,54.5454545454545,54.5454545454545,36.3636363636364,54.5454545454545,54.5454545454545
12,50,66.6666666666667,50,66.6666666666667,33.3333333333333,50,50,33.3333333333333,50,50
13,53.8461538461538,69.2307692307692,53.8461538461538,69.2307692307692,30.7692307692308,53.8461538461538,53.8461538461538,30.7692307692308,53.8461538461538,53.8461538461538
14,50,64.2857142857143,50,64.2857142857143,28.5714285714286,50,50,28.5714285714286,50,50
15,53.3333333333333,66.6666666666667,53.3333333333333,66.6666666666667,26.6666666666667,53.3333333333333,53.3333333333333,26.6666666666667,53.3333333333333,53.3333333333333
16,50,68.75,50,68.75,25,50,50,25,50,50
17,52.9411764705882,70.5882352941177,52.9411764705882,70.5882352941177,23.5294117647059,52.9411764705882,52.9411764705882,23.5294117647059,52.9411764705882,52.9411764705882
18,50,72.2222222222222,50,72.2222222222222,22.2222222222222,50,50,22.2222222222222,50,50
19,52.6315789473684,73.6842105263158,52.6315789473684,73.6842105263158,21.0526315789474,52.6315789473684,52.6315789473684,21.0526315789474,52.6315789473684,52.6315789473684
20,55,75,55,75,25,55,55,25,55,55
21,57.1428571428571,76.1904761904762,57.1428571428571,76.1904761904762,28.5714285714286,57.1428571428571,57.1428571428571,28.5714285714286,57.1428571428571,57.1428571428571
22,59.0909090909091,77.2727272727273,59.0909090909091,77.2727272727273,31.8181818181818,59.0909090909091,59.0909090909091,31.8181818181818,59.0909090909091,59.0909090909091
23,60.8695652173913,78.2608695652174,60.8695652173913,78.2608695652174,30.4347826086957,60.8695652173913,56.5217391304348,30.4347826086957,60.8695652173913,56.5217391304348
24,62.5,79.1666666666667,62.5,79.1666666666667,33.3333333333333,62.5,58.3333333333333,33.3333333333333,62.5,58.3333333333333
25,64,80,64,80,36,64,60,36,64,60
26,65.3846153846154,80.7692307692308,65.3846153846154,80.7692307692308,38.4615384615385,65.3846153846154,61.5384615384615,38.4615384615385,65.3846153846154,61.5384615384615
