learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
453.0,0.241718552,2.7509412778913974E-9,453.0,82.560706401766,65.5081682810467,453.0,43992.0,10.0,0.0,0.0
906.0,0.380582688,4.4037442314624784E-9,906.0,82.00883002207505,64.09953470733237,906.0,46008.0,10.0,0.0,0.0
1359.0,0.462746532,5.40310904957354E-9,1359.0,80.60000000000001,59.88138123854863,1359.0,47016.0,10.0,0.0,0.0
1812.0,0.518789132,6.07432052694261E-9,1812.0,80.30000000000001,52.41132079117992,1812.0,46296.0,10.0,0.0,0.0
2265.0,0.562986458,6.556098488084971E-9,2265.0,77.3,43.98325913788509,2265.0,42136.0,10.0,0.0,0.0
2718.0,0.602817622,7.01286974205325E-9,2718.0,80.60000000000001,58.683846235757656,2718.0,44328.0,10.0,0.0,0.0
3171.0,0.642809426,7.471152095922992E-9,3171.0,81.5,61.85724300028864,3171.0,44296.0,10.0,0.0,0.0
3624.0,0.681360884,7.930003210993275E-9,3624.0,86.8,72.67499389327516,3624.0,46008.0,10.0,0.0,0.0
4077.0,0.719496432,8.37151272834175E-9,4077.0,86.7,70.58355156062,4077.0,44752.0,10.0,0.0,0.0
4530.0,0.758639282,8.81293766946842E-9,4530.0,87.2,68.33689543259716,4530.0,43592.0,10.0,0.0,0.0
4983.0,0.796164078,9.251414681933817E-9,4983.0,87.2,70.80505072622437,4983.0,45168.0,10.0,0.0,0.0
5436.0,0.833052158,9.660388318991493E-9,5436.0,82.19999999999999,62.69579468436031,5436.0,42856.0,10.0,0.0,0.0
5889.0,0.869902192,1.0092582307466199E-8,5889.0,79.4,57.35342828751243,5889.0,45336.0,10.0,0.0,0.0
6342.0,0.906160414,1.051550900822712E-8,6342.0,81.5,62.37084045236351,6342.0,45088.0,10.0,0.0,0.0
6795.0,0.943005022,1.0965253988562356E-8,6795.0,83.89999999999999,65.86553139523049,6795.0,47184.0,10.0,0.0,0.0
7248.0,0.980077548,1.137335698643906E-8,7248.0,84.0,65.01738198832456,7248.0,42552.0,10.0,0.0,0.0
7701.0,1.01647285,1.17907268562499E-8,7701.0,87.5,74.9308090329309,7701.0,44328.0,10.0,0.0,0.0
8154.0,1.053318132,1.2229270548443824E-8,8154.0,87.1,73.60343769183548,8154.0,46008.0,10.0,0.0,0.0
8607.0,1.089589046,1.2675165505777627E-8,8607.0,86.2,71.9675148186217,8607.0,47520.0,10.0,0.0,0.0
9060.0,1.12494773,1.3099088757331998E-8,9060.0,88.0,76.02608362102033,9060.0,46344.0,10.0,0.0,0.0
