learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
7659.0,0.524017413,6.720704975146801E-9,7659.0,100.0,?,7659.0,49576.0,10.0,0.0,4187.900000000001,377.38781850446037,2176.0,0.0
15318.0,0.80509004,1.0453534945473076E-8,15318.0,100.0,?,15318.0,51336.0,10.0,0.0,8420.6,754.3824435331929,2184.0,0.0
22977.0,1.009614165,1.3262872839646621E-8,22977.0,100.0,?,22977.0,53096.0,10.0,0.0,12615.1,1140.9393542165155,2192.0,0.0
30636.0,1.183888737,1.566031048183847E-8,30636.0,100.0,?,30636.0,53176.0,10.0,0.0,16806.0,1528.0754926086308,2200.0,0.0
38295.0,1.352359353,1.7977905021113243E-8,38295.0,100.0,?,38295.0,53176.0,10.0,0.0,21010.9,1912.3256664188877,2200.0,0.0
45954.0,1.527142243,2.045829907641436E-8,45954.0,100.0,?,45954.0,54856.0,10.0,0.0,25211.6,2295.6669096365,2200.0,0.0
53613.0,1.704850017,2.298020099833815E-8,53613.0,100.0,?,53613.0,54856.0,10.0,0.0,29403.800000000003,2665.821285999661,2200.0,0.0
61272.0,1.881810266,2.5491494578872294E-8,61272.0,100.0,?,61272.0,54856.0,10.0,0.0,33617.0,3038.213034736775,2200.0,0.0
68931.0,2.064045652,2.807764913953841E-8,68931.0,100.0,?,68931.0,54856.0,10.0,0.0,37858.7,3421.75298494792,2200.0,0.0
76590.0,2.245356376,3.065068155691028E-8,76590.0,100.0,?,76590.0,54856.0,10.0,0.0,42055.700000000004,3807.89206502612,2200.0,0.0
84249.0,2.424052928,3.3264280105994814E-8,84249.0,100.0,?,84249.0,56536.0,10.0,0.0,46287.0,4181.521514685507,2200.0,0.0
91908.0,2.602309148,3.587143840168086E-8,91908.0,100.0,?,91908.0,56536.0,10.0,0.0,50489.3,4558.421508105142,2200.0,0.0
99567.0,2.78099172,3.84848324806326E-8,99567.0,100.0,?,99567.0,56536.0,10.0,0.0,54684.2,4930.13821262199,2200.0,0.0
107226.0,2.959747772,4.1103000816462775E-8,107226.0,100.0,?,107226.0,56616.0,10.0,0.0,58892.600000000006,5313.082629384439,2208.0,0.0
114885.0,3.136792476,4.369610372320646E-8,114885.0,100.0,?,114885.0,56616.0,10.0,0.0,63067.9,5688.639664473591,2208.0,0.0
122544.0,3.31470083,4.6301856165772514E-8,122544.0,100.0,?,122544.0,56616.0,10.0,0.0,67287.1,6073.510210468628,2208.0,0.0
130203.0,3.495663366,4.8952341989473336E-8,130203.0,100.0,?,130203.0,56616.0,10.0,0.0,71477.4,6462.251310839315,2208.0,0.0
