learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
190.0,0.318686178,1.0892546486668288E-8,190.0,78.94736842105263,47.14146612880792,190.0,132120.0,10.0,0.0,0.0
380.0,0.513938719,1.7651048339686045E-8,380.0,78.15789473684211,47.13375796178343,380.0,133800.0,10.0,0.0,0.0
570.0,0.615676367,2.1172611127079776E-8,570.0,77.01754385964912,43.50628716691634,570.0,133800.0,10.0,0.0,0.0
760.0,0.67725226,2.3330770616419616E-8,760.0,77.23684210526316,44.79712481526268,760.0,135480.0,10.0,0.0,0.0
950.0,0.735815672,2.538334634335091E-8,950.0,76.21052631578948,42.198554829260935,950.0,135480.0,10.0,0.0,0.0
1140.0,0.783358982,2.7049681018044556E-8,1140.0,74.0,37.181073140559754,1140.0,135480.0,10.0,0.0,0.0
1330.0,0.8291452,2.8674331252214816E-8,1330.0,72.5,34.27719251285775,1330.0,137160.0,10.0,0.0,0.0
1520.0,0.874293046,3.027632988368472E-8,1520.0,72.89999999999999,35.45590518924994,1520.0,137160.0,10.0,0.0,0.0
1710.0,0.919825034,3.189195917559167E-8,1710.0,71.3,31.957628806342402,1710.0,137160.0,10.0,0.0,0.0
1900.0,0.96258147,3.3409102473159636E-8,1900.0,72.3,33.16346719942863,1900.0,137160.0,10.0,0.0,0.0
2090.0,1.006015806,3.495029996087154E-8,2090.0,72.89999999999999,33.71036075261977,2090.0,137160.0,10.0,0.0,0.0
2280.0,1.046338736,3.6381094215748215E-8,2280.0,74.0,36.17595797432308,2280.0,137160.0,10.0,0.0,0.0
2470.0,1.086406836,3.780284623832753E-8,2470.0,72.39999999999999,32.0063066614111,2470.0,137160.0,10.0,0.0,0.0
2660.0,1.126341468,3.923721864180019E-8,2660.0,72.8,31.470610465848676,2660.0,138840.0,10.0,0.0,0.0
2850.0,1.167331792,4.070950939822943E-8,2850.0,72.39999999999999,30.76008368998578,2850.0,138840.0,10.0,0.0,0.0
3040.0,1.20695029,4.21325268983841E-8,3040.0,71.7,29.458098609103118,3040.0,138840.0,10.0,0.0,0.0
3230.0,1.246527458,4.35540599072973E-8,3230.0,70.1,25.859435440677597,3230.0,138840.0,10.0,0.0,0.0
3420.0,1.412837439,5.0494085633636766E-8,3420.0,70.19999999999999,27.74005819592627,3420.0,161304.0,10.0,0.0,0.0
3610.0,1.667872454,6.400685476610644E-8,3610.0,71.1,28.93535822481014,3610.0,204808.0,10.0,0.0,0.0
3800.0,1.730431281,6.74396781920476E-8,3800.0,71.0,29.24067928947881,3800.0,212112.0,10.0,0.0,0.0
3990.0,1.807209407,7.199741976628287E-8,3990.0,71.8,30.690392508663706,3990.0,229464.0,10.0,0.0,0.0
4180.0,1.858955791,7.514664393812003E-8,4180.0,72.89999999999999,33.85145624432489,4180.0,235248.0,10.0,0.0,0.0
4370.0,1.920866205,7.908946482242394E-8,4370.0,74.8,39.178328176363536,4370.0,246176.0,10.0,0.0,0.0
4560.0,1.963539657,8.180716232887157E-8,4560.0,75.4,39.62093729904328,4560.0,246176.0,10.0,0.0,0.0
4750.0,2.051060513,8.798146554443156E-8,4750.0,75.2,40.315748941085886,4750.0,272696.0,10.0,0.0,0.0
4940.0,2.097041685,9.124003345139737E-8,4940.0,76.9,43.46604536421573,4940.0,273936.0,10.0,0.0,0.0
5130.0,2.157980625,9.581716520804083E-8,5130.0,78.60000000000001,46.93618456289304,5130.0,290336.0,10.0,0.0,0.0
5320.0,2.200619537,9.902931000674349E-8,5320.0,79.2,47.17165149544865,5320.0,291200.0,10.0,0.0,0.0
5510.0,2.251898109,1.029594899406077E-7,5510.0,78.60000000000001,47.83744783744784,5510.0,296264.0,10.0,0.0,0.0
5700.0,2.294843277,1.0625541086425796E-7,5700.0,79.4,48.44019062112051,5700.0,296664.0,10.0,0.0,0.0
5890.0,2.346385061,1.1027862075180227E-7,5890.0,79.80000000000001,49.68114786767638,5890.0,301728.0,10.0,0.0,0.0
6080.0,2.400454175,1.1457273841741596E-7,6080.0,80.9,53.13895404182656,6080.0,306992.0,10.0,0.0,0.0
6270.0,2.449052547,1.184352917554519E-7,6270.0,80.10000000000001,50.76889583786887,6270.0,307224.0,10.0,0.0,0.0
6460.0,2.497282787,1.223330684621342E-7,6460.0,81.0,52.22097046753038,6460.0,312392.0,10.0,0.0,0.0
6650.0,2.555473153,1.271965585861479E-7,6650.0,80.5,50.88656054805561,6650.0,323072.0,10.0,0.0,0.0
