learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
7659.0,0.705307245,2.3242929044148574E-8,7659.0,100.0,?,7659.0,127384.0,10.0,0.0,4187.900000000001,377.38781850446037,3880.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
15318.0,1.052682483,3.4848612483112764E-8,15318.0,100.0,?,15318.0,129144.0,10.0,0.0,8420.6,754.3824435331929,3888.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22977.0,1.262593275,4.195723272583758E-8,22977.0,100.0,?,22977.0,130904.0,10.0,0.0,12615.1,1140.9393542165155,3896.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30636.0,1.469138393,4.895614922808069E-8,30636.0,100.0,?,30636.0,130984.0,10.0,0.0,16806.0,1528.0754926086308,3904.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
38295.0,1.675769329,5.595797372941962E-8,38295.0,100.0,?,38295.0,130984.0,10.0,0.0,21010.9,1912.3256664188877,3904.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
45954.0,1.893285653,6.342319306337791E-8,45954.0,100.0,?,45954.0,132664.0,10.0,0.0,25211.6,2295.6669096365,3904.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
53613.0,2.113355739,7.097605820297573E-8,53613.0,100.0,?,53613.0,132664.0,10.0,0.0,29403.800000000003,2665.821285999661,3904.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61272.0,2.331895545,7.8476403717231E-8,61272.0,100.0,?,61272.0,132664.0,10.0,0.0,33617.0,3038.213034736775,3904.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68931.0,2.551726703,8.602106878295747E-8,68931.0,100.0,?,68931.0,132664.0,10.0,0.0,37858.7,3421.75298494792,3904.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76590.0,2.771649155,9.356886708356646E-8,76590.0,100.0,?,76590.0,132664.0,10.0,0.0,42055.700000000004,3807.89206502612,3904.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84249.0,2.992326181,1.0123847260032883E-7,84249.0,100.0,?,84249.0,134344.0,10.0,0.0,46287.0,4181.521514685507,3904.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91908.0,3.212713361,1.088980045515692E-7,91908.0,100.0,?,91908.0,134344.0,10.0,0.0,50489.3,4558.421508105142,3904.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
99567.0,3.434279751,1.1659851981532448E-7,99567.0,100.0,?,99567.0,134344.0,10.0,0.0,54684.2,4930.13821262199,3904.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
107226.0,3.654756481,1.2426572706588233E-7,107226.0,100.0,?,107226.0,134424.0,10.0,0.0,58892.600000000006,5313.082629384439,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
114885.0,3.874747551,1.319160452058601E-7,114885.0,100.0,?,114885.0,134424.0,10.0,0.0,63067.9,5688.639664473591,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
122544.0,4.094421443,1.3955533329535896E-7,122544.0,100.0,?,122544.0,134424.0,10.0,0.0,67287.1,6073.510210468628,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130203.0,4.313562883,1.471761050551074E-7,130203.0,100.0,?,130203.0,134424.0,10.0,0.0,71477.4,6462.251310839315,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
137862.0,4.532787461,1.547997679874363E-7,137862.0,100.0,?,137862.0,134424.0,10.0,0.0,75673.70000000001,6834.10407368808,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
145521.0,4.752781101,1.6245017550066733E-7,145521.0,100.0,?,145521.0,134424.0,10.0,0.0,79891.8,7205.4387125281955,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
153180.0,4.973257179,1.701173600775438E-7,153180.0,100.0,?,153180.0,134424.0,10.0,0.0,84100.4,7578.833075231451,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
160839.0,5.192630751,1.7774620436337465E-7,160839.0,100.0,?,160839.0,134424.0,10.0,0.0,88288.5,7962.4147624951065,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
168498.0,5.411654057,1.8545805924048647E-7,168498.0,100.0,?,168498.0,136104.0,10.0,0.0,92489.5,8355.827076890047,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
176157.0,5.631283839,1.931912682601499E-7,176157.0,100.0,?,176157.0,136104.0,10.0,0.0,96692.19999999998,8728.390284073637,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
183816.0,5.855081227,2.0107121952950334E-7,183816.0,100.0,?,183816.0,136104.0,10.0,0.0,100951.3,9127.623129879492,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
191475.0,6.066617313,2.0851944787696624E-7,191475.0,100.0,?,191475.0,136104.0,10.0,0.0,105157.7,9508.747161371411,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
199134.0,6.275998587,2.1589180485834056E-7,199134.0,100.0,?,199134.0,136104.0,10.0,0.0,109365.6,9881.99949425441,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
206793.0,6.483968719,2.2321447524465E-7,206793.0,100.0,?,206793.0,136104.0,10.0,0.0,113551.1,10280.843301392048,3912.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
214452.0,6.692660447,2.3056687226792382E-7,214452.0,100.0,?,214452.0,136184.0,10.0,0.0,117760.1,10658.549919561186,3920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
