learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
13.0,0.024669978,2.6912211965769527E-10,13.0,46.15384615384615,-18.181818181818176,13.0,42168.0,10.0,0.0,13.0,1.4220486005134358,3272.0,0.0
26.0,0.111342758,1.2522955760732294E-9,26.0,42.30769230769231,-16.76646706586827,26.0,43848.0,10.0,0.0,25.400000000000006,1.2927146286443538,3272.0,0.0
39.0,0.161354796,1.8413436691711346E-9,39.0,51.28205128205128,0.26917900403767886,39.0,45528.0,10.0,0.0,40.199999999999996,1.3482498944104453,3272.0,0.0
52.0,0.182339334,2.088502205150823E-9,52.0,57.692307692307686,15.509601181683877,52.0,45528.0,10.0,0.0,51.8,2.0099751242241783,3272.0,0.0
65.0,0.19456751,2.2325272047892214E-9,65.0,58.46153846153847,16.864045476077695,65.0,45528.0,10.0,0.0,67.4,2.38607068908977,3272.0,0.0
78.0,0.207298418,2.388006516955793E-9,78.0,57.692307692307686,15.384615384615374,78.0,47208.0,10.0,0.0,84.39999999999999,3.0775170366890108,3272.0,0.0
91.0,0.219582264,2.5380259756495557E-9,91.0,57.14285714285714,14.213197969543131,91.0,47208.0,10.0,0.0,98.6,3.899287684237269,3272.0,0.0
104.0,0.231742014,2.6865298817430934E-9,104.0,57.692307692307686,15.290633098852263,104.0,47208.0,10.0,0.0,111.39999999999999,4.517127897729313,3272.0,0.0
117.0,0.243930908,2.835389716029167E-9,117.0,58.97435897435898,17.91873721134171,117.0,47208.0,10.0,0.0,124.9,4.822286225893735,3272.0,0.0
130.0,0.25667067,2.990977159825464E-9,130.0,56.92307692307692,13.907284768211914,130.0,47208.0,10.0,0.0,137.99999999999997,5.1918739926500095,3272.0,0.0
143.0,0.26956657,3.1484714769447844E-9,143.0,55.94405594405595,11.926874572294459,143.0,47208.0,10.0,0.0,152.3,5.493531549821927,3272.0,0.0
156.0,0.280895822,3.291756611901025E-9,156.0,55.12820512820513,10.197368421052646,156.0,48888.0,10.0,0.0,166.5,5.972622725589003,3272.0,0.0
169.0,0.293533584,3.451590944627921E-9,169.0,55.02958579881657,10.043423448662283,169.0,48888.0,10.0,0.0,179.2,6.506065546003121,3272.0,0.0
182.0,0.305340534,3.6009176984305184E-9,182.0,54.395604395604394,8.68093338169508,182.0,48888.0,10.0,0.0,190.7,6.503076195155643,3272.0,0.0
195.0,0.317204126,3.750960824030141E-9,195.0,55.8974358974359,11.550632911392404,195.0,48888.0,10.0,0.0,201.6,6.749814812274481,3272.0,0.0
208.0,0.327161282,3.87689256614695E-9,208.0,55.769230769230774,11.210096510764652,208.0,48888.0,10.0,0.0,215.7,7.127489818380038,3272.0,0.0
221.0,0.337531592,4.0080496158699195E-9,221.0,55.203619909502265,9.98148529109238,221.0,48888.0,10.0,0.0,230.4,8.050120772040904,3272.0,0.0
234.0,0.348205896,4.143051387319962E-9,234.0,56.41025641025641,12.468827930174543,234.0,48888.0,10.0,0.0,245.0,7.727296494318765,3272.0,0.0
247.0,0.358114234,4.268365710588793E-9,247.0,57.08502024291497,13.903321275896074,247.0,48888.0,10.0,0.0,257.4,7.682881403917847,3272.0,0.0
260.0,0.368143344,4.395207480887572E-9,260.0,57.30769230769231,14.362017804154284,260.0,48888.0,10.0,0.0,269.1,8.067011011934138,3272.0,0.0
273.0,0.377741934,4.516604309516649E-9,273.0,57.87545787545788,15.470773538676937,273.0,48888.0,10.0,0.0,279.6,7.929130539416732,3272.0,0.0
286.0,0.387643118,4.64182815356801E-9,286.0,58.39160839160839,16.333153055705786,286.0,48888.0,10.0,0.0,291.6,7.965481083330052,3272.0,0.0
299.0,0.397042946,4.760711167516808E-9,299.0,58.19397993311036,15.854290024089874,299.0,48888.0,10.0,0.0,305.8,8.431159140026027,3272.0,0.0
312.0,0.406793064,4.884024425397316E-9,312.0,58.01282051282052,15.567674764501739,312.0,48888.0,10.0,0.0,319.09999999999997,8.624834942059922,3272.0,0.0
325.0,0.416976554,5.0172446151450274E-9,325.0,57.53846153846154,14.785681714546268,325.0,50568.0,10.0,0.0,334.2,8.508557783523337,3272.0,0.0
338.0,0.42668065,5.144193383244176E-9,338.0,57.100591715976336,13.869459772942955,338.0,50568.0,10.0,0.0,348.1,9.059617357629772,3272.0,0.0
351.0,0.435783744,5.263279856542746E-9,351.0,57.54985754985755,14.771116144908177,351.0,50568.0,10.0,0.0,359.3,9.592879303594584,3272.0,0.0
364.0,0.44597095,5.3965486589198305E-9,364.0,56.59340659340659,12.831549910576253,364.0,50568.0,10.0,0.0,373.9,9.402659198333204,3272.0,0.0
377.0,0.455722546,5.524118820962806E-9,377.0,57.02917771883289,13.512518409425626,377.0,50568.0,10.0,0.0,388.29999999999995,10.240496949747008,3272.0,0.0
390.0,0.465889056,5.657116878728071E-9,390.0,56.15384615384615,11.867318620325088,390.0,50568.0,10.0,0.0,400.8,10.322359764661911,3272.0,0.0
403.0,0.475517658,5.783078035997847E-9,403.0,55.831265508684865,11.121298476025292,403.0,50568.0,10.0,0.0,412.09999999999997,10.59397103178134,3272.0,0.0
416.0,0.485056934,5.907870632521808E-9,416.0,54.807692307692314,9.009679821295611,416.0,50568.0,10.0,0.0,425.4,10.954654008431506,3272.0,0.0
429.0,0.494682044,6.0337861075252286E-9,429.0,54.312354312354316,7.96208323299549,429.0,50568.0,10.0,0.0,439.5,11.065712810298304,3272.0,0.0
442.0,0.504383534,6.160700783990322E-9,442.0,54.29864253393665,8.108108108108091,442.0,50568.0,10.0,0.0,454.5,11.264743425593164,3272.0,0.0
