learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
10000.0,1.389230081,1.97954664372839E-8,10000.0,91.7,83.40438124335176,10000.0,55080.0,10.0,4.0,0.0
20000.0,2.434474545,3.4780257091367E-8,20000.0,89.0,78.00738951712225,20000.0,55416.0,10.0,4.0,0.0
30000.0,3.402776857,4.803073157195623E-8,30000.0,92.0,84.000063999744,30000.0,52896.0,10.0,3.0,0.0
40000.0,4.366452899,6.163672928032155E-8,40000.0,93.30000000000001,86.5818586729258,40000.0,54576.0,10.0,3.0,0.0
50000.0,5.325984025,7.59765601326339E-8,50000.0,93.4,86.79941917444368,50000.0,57768.0,10.0,4.0,0.0
60000.0,6.363108723,9.170137377595529E-8,60000.0,92.10000000000001,84.1967129162866,60000.0,58608.0,10.0,5.0,0.0
70000.0,7.505909067,1.0868075784554705E-7,70000.0,94.0,87.97402389160585,70000.0,57432.0,10.0,4.0,0.0
80000.0,8.499866853,1.2375107772542164E-7,80000.0,96.0,91.99769533625684,80000.0,58608.0,10.0,3.0,0.0
90000.0,9.468036343,1.3805169242458418E-7,90000.0,93.10000000000001,86.20000000000002,90000.0,57096.0,10.0,3.0,0.0
100000.0,10.425138677,1.52313628582526E-7,100000.0,89.7,79.39538456614282,100000.0,57600.0,10.0,4.0,0.0
110000.0,11.371068752,1.6677909084200858E-7,110000.0,88.3,76.57094797548962,110000.0,59112.0,10.0,4.0,0.0
120000.0,12.303754054,1.806366487626607E-7,120000.0,92.9,85.785671957333,120000.0,57432.0,10.0,4.0,0.0
130000.0,13.235605005,1.944008104563939E-7,130000.0,94.0,87.99827175113215,130000.0,57096.0,10.0,5.0,0.0
140000.0,14.167681935,2.0652670401855682E-7,140000.0,86.4,72.73576546343185,140000.0,50288.0,10.0,4.0,0.0
150000.0,15.110479399,2.2041157860462242E-7,150000.0,91.2,82.3684041802911,150000.0,56928.0,10.0,3.0,0.0
160000.0,16.067884674,2.3505252325641611E-7,160000.0,90.7,81.40386799545695,160000.0,59112.0,10.0,4.0,0.0
170000.0,17.034066576,2.4974369901275884E-7,170000.0,93.0,86.00022399641607,170000.0,58776.0,10.0,4.0,0.0
180000.0,17.99586518,2.6432642357757936E-7,180000.0,91.60000000000001,83.18513565992338,180000.0,58608.0,10.0,5.0,0.0
190000.0,18.951405234,2.7922955058009676E-7,190000.0,93.10000000000001,86.18308809983421,190000.0,60288.0,10.0,5.0,0.0
200000.0,19.914193398,2.9420387865358345E-7,200000.0,89.9,79.7975757090851,200000.0,60120.0,10.0,4.0,0.0
210000.0,20.892663408,3.096347377909099E-7,210000.0,90.9,81.7750682934254,210000.0,60960.0,10.0,3.0,0.0
220000.0,21.840080056,3.2404058048103003E-7,220000.0,90.0,80.00511868961546,220000.0,58776.0,10.0,3.0,0.0
230000.0,22.765222202,3.3830877195436505E-7,230000.0,90.3,80.59534288229176,230000.0,59616.0,10.0,4.0,0.0
240000.0,23.694491958,3.5235790869147825E-7,240000.0,86.1,72.19911037153189,240000.0,58440.0,10.0,5.0,0.0
250000.0,24.626128308,3.653900712320705E-7,250000.0,86.1,72.19866553594572,250000.0,54072.0,10.0,2.0,0.0
260000.0,25.570356644,3.797063965967794E-7,260000.0,91.2,82.39943678197703,260000.0,58608.0,10.0,5.0,0.0
270000.0,26.52343955,3.9428124221303806E-7,270000.0,91.0,81.97295943915874,270000.0,59112.0,10.0,4.0,0.0
280000.0,27.4756337,4.092563366478433E-7,280000.0,87.2,74.4009215668236,280000.0,60792.0,10.0,3.0,0.0
290000.0,28.43144946,4.232498529767742E-7,290000.0,92.30000000000001,84.57482611622169,290000.0,56592.0,10.0,4.0,0.0
300000.0,29.392077274,4.3748082180604337E-7,300000.0,88.2,76.40377539593665,300000.0,57264.0,10.0,5.0,0.0
310000.0,30.234719091,4.498540500356567E-7,310000.0,85.39999999999999,70.78878289263076,310000.0,56760.0,10.0,3.0,0.0
320000.0,31.083199967,4.627186589691353E-7,320000.0,92.2,84.38219570310154,320000.0,58608.0,10.0,3.0,0.0
330000.0,31.9578406,4.7632202082448947E-7,330000.0,91.0,81.97656954040254,330000.0,60120.0,10.0,4.0,0.0
340000.0,32.899778922,4.901533042965332E-7,340000.0,91.9,83.78677000432354,340000.0,56760.0,10.0,5.0,0.0
350000.0,33.856478472,5.046171375457072E-7,350000.0,94.0,87.96920115495668,350000.0,58440.0,10.0,6.0,0.0
360000.0,34.80244917,5.186309723737711E-7,360000.0,92.10000000000001,84.19734515398588,360000.0,57264.0,10.0,5.0,0.0
370000.0,35.74848959,5.330570055199537E-7,370000.0,91.8,83.6016398360164,370000.0,58944.0,10.0,6.0,0.0
380000.0,36.700544626,5.479885341685388E-7,380000.0,93.8,87.5968247871455,380000.0,60624.0,10.0,4.0,0.0
390000.0,37.65231549,5.625433156230423E-7,390000.0,94.8,89.59771149652923,390000.0,59112.0,10.0,5.0,0.0
400000.0,38.599922778,5.773639034969482E-7,400000.0,95.0,89.9980796312892,400000.0,60456.0,10.0,4.0,0.0
410000.0,39.548154358,5.922766788553818E-7,410000.0,93.7,87.38607422594545,410000.0,60792.0,10.0,5.0,0.0
420000.0,40.463826469,6.069161737080104E-7,420000.0,93.60000000000001,87.1816954611185,420000.0,61800.0,10.0,4.0,0.0
430000.0,41.303281558,6.202641650337725E-7,430000.0,94.3,88.56312752313458,430000.0,61464.0,10.0,3.0,0.0
440000.0,42.139306941,6.331216001415687E-7,440000.0,94.89999999999999,89.77554309909303,440000.0,59448.0,10.0,3.0,0.0
450000.0,43.056428322,6.473856687662253E-7,450000.0,95.5,90.96414573025766,450000.0,60120.0,10.0,1.0,0.0
460000.0,43.981290082,6.618907124278197E-7,460000.0,94.89999999999999,89.79926554711938,460000.0,60624.0,10.0,3.0,0.0
470000.0,44.906239234,6.757539286002764E-7,470000.0,91.7,83.3346719139025,470000.0,57936.0,10.0,2.0,0.0
480000.0,45.833602952,6.896936393146836E-7,480000.0,89.1,78.2008719651214,480000.0,58104.0,10.0,2.0,0.0
490000.0,46.765311188,7.031722374988221E-7,490000.0,92.2,84.41247002398083,490000.0,55920.0,10.0,4.0,0.0
500000.0,47.708952728,7.176027027563625E-7,500000.0,90.0,79.99487868894437,500000.0,59112.0,10.0,4.0,0.0
510000.0,48.657066136,7.324724129919582E-7,510000.0,88.1,76.20285565732112,510000.0,60624.0,10.0,5.0,0.0
520000.0,49.60778276,7.473416309133543E-7,520000.0,90.60000000000001,81.16383456235974,520000.0,60456.0,10.0,6.0,0.0
530000.0,50.532124755,7.614769614170677E-7,530000.0,93.4,86.78138819457799,530000.0,59112.0,10.0,6.0,0.0
540000.0,51.370055292,7.746550395657122E-7,540000.0,90.60000000000001,81.19097166639988,540000.0,60792.0,10.0,6.0,0.0
550000.0,52.209446359,7.875642363358971E-7,550000.0,92.30000000000001,84.59876790143213,550000.0,59448.0,10.0,6.0,0.0
560000.0,53.087641737,8.014518927400124E-7,560000.0,93.30000000000001,86.56883970812285,560000.0,61128.0,10.0,5.0,0.0
570000.0,54.002798391,8.159638237714332E-7,570000.0,91.2,82.38449835855553,570000.0,61296.0,10.0,6.0,0.0
580000.0,54.921056293,8.301258416021925E-7,580000.0,90.60000000000001,81.20090235668688,580000.0,59616.0,10.0,5.0,0.0
590000.0,55.839830297,8.444156136161398E-7,590000.0,90.10000000000001,80.19683149303889,590000.0,60120.0,10.0,5.0,0.0
600000.0,56.758051139,8.58577059881569E-7,600000.0,91.5,83.00040799020825,600000.0,59616.0,10.0,6.0,0.0
610000.0,57.673823581,8.721037295199122E-7,610000.0,94.19999999999999,88.39772595428703,610000.0,57096.0,10.0,6.0,0.0
620000.0,58.588784981,8.85578653642206E-7,620000.0,89.1,78.2,620000.0,56928.0,10.0,6.0,0.0
630000.0,59.503535633,8.994877970177368E-7,630000.0,93.5,86.99313237389342,630000.0,58776.0,10.0,5.0,0.0
640000.0,60.421371003,9.135635168554569E-7,640000.0,94.0,87.99846380336682,640000.0,59280.0,10.0,5.0,0.0
650000.0,61.279178403,9.270541971141781E-7,650000.0,93.89999999999999,87.78426613478159,650000.0,60792.0,10.0,5.0,0.0
660000.0,62.091178545,9.38906905659021E-7,660000.0,93.4,86.79704253752841,660000.0,56424.0,10.0,5.0,0.0
670000.0,62.943534225,9.519043537934434E-7,670000.0,94.89999999999999,89.7830807817746,670000.0,58944.0,10.0,5.0,0.0
680000.0,63.855458247,9.661668550147052E-7,680000.0,94.1,88.19149787847249,680000.0,60456.0,10.0,4.0,0.0
690000.0,64.771493523,9.799760941968795E-7,690000.0,92.80000000000001,85.53333761975182,690000.0,58272.0,10.0,3.0,0.0
700000.0,65.694362275,9.93025039633887E-7,700000.0,91.9,83.8038870671039,700000.0,54656.0,10.0,4.0,0.0
710000.0,66.623587645,1.0068311909246837E-6,710000.0,92.80000000000001,85.54803071846361,710000.0,57432.0,10.0,4.0,0.0
720000.0,67.558580151,1.0212513015632724E-6,720000.0,93.60000000000001,87.19487795118049,720000.0,59616.0,10.0,4.0,0.0
730000.0,68.495147413,1.0348001930608E-6,730000.0,89.2,78.38210037911391,730000.0,55920.0,10.0,5.0,0.0
740000.0,69.432682321,1.0489335393689718E-6,740000.0,92.9,85.76207015489264,740000.0,58272.0,10.0,4.0,0.0
750000.0,70.371721689,1.0632936267548944E-6,750000.0,94.89999999999999,89.77742856226547,750000.0,59112.0,10.0,4.0,0.0
760000.0,71.25265519,1.0771480096748678E-6,760000.0,93.8,87.59980159682553,760000.0,60792.0,10.0,4.0,0.0
770000.0,72.085314954,1.0902431947250623E-6,770000.0,91.60000000000001,83.19213391867395,770000.0,60792.0,10.0,5.0,0.0
780000.0,72.961460625,1.104098437355138E-6,780000.0,94.8,89.59737853939191,780000.0,61128.0,10.0,5.0,0.0
790000.0,73.873070245,1.1186729823033532E-6,790000.0,93.89999999999999,87.7970712971113,790000.0,61800.0,10.0,4.0,0.0
800000.0,74.794612898,1.1335264891316265E-6,800000.0,92.0,84.0010239344682,800000.0,62304.0,10.0,5.0,0.0
810000.0,75.72389823,1.1485047931518923E-6,810000.0,91.10000000000001,82.20128150773145,810000.0,62304.0,10.0,5.0,0.0
820000.0,76.653880646,1.1636964260118971E-6,820000.0,93.8,87.56343650331975,820000.0,63144.0,10.0,4.0,0.0
830000.0,77.581000348,1.1783980589121102E-6,830000.0,94.6,89.19481351048503,830000.0,61296.0,10.0,4.0,0.0
840000.0,78.506225517,1.1929490139660073E-6,840000.0,92.7,85.37554791611576,840000.0,60792.0,10.0,5.0,0.0
850000.0,79.431632302,1.2071408473463066E-6,850000.0,94.8,89.59983359733755,850000.0,59280.0,10.0,5.0,0.0
860000.0,80.358334804,1.2217553124034113E-6,860000.0,95.39999999999999,90.77934573444514,860000.0,60960.0,10.0,5.0,0.0
870000.0,81.274176282,1.236238298861467E-6,870000.0,94.39999999999999,88.80071675412773,870000.0,61128.0,10.0,5.0,0.0
880000.0,82.18911145,1.2509057763436268E-6,880000.0,95.8,91.59714302862973,880000.0,61968.0,10.0,5.0,0.0
890000.0,83.10395227,1.2656910229844431E-6,890000.0,94.19999999999999,88.3997679953599,890000.0,62472.0,10.0,4.0,0.0
900000.0,84.02528828,1.280381027731059E-6,900000.0,94.1,88.19981119697914,900000.0,61632.0,10.0,2.0,0.0
