learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
10000.0,0.560070778,8.33295456038995E-9,10000.0,85.1,70.22786671675311,10000.0,57512.0,10.0,38.0,23867.3,7196.252288595162,3288.0,0.0
20000.0,1.049831044,1.5244765573276415E-8,20000.0,82.8,65.54984056786681,20000.0,54552.0,10.0,91.0,215289.1,88502.53246589426,2976.8,311.2
30000.0,1.521520606,2.2221748565033906E-8,30000.0,84.89999999999999,69.79347539068438,30000.0,57176.0,10.0,133.0,534369.3999999999,250752.371843095,3288.0,0.0
40000.0,1.990056829,2.9123968158794775E-8,40000.0,84.7,69.37770697067465,40000.0,56944.0,10.0,171.0,1114299.3,528100.766849641,3231.2,56.800000000000004
50000.0,2.44179017,3.6159165209467624E-8,50000.0,89.1,78.2095877813762,50000.0,60200.0,10.0,193.0,1135420.2,516909.483092861,3288.0,0.0
60000.0,2.913524525,4.334183462084995E-8,60000.0,89.7,79.40098875253987,60000.0,58856.0,10.0,214.0,1759636.0,917512.7696344067,3288.0,0.0
70000.0,3.407019638,5.092017971609201E-8,70000.0,91.3,82.57281358919916,70000.0,59360.0,10.0,235.0,2644709.3000000003,1343003.0199237831,3288.0,0.0
80000.0,3.899019242,5.873215685480998E-8,80000.0,94.3,88.60054717373565,80000.0,61376.0,10.0,248.0,3310918.9000000004,1714983.6685115977,3288.0,0.0
90000.0,4.394138896,6.633544917241567E-8,90000.0,90.7,81.40089275714766,90000.0,59360.0,10.0,268.0,4373994.600000001,2372306.9523157747,3288.0,0.0
100000.0,4.885322983,7.392100046659095E-8,100000.0,89.60000000000001,79.20399283337599,100000.0,59696.0,10.0,288.0,5288982.500000001,3002442.804408993,3288.0,0.0
110000.0,5.37922013,8.172017558253473E-8,110000.0,88.6,77.17452677187741,110000.0,61040.0,10.0,300.0,6261476.600000001,3333584.9977319147,3288.0,0.0
120000.0,5.860147691,8.904282156935375E-8,120000.0,90.5,80.9519990375747,120000.0,58856.0,10.0,332.0,7448220.3,4127421.587708976,3288.0,0.0
130000.0,6.330292213,9.622171733116317E-8,130000.0,90.8,81.58939549180329,130000.0,59024.0,10.0,359.0,8320474.600000001,4842103.585154056,3288.0,0.0
140000.0,6.780369524,1.0261261929815842E-7,140000.0,86.4,72.69503973273262,140000.0,54888.0,10.0,371.0,8940304.1,5281315.691582251,2976.8,311.2
