learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
3.0,0.225671173,8.263521856502112E-9,3.0,33.33333333333333,0.0,3.0,141544.0,10.0,0.0,0.0
6.0,0.366727079,1.3721155264640433E-8,6.0,33.33333333333333,-33.333333333333336,6.0,149560.0,10.0,0.0,0.0
9.0,0.392336703,1.4740645356060315E-8,9.0,55.55555555555556,-19.999999999999964,9.0,153880.0,10.0,0.0,0.0
12.0,0.412968269,1.557789140759036E-8,12.0,58.333333333333336,-15.384615384615358,12.0,156864.0,10.0,0.0,0.0
15.0,0.433271463,1.6406518047069096E-8,15.0,66.66666666666666,-11.940298507462687,15.0,157760.0,10.0,0.0,0.0
18.0,0.453065053,1.722602141391279E-8,18.0,66.66666666666666,-10.204081632653029,18.0,160040.0,10.0,0.0,0.0
21.0,0.471192125,1.7979790714426586E-8,21.0,66.66666666666666,-8.888888888888898,21.0,160736.0,10.0,0.0,0.0
24.0,0.488631497,1.8706660070537278E-8,24.0,66.66666666666666,-7.865168539325889,24.0,161112.0,10.0,0.0,0.0
27.0,0.505648761,1.9417203938979654E-8,27.0,66.66666666666666,-7.0484581497797265,27.0,161400.0,10.0,0.0,0.0
30.0,0.523316475,2.0157064235800255E-8,30.0,60.0,-12.50000000000002,30.0,161872.0,10.0,0.0,0.0
33.0,0.541235263,2.0908884916638748E-8,33.0,60.60606060606061,-11.428571428571441,33.0,162184.0,10.0,0.0,0.0
36.0,0.558306465,2.1632704093354857E-8,36.0,63.888888888888886,0.0,36.0,163896.0,10.0,0.0,0.0
39.0,0.57627589,2.2395314539292206E-8,39.0,64.1025641025641,13.333333333333325,39.0,164048.0,10.0,0.0,0.0
42.0,0.593396344,2.312189522062118E-8,42.0,66.66666666666666,19.672131147540977,42.0,164048.0,10.0,0.0,0.0
45.0,0.609576828,2.3809053021414828E-8,45.0,64.44444444444444,14.489311163895513,45.0,164160.0,10.0,0.0,0.0
48.0,0.626382793,2.4522843506284474E-8,48.0,66.66666666666666,15.973741794310703,48.0,164176.0,10.0,0.0,0.0
51.0,0.643683009,2.525762604135399E-8,51.0,66.66666666666666,15.249266862170078,51.0,164176.0,10.0,0.0,0.0
54.0,0.660789985,2.598420120045336E-8,54.0,66.66666666666666,12.90322580645161,54.0,164176.0,10.0,0.0,0.0
57.0,0.678995167,2.6757457535004038E-8,57.0,68.42105263157895,14.070351758793958,57.0,164184.0,10.0,0.0,0.0
60.0,0.696221795,2.7489150259852824E-8,60.0,70.0,19.282511210762326,60.0,164184.0,10.0,0.0,0.0
63.0,0.712624409,2.818584338704538E-8,63.0,69.84126984126983,21.917808219178077,63.0,164184.0,10.0,0.0,0.0
66.0,0.730356695,2.893952747559589E-8,66.0,71.21212121212122,25.97402597402597,66.0,164296.0,10.0,0.0,0.0
69.0,0.747329595,2.966114577010481E-8,69.0,72.46376811594203,26.882320133853888,69.0,164344.0,10.0,0.0,0.0
72.0,0.763778591,3.0360489809126074E-8,72.0,73.61111111111111,30.487804878048795,72.0,164344.0,10.0,0.0,0.0
75.0,0.780560479,3.1074230177810207E-8,75.0,72.0,26.778242677824256,75.0,164400.0,10.0,0.0,0.0
78.0,0.797591867,3.180598401487908E-8,78.0,70.51282051282051,23.398804440649016,78.0,166080.0,10.0,0.0,0.0
81.0,0.813311275,3.2481368611862676E-8,81.0,71.60493827160494,26.68240850059029,81.0,166080.0,10.0,0.0,0.0
84.0,0.829658509,3.3183761594541784E-8,84.0,72.61904761904762,29.694323144104807,84.0,166088.0,10.0,0.0,0.0
87.0,0.845919235,3.3882740460309305E-8,87.0,73.5632183908046,32.467094161323,87.0,166160.0,10.0,0.0,0.0
90.0,0.861658233,3.455932505065575E-8,90.0,73.33333333333333,32.87756370416407,90.0,166168.0,10.0,0.0,0.0
93.0,0.878004149,3.526203352833167E-8,93.0,74.19354838709677,36.84210526315791,93.0,166176.0,10.0,0.0,0.0
96.0,0.894603671,3.597567884438361E-8,96.0,73.95833333333334,36.9747899159664,96.0,166184.0,10.0,0.0,0.0
99.0,0.910197833,3.664690864826863E-8,99.0,73.73737373737373,36.06557377049182,99.0,166384.0,10.0,0.0,0.0
102.0,0.926721293,3.7358344021396085E-8,102.0,72.54901960784314,34.64530892448512,102.0,166432.0,10.0,0.0,0.0
105.0,0.942896905,3.80548024241026E-8,105.0,72.38095238095238,35.08846727776593,105.0,166432.0,10.0,0.0,0.0
108.0,0.959293195,3.8760830223574814E-8,108.0,73.14814814814815,38.004750593824234,108.0,166448.0,10.0,0.0,0.0
111.0,0.974973727,3.943603732850609E-8,111.0,73.87387387387388,40.61981184283343,111.0,166448.0,10.0,0.0,0.0
114.0,0.991611073,4.015258278254626E-8,114.0,72.80701754385966,38.195173137460664,114.0,166480.0,10.0,0.0,0.0
117.0,1.007963889,4.0856873957686535E-8,117.0,72.64957264957265,38.96315617867623,117.0,166480.0,10.0,0.0,0.0
120.0,1.023996077,4.154765479016428E-8,120.0,72.5,39.076923076923066,120.0,166552.0,10.0,0.0,0.0
123.0,1.040512491,4.225929952714385E-8,123.0,72.35772357723577,38.46380223660978,123.0,166552.0,10.0,0.0,0.0
126.0,1.057081079,4.297319229160125E-8,126.0,72.22222222222221,38.39061190276613,126.0,166552.0,10.0,0.0,0.0
129.0,1.073728231,4.36911936665347E-8,129.0,72.09302325581395,37.81467595072308,129.0,166720.0,10.0,0.0,0.0
132.0,1.090579505,4.441799894237891E-8,132.0,72.72727272727273,39.20163766632548,132.0,166720.0,10.0,0.0,0.0
135.0,1.107254831,4.513721547836438E-8,135.0,73.33333333333333,41.162227602905546,135.0,166720.0,10.0,0.0,0.0
138.0,1.123204321,4.582512628433812E-8,138.0,73.18840579710145,41.025641025641036,138.0,166720.0,10.0,0.0,0.0
141.0,1.140219727,4.655904588425118E-8,141.0,72.3404255319149,39.12321487877782,141.0,166728.0,10.0,0.0,0.0
144.0,1.156945043,4.728066082176028E-8,144.0,71.52777777777779,38.035264483627216,144.0,166776.0,10.0,0.0,0.0
147.0,1.173012807,4.797393888582579E-8,147.0,71.42857142857143,37.96221864951768,147.0,166784.0,10.0,0.0,0.0
150.0,1.189606341,4.868990242173067E-8,150.0,72.0,38.62042088854247,150.0,166784.0,10.0,0.0,0.0
153.0,1.205909397,4.9393332662679665E-8,153.0,72.54901960784314,39.7863568215892,153.0,166784.0,10.0,0.0,0.0
156.0,1.221454525,5.007081665807093E-8,156.0,73.07692307692307,40.9090909090909,156.0,168464.0,10.0,0.0,0.0
159.0,1.237814539,5.078384867610409E-8,159.0,72.95597484276729,40.922837639332926,159.0,168472.0,10.0,0.0,0.0
162.0,1.254957453,5.1531250825716794E-8,162.0,73.4567901234568,42.43926623698563,162.0,168528.0,10.0,0.0,0.0
165.0,1.270747371,5.221972998851909E-8,165.0,73.33333333333333,42.408376963350776,165.0,168544.0,10.0,0.0,0.0
168.0,1.287367293,5.2944502552058536E-8,168.0,73.21428571428571,41.95331695331694,168.0,168568.0,10.0,0.0,0.0
171.0,1.303620031,5.365326271259328E-8,171.0,73.09941520467837,41.810918774966716,171.0,168568.0,10.0,0.0,0.0
174.0,1.327668559,5.4701986845468886E-8,174.0,72.98850574712644,41.79359430604983,174.0,168568.0,10.0,0.0,0.0
177.0,1.343472359,5.5391169420433115E-8,177.0,73.44632768361582,43.48121475643726,177.0,168568.0,10.0,0.0,0.0
180.0,1.363023287,5.620398438806541E-8,180.0,72.22222222222221,40.94488188976377,180.0,160704.0,10.0,0.0,0.0
183.0,1.430232023,5.899813649053581E-8,183.0,72.1311475409836,40.57306590257881,183.0,160704.0,10.0,0.0,0.0
186.0,1.457539011,6.013340375597485E-8,186.0,72.04301075268818,40.09661835748793,186.0,160704.0,10.0,0.0,0.0
189.0,1.473318929,6.078947450804834E-8,189.0,71.95767195767195,40.0,189.0,160712.0,10.0,0.0,0.0
192.0,1.494332757,6.162000950537415E-8,192.0,72.39583333333334,41.233541233541246,192.0,152776.0,10.0,0.0,0.0
