learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
38.0,0.341241006,1.5984908014958103E-8,38.0,94.73684210526315,0.0,38.0,181072.0,10.0,0.0,27.0,2.4810392087904525,9663.2,4.207929023482497,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76.0,0.493836296,2.3216373142732513E-8,76.0,89.47368421052632,0.0,76.0,183184.0,10.0,0.0,95.3,11.855659689222978,9706.4,4.308131845707632,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
114.0,0.580631184,2.7321484882980585E-8,114.0,89.47368421052632,20.833333333333375,114.0,182824.0,10.0,1.0,161.0,34.90399531413114,9704.0,12.899612397277666,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
152.0,0.647778911,3.0495405181913325E-8,152.0,90.13157894736842,17.03056768558945,152.0,182712.0,10.0,2.0,226.0,51.83692377704011,9709.6,16.31032392893121,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190.0,0.77930629,3.725138060757269E-8,190.0,91.05263157894737,21.791767554479495,190.0,198552.0,10.0,2.0,266.6,61.093589407291056,11124.0,940.1248144085265,1.4,0.26666666666666666,1.2000000000000002,0.13333333333333333,1.2000000000000002,0.13333333333333333,0.20000000000000004,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
228.0,0.882972566,4.2578829889905945E-8,228.0,92.54385964912281,22.541966426858522,228.0,198648.0,10.0,2.0,281.1,62.36353100971753,11133.6,943.184619608837,1.4,0.26666666666666666,1.2000000000000002,0.13333333333333333,1.2000000000000002,0.13333333333333333,0.20000000000000004,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
266.0,0.923979573,4.471870012145903E-8,266.0,92.85714285714286,20.75885857635624,266.0,201712.0,10.0,2.0,347.59999999999997,72.53829639882952,11406.4,1111.0216639551984,1.4,0.26666666666666666,1.2000000000000002,0.13333333333333333,1.2000000000000002,0.13333333333333333,0.20000000000000004,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
304.0,0.989037646,4.811241625882892E-8,304.0,93.42105263157895,25.581395348837194,304.0,201640.0,10.0,3.0,401.29999999999995,122.85773615582102,11432.8,1222.1211142017708,1.4,0.26666666666666666,1.2000000000000002,0.13333333333333333,1.2000000000000002,0.13333333333333333,0.20000000000000004,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
342.0,1.088986892,5.3535134013640796E-8,342.0,92.98245614035088,21.694333142530116,342.0,209720.0,10.0,3.0,523.0,166.4220872093338,12103.2,1288.303318322203,1.8,0.4422166387140533,1.4,0.22110831935702666,1.4,0.22110831935702666,0.4,0.22110831935702663,0.0,0.0,0.0,0.0,1.0,0.0
380.0,1.175717443,5.8725319972294896E-8,380.0,92.36842105263158,17.9815421256326,380.0,231320.0,10.0,3.0,608.1,198.09203528775316,14247.199999999999,2457.656900382964,2.0,0.5374838498865699,1.5,0.26874192494328497,1.5,0.26874192494328497,0.5,0.26874192494328497,0.0,0.0,0.0,0.0,1.0,0.0
418.0,1.246908071,6.298747114154199E-8,418.0,93.0622009569378,29.152542372881364,418.0,231424.0,10.0,4.0,748.4000000000001,318.2588464337375,14272.0,2406.4154254824743,2.2,0.679869268479038,1.6,0.33993463423951903,1.6,0.33993463423951903,0.6,0.339934634239519,0.0,0.0,0.0,0.0,1.0,0.0
456.0,1.302188115,6.627074892200529E-8,456.0,93.64035087719299,29.449423815620925,456.0,229584.0,10.0,5.0,799.5999999999999,341.5514016952646,14138.4,2439.782008477169,2.2,0.679869268479038,1.6,0.33993463423951903,1.6,0.33993463423951903,0.6,0.339934634239519,0.0,0.0,0.0,0.0,1.0,0.0
494.0,1.365866593,7.018423344447794E-8,494.0,93.92712550607287,28.886756238003723,494.0,237560.0,10.0,5.0,883.5999999999999,350.5641548513861,14884.8,2925.2004102283313,2.4,0.669991708074726,1.7,0.334995854037363,1.7,0.334995854037363,0.7,0.334995854037363,0.0,0.0,0.0,0.0,1.0,0.0
532.0,1.435358652,7.452374939253967E-8,532.0,94.17293233082707,33.90509778775251,532.0,241384.0,10.0,5.0,987.0999999999999,357.66357407796255,15247.199999999999,2940.791838944063,2.8000000000000003,0.6289320754704402,1.9000000000000001,0.3144660377352201,1.9000000000000001,0.3144660377352201,0.8999999999999999,0.31446603773522014,0.0,0.0,0.0,0.0,1.0,0.0
570.0,1.49857475,7.876350408547661E-8,570.0,94.21052631578948,34.95400788436277,570.0,259248.0,10.0,5.0,1117.6999999999998,387.7323260532537,17020.0,2767.617250351725,2.8000000000000003,0.6289320754704402,1.9000000000000001,0.3144660377352201,1.9000000000000001,0.3144660377352201,0.8999999999999999,0.31446603773522014,0.0,0.0,0.0,0.0,1.0,0.0
608.0,1.552876688,8.236584805007817E-8,608.0,94.24342105263158,35.85724620207382,608.0,256432.0,10.0,6.0,1161.6,396.1743779925423,16801.6,3275.415723232701,2.9000000000000004,0.706320670013903,1.9000000000000004,0.3785938897200182,1.9000000000000004,0.3785938897200182,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
