learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
14.0,0.036400532,3.7787910242875413E-10,14.0,35.714285714285715,0.0,14.0,40128.0,10.0,0.0,0.0
28.0,0.098435206,1.0515273507063589E-9,28.0,32.142857142857146,1.4814814814814912,28.0,41976.0,10.0,0.0,0.0
42.0,0.14141629,1.5382830770437916E-9,42.0,33.33333333333333,0.5076142131979701,42.0,43776.0,10.0,0.0,0.0
56.0,0.160058906,1.7494470957376892E-9,56.0,39.285714285714285,-2.1459227467811233,56.0,43784.0,10.0,0.0,0.0
70.0,0.175587846,1.9257283208808966E-9,70.0,44.285714285714285,5.208333333333338,70.0,43880.0,10.0,0.0,0.0
84.0,0.18618644,2.050713442510201E-9,84.0,45.23809523809524,9.719626168224295,84.0,45584.0,10.0,0.0,0.0
98.0,0.19570329,2.1630404559854005E-9,98.0,50.0,16.019587268275625,98.0,45624.0,10.0,0.0,0.0
112.0,0.205524652,2.2789616128512557E-9,112.0,51.78571428571429,15.789473684210535,112.0,45624.0,10.0,0.0,0.0
126.0,0.214510552,2.385021843955749E-9,126.0,53.17460317460318,17.928902627511594,126.0,45624.0,10.0,0.0,0.0
140.0,0.224748752,2.505862923657729E-9,140.0,51.42857142857142,16.89944134078212,140.0,45624.0,10.0,0.0,0.0
154.0,0.233444582,2.6084994697405235E-9,154.0,50.649350649350644,17.612276502886093,154.0,45624.0,10.0,0.0,0.0
168.0,0.242922604,2.724487509226634E-9,168.0,47.61904761904761,15.428179165951608,168.0,47304.0,10.0,0.0,0.0
182.0,0.252227204,2.8383532833514947E-9,182.0,45.05494505494506,13.580246913580247,182.0,47304.0,10.0,0.0,0.0
196.0,0.261539438,2.9523124791516204E-9,196.0,43.87755102040816,12.556781310837117,196.0,47304.0,10.0,0.0,0.0
210.0,0.270809136,3.065751137307121E-9,210.0,43.333333333333336,12.82963583089159,210.0,47304.0,10.0,0.0,0.0
224.0,0.279297762,3.169719205991262E-9,224.0,42.410714285714285,12.154192253906485,224.0,47344.0,10.0,0.0,0.0
238.0,0.287804688,3.2739114117332637E-9,238.0,42.016806722689076,11.552754887703989,238.0,47344.0,10.0,0.0,0.0
252.0,0.295611512,3.369528819525408E-9,252.0,42.06349206349206,10.802948021722267,252.0,47344.0,10.0,0.0,0.0
266.0,0.304629948,3.4800419560530125E-9,266.0,43.609022556390975,11.928306551297892,266.0,47368.0,10.0,0.0,0.0
280.0,0.312406556,3.575337564030456E-9,280.0,42.857142857142854,11.206247274745309,280.0,47368.0,10.0,0.0,0.0
294.0,0.321395338,3.6854873164246486E-9,294.0,42.857142857142854,11.420373027259688,294.0,47368.0,10.0,0.0,0.0
308.0,0.3291707,3.780767655749289E-9,308.0,44.48051948051948,12.328128641342351,308.0,47368.0,10.0,0.0,0.0
322.0,0.33820363,3.8954964380959674E-9,322.0,45.3416149068323,13.693957115009752,322.0,49096.0,10.0,0.0,0.0
336.0,0.346127042,3.996133043360379E-9,336.0,44.94047619047619,13.752913752913754,336.0,49096.0,10.0,0.0,0.0
350.0,0.353993772,4.096049720889164E-9,350.0,45.14285714285714,13.841735473614028,350.0,49096.0,10.0,0.0,0.0
364.0,0.362937622,4.20968410347071E-9,364.0,45.604395604395606,15.037487622011591,364.0,49112.0,10.0,0.0,0.0
378.0,0.37112252,4.313675765978793E-9,378.0,45.767195767195766,15.138971023063274,378.0,49112.0,10.0,0.0,0.0
392.0,0.380163018,4.428538091315164E-9,392.0,45.66326530612245,15.6375981328241,392.0,49112.0,10.0,0.0,0.0
406.0,0.387882162,4.526628180676036E-9,406.0,46.30541871921182,15.637569819089919,406.0,49120.0,10.0,0.0,0.0
420.0,0.396686908,4.638513426234325E-9,420.0,46.42857142857143,16.089504528502932,420.0,49120.0,10.0,0.0,0.0
434.0,0.404293338,4.735171216064029E-9,434.0,45.622119815668206,15.355563819676876,434.0,49120.0,10.0,0.0,0.0
448.0,0.413102754,4.847115805082851E-9,448.0,45.3125,14.894276919259674,448.0,49120.0,10.0,0.0,0.0
462.0,0.42073234,4.9440678469836714E-9,462.0,45.23809523809524,14.806743391083154,462.0,49120.0,10.0,0.0,0.0
