learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes)
3.0,0.004838,3.7547821799914044E-12,3.0,100.0,?,3.0,3000.0
6.0,0.010422,8.331226805845898E-12,6.0,66.66666666666666,0.0,6.0,3168.0
9.0,0.012321,9.92688039938609E-12,9.0,66.66666666666666,18.18181818181818,9.0,3248.0
12.0,0.013796,1.117236912250519E-11,12.0,58.333333333333336,6.250000000000003,12.0,3264.0
15.0,0.015008,1.2198289235432944E-11,15.0,60.0,0.0,15.0,3272.0
18.0,0.016015,1.3050683256652621E-11,18.0,61.111111111111114,0.0,18.0,3272.0
21.0,0.016844,1.3752405842145284E-11,21.0,66.66666666666666,15.999999999999998,21.0,3272.0
24.0,0.017625,1.4413497928116056E-11,24.0,62.5,5.2631578947368505,24.0,3272.0
27.0,0.018376,1.5049195951885647E-11,27.0,62.96296296296296,4.255319148936152,27.0,3272.0
30.0,0.019068,1.5634952319992914E-11,30.0,66.66666666666666,7.407407407407393,30.0,3272.0
33.0,0.019831,1.6280807968642978E-11,33.0,69.6969696969697,9.836065573770494,33.0,3272.0
36.0,0.020526,1.686910374297036E-11,36.0,69.44444444444444,15.384615384615364,36.0,3272.0
39.0,0.021184,1.7426080173916288E-11,39.0,71.7948717948718,17.34104046242774,39.0,3272.0
42.0,0.021878,1.801496578587426E-11,42.0,71.42857142857143,15.151515151515166,42.0,3280.0
45.0,0.022619,1.8643732700082992E-11,45.0,68.88888888888889,16.00000000000002,45.0,3280.0
48.0,0.023695,1.955675996012158E-11,48.0,70.83333333333334,17.647058823529413,48.0,3280.0
51.0,0.024499,2.0238984790113238E-11,51.0,72.54901960784314,19.04761904761906,51.0,3280.0
54.0,0.025288,2.0908481544918487E-11,54.0,72.22222222222221,21.96531791907514,54.0,3280.0
57.0,0.026388,2.1841873725255334E-11,57.0,71.9298245614035,20.418848167539288,57.0,3280.0
60.0,0.02799,2.3201232155164085E-11,60.0,73.33333333333333,21.568627450980372,60.0,3280.0
63.0,0.028757,2.3852061066362595E-11,63.0,74.60317460317461,22.58064516129032,63.0,3280.0
66.0,0.029751,2.46955081820488E-11,66.0,74.24242424242425,21.09704641350212,66.0,3280.0
69.0,0.03043,2.527166571882036E-11,69.0,75.36231884057972,21.95608782435128,69.0,3280.0
72.0,0.031019,2.5771454804473456E-11,72.0,76.38888888888889,26.79425837320575,72.0,3280.0
75.0,0.031659,2.6314519345760348E-11,75.0,77.33333333333333,27.515633882888014,75.0,3280.0
78.0,0.032246,2.6812611354721918E-11,78.0,78.2051282051282,31.71987641606591,78.0,3280.0
81.0,0.032817,2.729712675015132E-11,81.0,77.77777777777779,30.17241379310344,81.0,3280.0
84.0,0.033439,2.7824917601214517E-11,84.0,77.38095238095238,28.750000000000004,84.0,3280.0
87.0,0.033992,2.829415930642022E-11,87.0,75.86206896551724,25.641025641025628,87.0,3280.0
90.0,0.034521,2.8743036091327668E-11,90.0,76.66666666666667,26.22950819672133,90.0,3280.0
