learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
181.0,0.266370302,8.490837678735456E-9,181.0,65.74585635359117,9.045226130653235,181.0,123216.0,10.0,0.0,0.0
362.0,0.45121415,1.4463268937294682E-8,362.0,72.09944751381215,27.882756716241268,362.0,124896.0,10.0,0.0,0.0
543.0,0.545315944,1.7503762316182258E-8,543.0,73.11233885819522,31.884730384575732,543.0,124896.0,10.0,0.0,0.0
724.0,0.601935937,1.9357801070548596E-8,724.0,71.54696132596685,31.11258914384954,724.0,126576.0,10.0,0.0,0.0
905.0,0.648572741,2.0884937288947404E-8,905.0,73.03867403314918,36.14929533480994,905.0,126576.0,10.0,0.0,0.0
1086.0,0.751999284,2.4249195168359826E-8,1086.0,71.39999999999999,37.14865880512127,1086.0,125736.0,10.0,0.0,0.0
1267.0,0.812216726,2.6215799168441445E-8,1267.0,73.5,42.14681174354227,1267.0,126240.0,10.0,0.0,0.0
1448.0,0.866475338,2.7971290235985072E-8,1448.0,70.0,37.612297863845065,1448.0,125064.0,10.0,0.0,0.0
1629.0,0.896531636,2.8947654992211613E-8,1629.0,71.1,35.56586105413359,1629.0,125568.0,10.0,0.0,0.0
1810.0,0.925933238,2.9912975009251386E-8,1810.0,69.8,33.28620659185295,1810.0,126912.0,10.0,0.0,0.0
1991.0,0.952656308,3.0786868568789216E-8,1991.0,71.89999999999999,25.919286294277054,1991.0,126408.0,10.0,0.0,0.0
2172.0,1.000326908,3.2338484111210956E-8,2172.0,68.30000000000001,17.07214984565479,2172.0,125816.0,10.0,0.0,0.0
2353.0,1.025464576,3.316105235881897E-8,2353.0,72.7,8.358509566968792,2353.0,126488.0,10.0,0.0,0.0
2534.0,1.060476182,3.430672089869157E-8,2534.0,70.7,7.140955592459684,2534.0,126488.0,10.0,0.0,0.0
2715.0,1.08323112,3.5055276052941466E-8,2715.0,73.5,1.178400954653957,2715.0,127160.0,10.0,0.0,0.0
2896.0,1.135254676,3.6752989005436084E-8,2896.0,70.5,0.7201992326849398,2896.0,126144.0,10.0,0.0,0.0
3077.0,1.158765818,3.752432820790965E-8,3077.0,73.8,0.16537491331155468,3077.0,126816.0,10.0,0.0,0.0
3258.0,1.182813804,3.831537019447941E-8,3258.0,71.2,0.0,3258.0,127152.0,10.0,0.0,0.0
3439.0,1.243470132,4.0378783786609356E-8,3439.0,73.2,0.0,3439.0,131496.0,10.0,0.0,0.0
3620.0,1.384746416,4.562565424717756E-8,3620.0,70.89999999999999,2.7913253784791445,3620.0,143560.0,10.0,0.0,0.0
