learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
7.0,0.016803906,2.194457725932201E-10,7.0,14.285714285714285,0.0,7.0,50480.0,10.0,0.0,5.1,0.8089774066341063,3604.8,113.78388872478092
14.0,0.121171762,1.6454798317866194E-9,14.0,28.57142857142857,0.0,14.0,52816.0,10.0,0.0,10.700000000000001,1.011599393699568,3838.3999999999996,70.22807289269883
21.0,0.152462091,2.0925087507793475E-9,21.0,42.857142857142854,10.0,21.0,55224.0,10.0,0.0,18.400000000000006,1.5648926125740665,3911.2,11.466666666666649
28.0,0.170169509,2.3457421023791866E-9,28.0,53.57142857142857,21.551724137931032,28.0,55280.0,10.0,0.0,22.1,1.8405916923038028,3916.8,11.817877229952204
35.0,0.185514881,2.565354686269744E-9,35.0,57.14285714285714,26.778242677824267,35.0,55320.0,10.0,0.0,29.5,2.517715013437559,3920.7999999999993,11.404482549516239
42.0,0.198001059,2.750457103122026E-9,42.0,54.761904761904766,17.04781704781706,42.0,57304.0,10.0,0.0,44.5,2.7253949764718097,3951.2,11.152279288707447
49.0,0.209676619,2.923614935314076E-9,49.0,57.14285714285714,19.922178988326838,49.0,57328.0,10.0,0.0,47.0,2.728450923957482,3953.6,11.238030669709575
56.0,0.220837329,3.089368115599371E-9,56.0,58.92857142857143,23.333333333333332,56.0,57408.0,10.0,0.0,52.300000000000004,3.0443025108845174,3961.6,8.24513324466148
63.0,0.232048451,3.2564268516852625E-9,63.0,58.730158730158735,20.175438596491237,63.0,57600.0,10.0,0.0,63.7,3.921592646985263,3980.8,5.744175794276811
70.0,0.243850385,3.432338223318673E-9,70.0,61.42857142857143,24.581005586592187,70.0,57616.0,10.0,0.0,70.9,4.298449332802082,3982.4,4.4301993935563075
77.0,0.255475695,3.610717640488098E-9,77.0,62.33766233766234,26.57020716869451,77.0,59312.0,10.0,0.0,80.3,4.860384072615387,3984.0,4.13118223595458
84.0,0.266931273,3.786492680205653E-9,84.0,65.47619047619048,32.48337028824834,84.0,59312.0,10.0,0.0,85.2,5.272149045271345,3984.0,4.13118223595458
