learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes)
11.0,0.011540228,2.2904489297005865E-11,11.0,54.54545454545454,6.779661016949152,11.0,7672.0
22.0,0.031365466,6.237575910157626E-11,22.0,59.09090909090909,19.51219512195122,22.0,7696.0
33.0,0.046510814,9.252955181731117E-11,33.0,60.60606060606061,19.20903954802261,33.0,7696.0
44.0,0.061465052,1.223028520329131E-10,44.0,63.63636363636363,23.311546840958606,44.0,7696.0
55.0,0.07274486,1.4476050650907887E-10,55.0,60.0,16.66666666666666,55.0,7696.0
66.0,0.085210676,1.695794563078218E-10,66.0,57.57575757575758,11.239193083573495,66.0,7696.0
77.0,0.099286341,1.976035522048672E-10,77.0,58.44155844155844,15.789473684210531,77.0,7696.0
88.0,0.110820012,2.205666379382213E-10,88.0,61.36363636363637,21.263157894736835,88.0,7696.0
99.0,0.117371702,2.336107952727212E-10,99.0,59.59595959595959,18.215613382899623,99.0,7696.0
110.0,0.123928336,2.4666479591694146E-10,110.0,59.09090909090909,17.362270450751264,110.0,7696.0
121.0,0.130750984,2.602484199818638E-10,121.0,58.67768595041323,16.48260629486472,121.0,7696.0
132.0,0.137150206,2.72989019519753E-10,132.0,59.09090909090909,17.039106145251402,132.0,7696.0
143.0,0.142355202,2.833519620199999E-10,143.0,59.44055944055944,18.542526026320953,143.0,7696.0
154.0,0.14748939,2.9357392857472105E-10,154.0,58.44155844155844,16.67230300980725,154.0,7696.0
165.0,0.151192668,3.0094700954854493E-10,165.0,59.3939393939394,18.74310915104742,165.0,7696.0
176.0,0.154717078,3.0796397136317364E-10,176.0,60.79545454545454,21.590909090909083,176.0,7696.0
187.0,0.15840546,3.1530739498635136E-10,187.0,60.42780748663101,20.844296991190923,187.0,7696.0
198.0,0.16144832,3.2136560967399016E-10,198.0,59.59595959595959,19.15067374438544,198.0,7696.0
209.0,0.16417649,3.2679728893770113E-10,209.0,60.28708133971292,20.474029248613228,209.0,7696.0
220.0,0.16682419,3.320687555935648E-10,220.0,61.81818181818181,23.585841878928214,220.0,7696.0
231.0,0.170195614,3.387881058123377E-10,231.0,63.20346320346321,26.330994634750322,231.0,7704.0
242.0,0.172964422,3.4430642407801417E-10,242.0,61.98347107438017,23.920174958993996,242.0,7704.0
253.0,0.17582485,3.5000734378066327E-10,253.0,61.26482213438735,22.55263322296495,253.0,7704.0
264.0,0.17853449,3.554077384289768E-10,264.0,61.36363636363637,22.846828261990723,264.0,7704.0
275.0,0.181125618,3.6057193506922986E-10,275.0,62.54545454545455,25.242154715088816,275.0,7704.0
286.0,0.183527028,3.653580179851916E-10,286.0,62.93706293706294,26.00439345862827,286.0,7704.0
297.0,0.185906864,3.701011032652524E-10,297.0,62.96296296296296,26.082628173220506,297.0,7704.0
308.0,0.18835977,3.7499489581833283E-10,308.0,62.66233766233766,25.500588928150762,308.0,7712.0
319.0,0.191479946,3.8121995869196123E-10,319.0,61.442006269592476,23.04207119741099,319.0,7712.0
330.0,0.193948468,3.8614490672532056E-10,330.0,61.81818181818181,23.79032258064516,330.0,7712.0
341.0,0.196476032,3.9118764944788485E-10,341.0,61.58357771260997,23.24966067041218,341.0,7712.0
352.0,0.199144346,3.9651120248354147E-10,352.0,61.36363636363637,22.79705844407173,352.0,7712.0
363.0,0.201455346,4.011218783880274E-10,363.0,61.43250688705234,23.0,363.0,7712.0
374.0,0.204555392,4.0730677990035885E-10,374.0,62.299465240641716,24.680778130088278,374.0,7712.0
385.0,0.206971102,4.1212636271698615E-10,385.0,63.37662337662338,26.921368280764113,385.0,7712.0
396.0,0.209869548,4.1790905208637327E-10,396.0,62.37373737373737,24.900722940637397,396.0,7712.0
407.0,0.212172684,4.225040385251245E-10,407.0,62.8992628992629,25.950960901259112,407.0,7712.0
418.0,0.214439006,4.2702557735559026E-10,418.0,62.67942583732058,25.604107244723345,418.0,7712.0
429.0,0.216676418,4.3148943784750183E-10,429.0,62.7039627039627,25.66118656182988,429.0,7712.0
440.0,0.2190436,4.362122024554347E-10,440.0,62.5,25.231719876416065,440.0,7712.0
451.0,0.221494568,4.411021285048791E-10,451.0,62.74944567627494,25.77586206896551,451.0,7712.0
462.0,0.223728562,4.4555916974527985E-10,462.0,62.98701298701299,26.288977215473334,462.0,7712.0
473.0,0.226786246,4.5165955483499515E-10,473.0,62.7906976744186,25.904300769011684,473.0,7712.0
484.0,0.228934446,4.559454284732542E-10,484.0,63.22314049586777,26.796274896336076,484.0,7712.0
495.0,0.23117502,4.604155974710983E-10,495.0,63.43434343434343,27.16268179859682,495.0,7712.0
506.0,0.233468396,4.6499111173467524E-10,506.0,63.43873517786561,27.17328727691422,506.0,7712.0
517.0,0.235779014,4.696010255109934E-10,517.0,63.05609284332688,26.40761359655987,517.0,7712.0
528.0,0.23808218,4.741960718027422E-10,528.0,62.878787878787875,26.012354152367884,528.0,7712.0
539.0,0.240453994,4.789280777134831E-10,539.0,63.26530612244898,26.801465040672724,539.0,7712.0
550.0,0.242758216,4.835252308307425E-10,550.0,63.090909090909086,26.494792421030443,550.0,7712.0
561.0,0.245807204,4.896082665315935E-10,561.0,63.27985739750446,26.912471540602084,561.0,7712.0
572.0,0.248200378,4.943828877765274E-10,572.0,63.286713286713294,26.952968219797874,572.0,7712.0
583.0,0.25044691,4.988649435796674E-10,583.0,63.293310463121784,26.913253350829518,583.0,7712.0
594.0,0.252541634,5.030441272548505E-10,594.0,62.96296296296296,26.176164866452762,594.0,7712.0
605.0,0.254575854,5.071025994047525E-10,605.0,62.97520661157024,26.166452372131538,605.0,7712.0
616.0,0.256583216,5.111074871611267E-10,616.0,63.149350649350644,26.48005215672253,616.0,7712.0
627.0,0.25875914,5.154486729494403E-10,627.0,63.31738437001595,26.880837212132285,627.0,7712.0
638.0,0.261429006,5.207753223801656E-10,638.0,63.793103448275865,27.825933652631278,638.0,7712.0
649.0,0.263467784,5.248428881954819E-10,649.0,63.790446841294305,27.88036410923278,649.0,7712.0
660.0,0.265567586,5.290322029880354E-10,660.0,63.63636363636363,27.549489553221846,660.0,7712.0
671.0,0.267532704,5.329528097435835E-10,671.0,63.33830104321908,26.970994744014025,671.0,7712.0
682.0,0.269090912,5.360615903925568E-10,682.0,63.19648093841642,26.693046241338852,682.0,7712.0
693.0,0.270662994,5.391980510577563E-10,693.0,63.05916305916306,26.488600860218618,693.0,7712.0
704.0,0.27221757,5.422995855038368E-10,704.0,62.78409090909091,25.95066803699896,704.0,7712.0
715.0,0.274532652,5.469184054061774E-10,715.0,62.51748251748251,25.411826985955837,715.0,7712.0
726.0,0.27607866,5.500028458361827E-10,726.0,62.25895316804407,24.905435299624752,726.0,7712.0
737.0,0.27761438,5.530667606782585E-10,737.0,62.550881953867034,25.46226062484886,737.0,7712.0
748.0,0.27929882,5.564273867797523E-10,748.0,62.56684491978609,25.517084412074308,748.0,7712.0
759.0,0.280983584,5.597886592936188E-10,759.0,62.582345191040844,25.50182481751826,759.0,7712.0
770.0,0.282630332,5.630740860891015E-10,770.0,62.5974025974026,25.56690788502075,770.0,7712.0
781.0,0.284181132,5.661680870379015E-10,781.0,62.483994878361074,25.30658075550898,781.0,7712.0
792.0,0.285729108,5.692564538245404E-10,792.0,62.5,25.35130812292928,792.0,7712.0
803.0,0.288002466,5.737920301780108E-10,803.0,62.515566625155664,25.35123399024667,803.0,7712.0
814.0,0.28953753,5.76854636234542E-10,814.0,62.285012285012286,24.958710444605934,814.0,7712.0
825.0,0.291119152,5.800101301529344E-10,825.0,62.303030303030305,25.0273942581635,825.0,7712.0
836.0,0.292798134,5.8335986699909E-10,836.0,62.32057416267942,25.05378914654553,836.0,7712.0
847.0,0.294342556,5.864411432006296E-10,847.0,62.21959858323495,24.88679255740739,847.0,7712.0
858.0,0.295855764,5.8946014435341E-10,858.0,62.23776223776224,24.905183312262963,858.0,7712.0
869.0,0.297368696,5.924785948586136E-10,869.0,62.2554660529344,24.980918341027408,869.0,7712.0
880.0,0.299727574,5.97184792156849E-10,880.0,62.272727272727266,24.988703117939437,880.0,7712.0
891.0,0.30126133,6.00244788622691E-10,891.0,62.40179573512907,25.286665815617752,891.0,7712.0
902.0,0.302807738,6.033300270926626E-10,902.0,62.3059866962306,25.039841221732285,902.0,7712.0
913.0,0.304495804,6.066978874264496E-10,913.0,62.21248630887185,24.882130873483575,913.0,7712.0
924.0,0.306105808,6.099100062706409E-10,924.0,62.22943722943724,24.907786885245912,924.0,7712.0
935.0,0.307631748,6.12954409035544E-10,935.0,62.24598930481283,24.927612709229397,935.0,7712.0
946.0,0.309154888,6.159932255206841E-10,946.0,62.26215644820295,24.9229715850736,946.0,7712.0
957.0,0.311341928,6.203565888396572E-10,957.0,62.17345872518286,24.754346182917615,957.0,7712.0
