"time","bagging","boosting","bagging_adwin","boosting_adwin","pame1","pame2","pame3","pame1adwin","pame2adwin","pame3adwin"
16,9.09090909090909,45.4545454545455,9.09090909090909,45.4545454545455,9.09090909090909,33.3333333333333,-20,9.09090909090909,33.3333333333333,-20
32,0,20,0,20,14.2857142857143,27.2727272727273,5.26315789473684,14.2857142857143,27.2727272727273,5.26315789473684
48,1.26582278481012,27.0516717325228,1.26582278481012,27.0516717325228,12.4620060790273,22.8070175438596,4.95049504950496,12.4620060790273,22.8070175438596,4.95049504950496
64,1.53846153846154,22.6765799256506,1.53846153846154,22.6765799256506,10.7806691449814,19.4244604316547,4.38247011952191,10.7806691449814,19.4244604316547,4.38247011952191
80,0.473933649289173,35.4187689202826,0.473933649289173,35.4187689202826,7.51445086705201,14.2212189616253,2.79465370595383,7.51445086705201,14.2212189616253,2.79465370595383
96,0,41.5384615384615,0,41.5384615384615,9.09090909090912,14.2857142857143,1.9607843137255,9.09090909090912,14.2857142857143,1.9607843137255
112,8.49673202614383,49.5278969957082,8.49673202614383,49.5278969957082,19.1752577319588,23.0925737538148,1.25142207053469,19.1752577319588,23.0925737538148,1.25142207053469
128,15.2317880794702,48.486799742434,15.2317880794702,48.486799742434,26.040061633282,29.3221629855293,9.93377483443709,26.040061633282,29.3221629855293,9.93377483443709
144,22.8003784295175,51.3513513513513,22.8003784295175,51.3513513513513,25.8855585831062,28.7769784172662,13.7180700094607,25.8855585831062,28.7769784172662,13.7180700094607
160,31.0344827586207,55.4848966613672,31.0344827586207,55.4848966613672,30.9021113243762,33.3967649857279,21.875,30.9021113243762,33.3967649857279,21.875
176,32.0388349514563,56.9230769230769,32.0388349514563,56.9230769230769,32.0754716981132,34.5794392523364,23.0769230769231,32.0754716981132,34.5794392523364,23.0769230769231
192,34.0148043708142,57.8111709668273,34.0148043708142,57.8111709668273,31.7377731529657,36.0874018436326,26.1538461538461,31.7377731529657,36.0874018436326,26.1538461538461
208,36.033603360336,59.98075998076,36.033603360336,59.98075998076,33.9048182086905,37.896883192543,29.8122065727699,33.9048182086905,37.896883192543,29.8122065727699
224,39.6303901437371,62.7752388865808,39.6303901437371,62.7752388865808,37.620253164557,41.2587412587413,33.8194619059592,37.620253164557,41.2587412587413,33.8194619059592
240,40.278699402787,63.0334329980973,40.278699402787,63.0334329980973,38.4010484927916,41.747572815534,34.8746336698144,38.4010484927916,41.747572815534,34.8746336698144
256,43.0836152730788,64.4500872877321,43.0836152730788,64.4500872877321,41.3012324448266,44.3951270186042,36.4096684818955,41.3012324448266,44.3951270186042,36.4096684818955
272,46.1318051575931,65.3772717629588,46.1318051575931,65.3772717629588,44.4481493831277,47.2868217054263,38.4460648730198,44.4481493831277,47.2868217054263,38.4460648730198
288,50.1730103806229,66.3220088626292,50.1730103806229,66.3220088626292,48.586118251928,51.1035653650255,43.176926388291,48.586118251928,51.1035653650255,43.176926388291
304,50.7146638433033,65.3623832814584,50.7146638433033,65.3623832814584,49.1872050340849,51.6363636363636,43.940990516333,49.1872050340849,51.6363636363636,43.940990516333
320,51.7159763313609,67.2817955112219,51.7159763313609,67.2817955112219,50.2639296187683,52.5581395348837,46.5102639296188,50.2639296187683,52.5581395348837,46.5102639296188
336,50.2085620197585,66.7800974891934,50.2085620197585,66.7800974891934,48.8250652741514,51.0890662065991,45.1697127937337,48.8250652741514,51.0890662065991,45.1697127937337
352,51.0625620655412,66.1595050994817,51.0625620655412,66.1595050994817,49.7439936983064,51.884397578598,46.2780622292241,49.7439936983064,51.884397578598,46.2780622292241
