learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
10.0,0.314916184,1.458491377853685E-8,10.0,60.0,9.090909090909074,10.0,179024.0,10.0,0.0,0.0
20.0,0.445974806,2.0738799500564738E-8,20.0,75.0,13.79310344827584,20.0,181504.0,10.0,0.0,0.0
30.0,0.474993958,2.210140001042022E-8,30.0,76.66666666666667,8.695652173913016,30.0,181504.0,10.0,0.0,0.0
40.0,0.500947962,2.3331355894721223E-8,40.0,70.0,-3.700743415417189E-14,40.0,183184.0,10.0,0.0,0.0
50.0,0.52555303,2.449738592886263E-8,50.0,70.0,-0.5361930294906694,50.0,183184.0,10.0,0.0,0.0
60.0,0.549640992,2.5638910396637193E-8,60.0,70.0,-0.7462686567164226,60.0,183184.0,10.0,0.0,0.0
70.0,0.57659474,2.691624398094913E-8,70.0,67.14285714285714,-1.7699115044247653,70.0,183184.0,10.0,0.0,0.0
80.0,0.604655382,2.825822872344819E-8,80.0,66.25,-1.8867924528301816,80.0,184864.0,10.0,0.0,0.0
90.0,0.625713242,2.926530927526455E-8,90.0,68.88888888888889,-1.1235955056179767,90.0,184864.0,10.0,0.0,0.0
100.0,0.646228988,3.0246463523730646E-8,100.0,70.0,-0.8064516129032114,100.0,184864.0,10.0,0.0,0.0
110.0,0.666035906,3.119371846365433E-8,110.0,70.9090909090909,-0.5714285714285927,110.0,184864.0,10.0,0.0,0.0
120.0,0.686439129,3.2169491361644544E-8,120.0,71.66666666666667,-0.39370078740151815,120.0,184864.0,10.0,0.0,0.0
130.0,0.706502881,3.3129029246105096E-8,130.0,72.3076923076923,-0.2570694087403515,130.0,184864.0,10.0,0.0,0.0
140.0,0.726166319,3.4069422334084916E-8,140.0,72.14285714285714,-0.2939015429831042,140.0,184864.0,10.0,0.0,0.0
150.0,0.745055475,3.497278581203687E-8,150.0,71.33333333333334,-0.43600124571786186,150.0,184864.0,10.0,0.0,0.0
160.0,0.765289003,3.5949236979468007E-8,160.0,71.875,-0.33444816053509,160.0,186544.0,10.0,0.0,0.0
170.0,0.784640577,3.688312587041822E-8,170.0,71.76470588235294,-0.3443187407771581,170.0,186544.0,10.0,0.0,0.0
180.0,0.818628981,3.852337450945543E-8,180.0,71.11111111111111,-0.42918454935621736,180.0,186544.0,10.0,0.0,0.0
190.0,0.843681531,3.973238717865613E-8,190.0,71.05263157894737,-0.4228329809725412,190.0,186544.0,10.0,0.0,0.0
200.0,0.873865587,4.118904153567222E-8,200.0,69.0,-0.6493506493506498,200.0,186544.0,10.0,0.0,0.0
210.0,0.902061951,4.2549771732853525E-8,210.0,70.0,-0.5166388086916778,210.0,186544.0,10.0,0.0,0.0
220.0,0.925183515,4.3665596820828E-8,220.0,70.9090909090909,-0.3993154592127737,220.0,186544.0,10.0,0.0,0.0
230.0,0.948663217,4.479870531425709E-8,230.0,71.30434782608695,-0.3437334743522509,230.0,186544.0,10.0,0.0,0.0
240.0,0.967900229,4.572706555006406E-8,240.0,72.08333333333333,-0.2493765586034904,240.0,186544.0,10.0,0.0,0.0
