learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
5393.0,0.782623418,3.41372588396238E-8,5393.0,57.3,14.03676890989763,5393.0,168608.0,10.0,42.0,35987.6,22575.09166128801,9866.4,130.37818495097676
10786.0,1.337926131,5.9461151640288944E-8,10786.0,57.49999999999999,15.00611955939172,10786.0,176280.0,10.0,56.0,84088.1,37781.70022038888,10448.8,240.28856725935916
16179.0,1.74177231,7.755543698845225E-8,16179.0,59.199999999999996,18.245647783014316,16179.0,173192.0,10.0,79.0,91013.0,31639.606569052725,10056.0,781.4361707067884
21572.0,2.111979942,9.315570601789075E-8,21572.0,64.9,10.439078160403344,21572.0,162888.0,10.0,116.0,91374.59999999999,43482.705694256576,9328.0,404.2300774998757
26965.0,2.489002336,1.1033842154120406E-7,26965.0,61.199999999999996,9.94712875239637,26965.0,176168.0,10.0,157.0,198341.3,107580.31380343503,10538.4,247.98293848121426
32358.0,2.862934574,1.2687340440524122E-7,32358.0,61.4,13.94877053748579,32358.0,170928.0,10.0,211.0,199461.7,74533.25254423916,10064.8,419.64463272842863
37751.0,3.23590431,1.4235849631396434E-7,37751.0,75.1,2.852773182683599,37751.0,160488.0,10.0,243.0,283188.4,129439.55155740543,9054.4,613.6286825108486
43144.0,3.59540148,1.583385020278891E-7,43144.0,66.5,16.794166153357047,43144.0,171824.0,10.0,295.0,211262.5,106923.95463435684,10087.2,327.6712715851395
48537.0,3.974984202,1.7543836496637516E-7,48537.0,63.5,20.251350264809215,48537.0,174136.0,10.0,341.0,617519.0,275329.32560134033,10335.199999999999,413.3771159607169
53930.0,4.366603106,1.920413903639507E-7,53930.0,69.3,18.720281275482645,53930.0,163880.0,10.0,377.0,347890.50000000006,216965.1439864759,9477.599999999999,688.8109432605986
59323.0,4.737298004,2.080281431317371E-7,59323.0,62.3,14.679629931381585,59323.0,166704.0,10.0,435.0,767960.7,381111.077917713,9793.6,559.195358429314
64716.0,5.12521305,2.2470214429558982E-7,64716.0,56.99999999999999,6.909078313279095,64716.0,166152.0,10.0,480.0,343053.89999999997,153228.09980914436,9688.0,603.9043338513513
70109.0,5.506616872,2.410323315449722E-7,70109.0,72.7,2.1196649839376347,70109.0,165504.0,10.0,529.0,501225.2,268388.0695490849,9656.800000000001,536.2446539490059
75502.0,5.887082596,2.575223563533691E-7,75502.0,57.99999999999999,12.353923205342221,75502.0,167536.0,10.0,588.0,289312.1,96854.56003438581,9876.8,439.1413035054256
80895.0,6.271341476,2.740670364427898E-7,80895.0,57.49999999999999,14.858324251554569,80895.0,166432.0,10.0,631.0,421110.5,158909.7541044567,9732.8,321.98318796690813
86288.0,6.652196464,2.8970373810104204E-7,86288.0,75.1,9.875345658814833,86288.0,158704.0,10.0,676.0,872743.7,362255.9225647602,8909.599999999999,861.9556472219309
91681.0,7.017009058,3.051687765423747E-7,91681.0,56.8,11.757496527494066,91681.0,163864.0,10.0,737.0,657208.7,251690.77656525938,9476.0,816.0098038626741
97074.0,7.407352452,3.227210838762506E-7,97074.0,55.7,11.037031086834286,97074.0,173816.0,10.0,773.0,505096.9,196228.64585140636,10353.6,205.80309899405194
102467.0,7.801290916,3.391199737475565E-7,102467.0,55.800000000000004,11.60000000000001,102467.0,160912.0,10.0,819.0,316688.8,119806.48907354262,9365.6,843.54726140402
107860.0,8.15926261,3.540972048848123E-7,107860.0,65.3,9.257322175732215,107860.0,161728.0,10.0,872.0,445273.3,167090.4825858034,9380.0,171.00487322490744
113253.0,8.530676612,3.704047626159134E-7,113253.0,67.2,16.79519441513113,113253.0,169720.0,10.0,929.0,483949.3,237788.80154251022,10095.199999999999,228.4399653689734
118646.0,8.910146534,3.871029406886093E-7,118646.0,66.2,11.017506910622627,118646.0,170096.0,10.0,981.0,840654.7,379950.8810446146,10149.600000000002,123.95296599024064
124039.0,9.269569564,4.0197798828231794E-7,124039.0,69.5,2.975008907212271,124039.0,159976.0,10.0,1043.0,611716.3,265653.19835831283,9070.4,233.5086579408424
129432.0,9.64444082,4.1878414113327035E-7,129432.0,61.6,11.72454379520094,129432.0,173296.0,10.0,1098.0,660507.7000000001,285356.5364099231,10301.6,259.7613947880289
134825.0,10.014272884,4.344336435690605E-7,134825.0,59.3,14.011662300346476,134825.0,163568.0,10.0,1158.0,501236.4,109152.5438526998,9564.0,243.43979406278945
140218.0,10.383330904,4.4966848991538914E-7,140218.0,72.7,3.96116231618942,140218.0,159568.0,10.0,1220.0,774362.2999999999,275262.1187757851,9029.6,525.8150752244874
145611.0,10.75223276,4.6544812332112755E-7,145611.0,57.49999999999999,6.157813852431487,145611.0,165344.0,10.0,1286.0,618950.5,242439.25089877896,9758.400000000001,528.216521261247
151004.0,11.129879982,4.821794246051171E-7,151004.0,58.8,16.9719760266657,151004.0,171256.0,10.0,1330.0,1008222.1,393479.0647491356,10131.2,442.10438184261915
156397.0,11.513782562,4.982169516159967E-7,156397.0,60.3,9.4516923638354,156397.0,161480.0,10.0,1385.0,775156.0,218943.07241442162,9220.8,598.9528046701361
161790.0,11.882005142,5.142982700473443E-7,161790.0,59.8,11.93480546792849,161790.0,168816.0,10.0,1433.0,416243.8,200546.97616340275,9954.4,425.91775940641145
167183.0,12.26839618,5.309427492677297E-7,167183.0,60.699999999999996,18.882100396301187,167183.0,166512.0,10.0,1486.0,604947.1,284537.3481465209,9808.0,473.20373812743463
172576.0,12.653887248,5.475572366440007E-7,172576.0,62.7,24.36838476823877,172576.0,166600.0,10.0,1539.0,2238473.3,926771.0288085432,9682.4,1059.2307816943805
177969.0,13.023512276,5.632469369152726E-7,177969.0,63.5,2.7993779160186536,177969.0,164080.0,10.0,1596.0,571327.0999999999,230576.79815311712,9514.4,299.89521132852013
