learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
3.0,0.012591408,1.8473402351140976E-10,3.0,33.33333333333333,0.0,3.0,56712.0,10.0,0.0,0.0
6.0,0.105246876,1.6806560199707748E-9,6.0,50.0,0.0,6.0,62408.0,10.0,0.0,0.0
9.0,0.135893237,2.2016996575622926E-9,9.0,55.55555555555556,-19.999999999999964,9.0,65720.0,10.0,0.0,0.0
12.0,0.151431869,2.4771079777905514E-9,12.0,58.333333333333336,-15.384615384615358,12.0,68512.0,10.0,0.0,0.0
15.0,0.163578723,2.6949139938979517E-9,15.0,66.66666666666666,-11.940298507462687,15.0,69312.0,10.0,0.0,0.0
18.0,0.175537484,2.9163020299623415E-9,18.0,66.66666666666666,-10.204081632653029,18.0,71560.0,10.0,0.0,0.0
21.0,0.187962372,3.1482478959775637E-9,21.0,66.66666666666666,-8.888888888888898,21.0,72160.0,10.0,0.0,0.0
24.0,0.197722048,3.3313893392185372E-9,24.0,70.83333333333334,10.638297872340424,24.0,72536.0,10.0,0.0,0.0
27.0,0.207470848,3.5150530352691813E-9,27.0,74.07407407407408,24.09638554216869,27.0,72824.0,10.0,0.0,0.0
30.0,0.217343888,3.7022629305223625E-9,30.0,66.66666666666666,11.764705882352954,30.0,73296.0,10.0,0.0,0.0
33.0,0.227479816,3.895275754034519E-9,33.0,66.66666666666666,10.810810810810793,33.0,73608.0,10.0,0.0,0.0
36.0,0.236723188,4.075385980481903E-9,36.0,69.44444444444444,19.51219512195122,36.0,75320.0,10.0,0.0,0.0
39.0,0.246683226,4.269852339757814E-9,39.0,71.7948717948718,34.70319634703196,39.0,75472.0,10.0,0.0,0.0
42.0,0.255919454,4.450186554607418E-9,42.0,73.80952380952381,39.370078740157496,42.0,75472.0,10.0,0.0,0.0
45.0,0.26510264,4.629751220461395E-9,45.0,71.11111111111111,33.14285714285715,45.0,75584.0,10.0,0.0,0.0
48.0,0.274070754,4.805147567879823E-9,48.0,72.91666666666666,34.72803347280335,48.0,75600.0,10.0,0.0,0.0
51.0,0.28345342,4.988651629653243E-9,51.0,72.54901960784314,33.146067415730315,51.0,75600.0,10.0,0.0,0.0
