learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
10000.0,0.770740802,6.8925548871399625E-9,10000.0,85.6,71.18905183969908,10000.0,34568.0,10.0,0.0,0.0
20000.0,1.208525886,1.099783352068315E-8,20000.0,86.6,73.24793969207181,20000.0,36248.0,10.0,0.0,0.0
30000.0,1.622554984,1.5060287330432072E-8,30000.0,86.5,72.99654355757536,30000.0,37928.0,10.0,0.0,0.0
40000.0,2.023349608,1.899288447169794E-8,40000.0,85.3,70.56397029964675,40000.0,37928.0,10.0,0.0,0.0
50000.0,2.420696439,2.3064345633257182E-8,50000.0,84.6,69.17003327234072,50000.0,39608.0,10.0,0.0,0.0
60000.0,2.810464427,2.7058149286270558E-8,60000.0,84.8,69.60729424938015,60000.0,39608.0,10.0,0.0,0.0
70000.0,3.200915721,3.1058954514792816E-8,70000.0,84.7,69.37917784093183,70000.0,39608.0,10.0,0.0,0.0
80000.0,3.590823605,3.505419162866764E-8,80000.0,85.5,71.00881332075049,80000.0,39608.0,10.0,0.0,0.0
90000.0,3.983645468,3.9250014310781333E-8,90000.0,85.7,71.41714971017389,90000.0,41288.0,10.0,0.0,0.0
100000.0,4.376346822,4.344454980793099E-8,100000.0,87.6,75.17616912235746,100000.0,41288.0,10.0,0.0,0.0
110000.0,4.764265724,4.758800281078038E-8,110000.0,85.6,71.25232077618733,110000.0,41288.0,10.0,0.0,0.0
120000.0,5.155084144,5.1762426247145573E-8,120000.0,87.6,75.21903178359021,120000.0,41288.0,10.0,0.0,0.0
130000.0,5.544208374,5.59187536417693E-8,130000.0,85.6,71.19550649901385,130000.0,41288.0,10.0,0.0,0.0
140000.0,5.937265682,6.01170911672877E-8,140000.0,87.1,74.17624214277136,140000.0,41288.0,10.0,0.0,0.0
150000.0,6.32395827,6.424744562196236E-8,150000.0,88.2,76.35763287811758,150000.0,41288.0,10.0,0.0,0.0
160000.0,6.712500088,6.839755213707273E-8,160000.0,83.6,67.13268774450073,160000.0,41288.0,10.0,0.0,0.0
170000.0,7.089161444,7.258446414858518E-8,170000.0,86.5,73.00993234489708,170000.0,42968.0,10.0,0.0,0.0
180000.0,7.466581128,7.677980562216293E-8,180000.0,85.39999999999999,70.7733452909053,180000.0,42968.0,10.0,0.0,0.0
190000.0,7.843796392,8.097287479320748E-8,190000.0,86.0,71.96939057450736,190000.0,42968.0,10.0,0.0,0.0
200000.0,8.22179865,8.517469207334022E-8,200000.0,86.6,73.20353713309842,200000.0,42968.0,10.0,0.0,0.0
210000.0,8.617449868,8.95726925866016E-8,210000.0,86.7,73.40425531914893,210000.0,42968.0,10.0,0.0,0.0
220000.0,9.008268388,9.391697354254209E-8,220000.0,86.3,72.61314569006878,220000.0,42968.0,10.0,0.0,0.0
230000.0,9.39403193,9.820506410950587E-8,230000.0,86.5,73.00194386004208,230000.0,42968.0,10.0,0.0,0.0
240000.0,9.78279237,1.0252646775208413E-7,240000.0,87.3,74.61421603901815,240000.0,42968.0,10.0,0.0,0.0
250000.0,10.162272416,1.0674471190539912E-7,250000.0,85.7,71.38397502601457,250000.0,42968.0,10.0,0.0,0.0
260000.0,10.558005162,1.1114361867186923E-7,260000.0,83.7,67.34252284019875,260000.0,42968.0,10.0,0.0,0.0
270000.0,10.938848458,1.1537701651087236E-7,270000.0,85.2,70.35173262070651,270000.0,42968.0,10.0,0.0,0.0
280000.0,11.318025474,1.1959189222745596E-7,280000.0,88.8,77.59722205553489,280000.0,42968.0,10.0,0.0,0.0
290000.0,11.697726602,1.2381259389563565E-7,290000.0,84.89999999999999,69.8318575584183,290000.0,42968.0,10.0,0.0,0.0
300000.0,12.079686552,1.280584042956059E-7,300000.0,83.8,67.63042739824564,300000.0,42968.0,10.0,0.0,0.0
310000.0,12.461324122,1.3230063116710218E-7,310000.0,84.39999999999999,68.82531384515774,310000.0,42968.0,10.0,0.0,0.0
320000.0,12.842495054,1.3653767095949915E-7,320000.0,85.1,70.16085103655996,320000.0,42968.0,10.0,0.0,0.0
330000.0,13.22331575,1.4093632880540357E-7,330000.0,85.2,70.42697060281023,330000.0,44648.0,10.0,0.0,0.0
340000.0,13.603895812,1.4533220721562288E-7,340000.0,86.2,72.42084983752282,340000.0,44648.0,10.0,0.0,0.0
350000.0,13.984896134,1.4973293982616727E-7,350000.0,85.3,70.55335651672249,350000.0,44648.0,10.0,0.0,0.0
360000.0,14.36655372,1.5414126414451746E-7,360000.0,85.39999999999999,70.76643987297416,360000.0,44648.0,10.0,0.0,0.0
370000.0,14.74705493,1.5853623177711332E-7,370000.0,85.9,71.81893767388314,370000.0,44648.0,10.0,0.0,0.0
380000.0,15.129479162,1.6295341121672754E-7,380000.0,85.9,71.79255323405378,380000.0,44648.0,10.0,0.0,0.0
390000.0,15.516467626,1.6742330967898996E-7,390000.0,86.4,72.83422887162175,390000.0,44648.0,10.0,0.0,0.0
400000.0,15.897734136,1.7182711688591787E-7,400000.0,84.1,68.17071705969491,400000.0,44648.0,10.0,0.0,0.0
410000.0,16.279131186,1.7623243189113834E-7,410000.0,83.89999999999999,67.74012567324954,410000.0,44648.0,10.0,0.0,0.0
420000.0,16.660595228,1.8063852068541362E-7,420000.0,86.3,72.59276448982531,420000.0,44648.0,10.0,0.0,0.0
430000.0,17.042291472,1.8504729152181494E-7,430000.0,83.8,67.54859697761253,430000.0,44648.0,10.0,0.0,0.0
440000.0,17.424240868,1.8945898638267896E-7,440000.0,87.4,74.82094897045658,440000.0,44648.0,10.0,0.0,0.0
450000.0,17.806356752,1.9387260425811423E-7,450000.0,87.5,75.01159462009628,450000.0,44648.0,10.0,0.0,0.0
460000.0,18.20022858,1.984220088065291E-7,460000.0,87.5,74.9661542405332,460000.0,44648.0,10.0,0.0,0.0
470000.0,18.5958504,2.029916265842194E-7,470000.0,89.2,78.39507407688954,470000.0,44648.0,10.0,0.0,0.0
480000.0,18.987955964,2.0752062995411866E-7,480000.0,85.2,70.4132548618219,480000.0,44648.0,10.0,0.0,0.0
490000.0,19.384849466,2.1210493625600301E-7,490000.0,86.1,72.2042249578064,490000.0,44648.0,10.0,0.0,0.0
500000.0,19.780259058,2.1665491751961408E-7,500000.0,86.1,72.2171142576173,500000.0,44480.0,10.0,0.0,0.0
510000.0,20.220685473,2.2069746006023758E-7,510000.0,86.2,72.37292546695761,510000.0,35480.0,10.0,0.0,0.0
520000.0,20.582776354,2.2417835505266568E-7,520000.0,87.0,74.0476485173222,520000.0,37160.0,10.0,0.0,0.0
530000.0,20.947734855,2.2775026428665344E-7,530000.0,83.3,66.57994796878125,530000.0,37832.0,10.0,0.0,0.0
540000.0,21.314497095,2.3133982701267425E-7,540000.0,86.5,73.0603448275862,540000.0,37832.0,10.0,0.0,0.0
550000.0,21.682057481,2.3509694939199626E-7,550000.0,84.39999999999999,68.85779992334227,550000.0,39512.0,10.0,0.0,0.0
560000.0,22.051321947,2.3887149050670985E-7,560000.0,86.7,73.25020112630732,560000.0,39512.0,10.0,0.0,0.0
570000.0,22.420596743,2.426461372124383E-7,570000.0,84.89999999999999,69.82534670876464,570000.0,39512.0,10.0,0.0,0.0
580000.0,22.791011729,2.464324386925354E-7,580000.0,85.3,70.60916993897902,580000.0,39512.0,10.0,0.0,0.0
590000.0,23.161941745,2.5038521726285626E-7,590000.0,84.5,68.96499251155302,590000.0,41192.0,10.0,0.0,0.0
600000.0,23.533358447,2.5434318215379904E-7,600000.0,87.4,74.8080614203455,600000.0,41192.0,10.0,0.0,0.0
610000.0,23.903393239,2.582864208592123E-7,610000.0,84.89999999999999,69.88240174881523,610000.0,41192.0,10.0,0.0,0.0
620000.0,24.271383245,2.6220786950738276E-7,620000.0,85.5,70.98328637295081,620000.0,41192.0,10.0,0.0,0.0
630000.0,24.639634859,2.661321059550076E-7,630000.0,85.9,71.75390236866565,630000.0,41192.0,10.0,0.0,0.0
640000.0,25.008187939,2.7005955494487245E-7,640000.0,87.9,75.79244724353998,640000.0,41192.0,10.0,0.0,0.0
650000.0,25.377252941,2.739924591802661E-7,650000.0,85.8,71.62213473490678,650000.0,41192.0,10.0,0.0,0.0
660000.0,25.746832061,2.779308420626426E-7,660000.0,85.3,70.54297119222814,660000.0,41192.0,10.0,0.0,0.0
670000.0,26.116451231,2.8203029458311495E-7,670000.0,87.1,74.17975692943267,670000.0,42872.0,10.0,0.0,0.0
680000.0,26.486430117,2.861337367198803E-7,680000.0,85.1,70.14841646364918,680000.0,42872.0,10.0,0.0,0.0
690000.0,26.861822559,2.902972206986013E-7,690000.0,85.3,70.73648503380234,690000.0,42872.0,10.0,0.0,0.0
700000.0,27.233432201,2.9441874957798466E-7,700000.0,86.0,71.98879551820728,700000.0,42872.0,10.0,0.0,0.0
710000.0,27.603722147,2.9852564168651695E-7,710000.0,85.8,71.62859837284017,710000.0,42872.0,10.0,0.0,0.0
720000.0,27.974402915,3.02540205865699E-7,720000.0,86.7,73.35416917097407,720000.0,41864.0,10.0,0.0,0.0
730000.0,28.344988731,3.066503794734491E-7,730000.0,85.7,71.37939316307741,730000.0,42872.0,10.0,0.0,0.0
740000.0,28.715286125,3.1075735418787646E-7,740000.0,86.2,72.41191805140178,740000.0,42872.0,10.0,0.0,0.0
750000.0,29.085723399,3.148658803137703E-7,750000.0,82.89999999999999,65.79726378110247,750000.0,42872.0,10.0,0.0,0.0
760000.0,29.444661185,3.1805349126724946E-7,760000.0,89.4,78.79660745719316,760000.0,34328.0,10.0,0.0,0.0
770000.0,29.803878192,3.213997037828714E-7,770000.0,88.5,76.99944798675168,770000.0,36008.0,10.0,0.0,0.0
780000.0,30.164829868,3.2491895105986133E-7,780000.0,88.0,76.01151447305293,780000.0,37688.0,10.0,0.0,0.0
790000.0,30.5278855,3.284587117238674E-7,790000.0,88.0,75.98463016330452,790000.0,37688.0,10.0,0.0,0.0
800000.0,30.89187868,3.3216581109614013E-7,800000.0,88.2,76.4,800000.0,39368.0,10.0,0.0,0.0
810000.0,31.256638378,3.3588071709379145E-7,810000.0,85.5,71.00046399257612,810000.0,39368.0,10.0,0.0,0.0
820000.0,31.622318544,3.3960499762517714E-7,820000.0,88.1,76.19923837562801,820000.0,39368.0,10.0,0.0,0.0
830000.0,31.988497318,3.4333435624457485E-7,830000.0,87.1,74.20061918513956,830000.0,39368.0,10.0,0.0,0.0
840000.0,32.357421784,3.472520193648173E-7,840000.0,88.5,77.00496692714374,840000.0,41048.0,10.0,0.0,0.0
850000.0,32.728941906,3.5119724613757185E-7,850000.0,88.1,76.19485808934729,850000.0,41048.0,10.0,0.0,0.0
860000.0,33.09640509,3.5509939168951167E-7,860000.0,87.9,75.80193584513239,860000.0,41048.0,10.0,0.0,0.0
870000.0,33.47849944,3.5915690774334807E-7,870000.0,88.7,77.39728767452094,870000.0,41048.0,10.0,0.0,0.0
880000.0,33.851576216,3.631186648536888E-7,880000.0,88.5,77.00404728767737,880000.0,41048.0,10.0,0.0,0.0
890000.0,34.220546906,3.6703681883338013E-7,890000.0,88.5,77.00551867551788,890000.0,41048.0,10.0,0.0,0.0
900000.0,34.589921812,3.709592652421776E-7,900000.0,87.4,74.80070558024376,900000.0,41048.0,10.0,0.0,0.0
910000.0,34.959411258,3.7488292796806745E-7,910000.0,88.5,76.99963199411191,910000.0,41048.0,10.0,0.0,0.0
920000.0,35.334334336,3.790272392496053E-7,920000.0,85.6,71.19827189631378,920000.0,42728.0,10.0,0.0,0.0
930000.0,35.709623748,3.831755999007821E-7,930000.0,90.3,80.60000000000001,930000.0,42728.0,10.0,0.0,0.0
940000.0,36.08680557,3.8734487880578883E-7,940000.0,88.2,76.4,940000.0,42728.0,10.0,0.0,0.0
950000.0,36.464171,3.9151618727032505E-7,950000.0,87.7,75.40098396064158,950000.0,42728.0,10.0,0.0,0.0
960000.0,36.841129824,3.956830012080321E-7,960000.0,87.9,75.80774152271273,960000.0,42728.0,10.0,0.0,0.0
970000.0,37.218526256,3.998546523613648E-7,970000.0,89.4,78.80203500463956,970000.0,42728.0,10.0,0.0,0.0
980000.0,37.597346288,4.0404203965335256E-7,980000.0,89.1,78.2008719651214,980000.0,42728.0,10.0,0.0,0.0
990000.0,37.97436662,4.0820953348598545E-7,990000.0,87.5,75.00099996000161,990000.0,42728.0,10.0,0.0,0.0
1000000.0,38.351939206,4.1238313180408956E-7,1000000.0,88.4,76.79303791137342,1000000.0,42728.0,10.0,0.0,0.0
