learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
190.0,0.065382936,2.271294140070677E-9,190.0,80.0,50.716723549488066,190.0,134280.0,10.0,0.0,198.1,8.541987798841413,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
380.0,0.105154061,3.6701619007003803E-9,380.0,79.21052631578948,52.06310679611651,380.0,135960.0,10.0,0.0,386.7,14.489881527005894,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
570.0,0.160586878,5.686208074448837E-9,570.0,77.89473684210526,47.92482380579482,570.0,140584.0,10.0,2.0,1031.6,271.19612419387147,6000.000000000001,544.0,1.2000000000000002,0.19999999999999998,1.1,0.09999999999999999,1.1,0.09999999999999999,0.10000000000000002,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,0.0
760.0,0.19307075,6.918646570667625E-9,760.0,76.97368421052632,46.200893146074684,760.0,146656.0,10.0,4.0,1464.7,414.71902268617697,6504.000000000001,699.3025096480063,1.4,0.26666666666666666,1.2000000000000002,0.13333333333333333,1.2000000000000002,0.13333333333333333,0.20000000000000004,0.13333333333333333,0.0,0.0,0.0,0.0,1.0,0.0
950.0,0.252209471,9.982041875291617E-9,950.0,76.63157894736841,45.53708849383838,950.0,200232.0,10.0,6.0,2650.0,880.2649222440556,11871.2,2767.0679098601427,3.4,1.024152766382481,2.2,0.5120763831912405,2.2,0.5120763831912405,1.0,0.3651483716701107,0.0,0.0,0.0,0.0,1.0,0.0
1140.0,0.282958432,1.1723056451576867E-8,1140.0,76.3,45.672605239269764,1140.0,218864.0,10.0,6.0,2969.2000000000003,927.1078422228512,13642.4,3569.309186819084,4.199999999999999,1.4047538337136984,2.5999999999999996,0.7023769168568492,2.5999999999999996,0.7023769168568492,1.3,0.5174724898753341,0.0,0.0,0.0,0.0,1.0,0.0
1330.0,0.319103184,1.3882313905091337E-8,1330.0,75.3,43.87282081114,1330.0,230920.0,10.0,7.0,3805.0,1271.2842762777768,14756.0,4229.840616907975,5.4,1.9731531449264985,3.2,0.9865765724632493,3.2,0.9865765724632493,1.5,0.6009252125773317,0.0,0.0,0.0,0.0,1.0,0.0
1520.0,0.357906423,1.6654846770570926E-8,1520.0,75.7,45.20263748951408,1520.0,276192.0,10.0,7.0,4082.1,1379.8379409674649,19281.600000000002,6716.007893582814,6.3999999999999995,2.7006172134038793,3.6999999999999997,1.3503086067019396,3.6999999999999997,1.3503086067019396,1.6,0.669991708074726,0.0,0.0,0.0,0.0,1.0,0.0
1710.0,0.385523173,1.871062600249011E-8,1710.0,76.5,47.715035820762694,1710.0,287744.0,10.0,7.0,4271.200000000001,1429.9926713098916,20399.2,7630.524753762205,6.6,2.8720878971384014,3.8,1.4360439485692007,3.8,1.4360439485692007,1.6,0.669991708074726,0.0,0.0,0.0,0.0,1.0,0.0
1900.0,0.408898027,2.0434579208880253E-8,1900.0,76.9,48.607736871612786,1900.0,285088.0,10.0,7.0,4457.5,1471.6579029561635,20084.0,7294.895749769149,6.8,3.04703863520705,3.9,1.523519317603525,3.9,1.523519317603525,1.6,0.669991708074726,0.0,0.0,0.0,0.0,1.0,0.0
2090.0,0.432474754,2.2212603054402608E-8,2090.0,77.7,50.75914819950715,2090.0,291512.0,10.0,7.0,4620.4,1501.6746518470634,20657.6,7785.749882102986,6.8,3.04703863520705,3.9,1.523519317603525,3.9,1.523519317603525,1.6,0.669991708074726,0.0,0.0,0.0,0.0,1.0,0.0
2280.0,0.456130073,2.4029404135689973E-8,2280.0,78.5,52.91984548950223,2280.0,296880.0,10.0,7.0,4779.700000000001,1531.3713973646843,21176.0,8238.569455109706,6.8,3.04703863520705,3.9,1.523519317603525,3.9,1.523519317603525,1.6,0.669991708074726,0.0,0.0,0.0,0.0,1.0,0.0
2470.0,0.480826751,2.581501534365946E-8,2470.0,76.8,49.31842013282069,2470.0,279480.0,10.0,9.0,4390.5,1626.7290237364878,19544.0,8385.693213245202,6.2,3.1012542265634684,3.6,1.5506271132817342,3.6,1.5506271132817342,1.4,0.6863753427324667,0.0,0.0,0.0,0.0,1.0,0.0
2660.0,0.524843997,2.890297591566626E-8,2660.0,76.8,49.242354629666096,2660.0,271176.0,10.0,10.0,4892.4,1616.0313267040613,18749.600000000002,7853.145265433462,6.0,2.9097537123726926,3.5,1.4548768561863463,3.5,1.4548768561863463,1.5,0.6368324391514266,0.0,0.0,0.0,0.0,1.0,0.0
2850.0,0.584255776,3.4225746237058194E-8,2850.0,76.1,47.39853860375033,2850.0,346312.0,10.0,12.0,8458.5,3517.2568422627946,26277.600000000002,9751.03165732848,9.4,4.074855143982966,5.2,2.037427571991483,5.2,2.037427571991483,2.2,0.7859884081701063,0.0,0.0,0.0,0.0,1.0,0.0
