learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes)
10.0,0.006994993,1.9949137241476108E-11,10.0,50.0,0.0,10.0,11024.0
20.0,0.016042068,4.57506413757801E-11,20.0,70.0,7.692307692307697,20.0,11024.0
30.0,0.018992657,5.416547537263896E-11,30.0,73.33333333333333,3.999999999999947,30.0,11024.0
40.0,0.021297585,6.07389379913608E-11,40.0,65.0,-7.692307692307663,40.0,11024.0
50.0,0.024723027,7.050801318138836E-11,50.0,66.0,-0.9501187648455667,50.0,11024.0
60.0,0.027105265,7.730195747895371E-11,60.0,70.0,12.903225806451626,60.0,11024.0
70.0,0.029324012,8.36296390659279E-11,70.0,68.57142857142857,18.518518518518537,70.0,11024.0
80.0,0.03139493,8.953572466141646E-11,80.0,66.25,16.92307692307692,80.0,11024.0
90.0,0.033224787,9.47543243691325E-11,90.0,62.22222222222222,10.105757931844888,90.0,11024.0
100.0,0.035698854,1.01810157323877E-10,100.0,60.0,8.759124087591239,100.0,11024.0
110.0,0.037567024,1.0713802251550884E-10,110.0,60.909090909090914,9.904761904761914,110.0,11024.0
120.0,0.039417538,1.124155342661672E-10,120.0,60.83333333333333,9.731113956466055,120.0,11024.0
130.0,0.041286826,1.177465879006518E-10,130.0,57.692307692307686,7.215157020503489,130.0,11024.0
140.0,0.043344944,1.236161689625846E-10,140.0,57.85714285714286,9.62800875273525,140.0,11024.0
150.0,0.044882304,1.2800059159596761E-10,150.0,58.666666666666664,13.132822716233894,150.0,11024.0
160.0,0.046931566,1.338449160837465E-10,160.0,58.12500000000001,13.240530916154105,160.0,11024.0
170.0,0.048332268,1.3783960148692132E-10,170.0,57.647058823529406,13.899831176139546,170.0,11024.0
180.0,0.049678102,1.4167780792547599E-10,180.0,57.22222222222222,14.864864864864852,180.0,11024.0
190.0,0.05139873,1.465848956257105E-10,190.0,55.78947368421052,13.98081276274657,190.0,11024.0
200.0,0.052864052,1.507638718850083E-10,200.0,56.99999999999999,16.66666666666666,200.0,11024.0
210.0,0.054665499,1.559014486397306E-10,210.0,57.14285714285714,16.937681286806708,210.0,11024.0
220.0,0.056004831,1.597211119160056E-10,220.0,57.72727272727273,17.73882277259569,220.0,11024.0
230.0,0.057303862,1.6342584009799692E-10,230.0,57.826086956521735,18.176483532604713,230.0,11024.0
240.0,0.058919242,1.680327692710691E-10,240.0,56.666666666666664,16.82772409196935,240.0,11024.0
250.0,0.060227836,1.7176477033230995E-10,250.0,57.199999999999996,17.412781722753923,250.0,11024.0
260.0,0.061976608,1.7675212237570022E-10,260.0,57.30769230769231,18.262150220913092,260.0,11024.0
270.0,0.062975571,1.796010816221436E-10,270.0,56.2962962962963,16.966379984362792,270.0,11024.0
280.0,0.063879697,1.8217957364602223E-10,280.0,56.07142857142857,16.97203471552555,280.0,11024.0
290.0,0.065440857,1.866318718964855E-10,290.0,55.51724137931034,16.222510861289013,290.0,11024.0
300.0,0.066317085,1.8913080114871266E-10,300.0,55.333333333333336,16.232548447593256,300.0,11024.0
310.0,0.067192414,1.9162716652784085E-10,310.0,56.12903225806451,17.546741766408505,310.0,11024.0
320.0,0.067988184,1.9389663626750312E-10,320.0,56.56250000000001,18.265343623667786,320.0,11024.0
330.0,0.068864026,1.9639446467989022E-10,330.0,56.96969696969697,18.67124856815579,330.0,11024.0
340.0,0.070440786,2.008912528306246E-10,340.0,56.470588235294116,18.109621143080336,340.0,11024.0
350.0,0.071165339,2.0295761761979925E-10,350.0,57.42857142857143,19.702522095279146,350.0,11024.0
360.0,0.071814119,2.0480788412607378E-10,360.0,56.94444444444444,19.39211834045996,360.0,11024.0
370.0,0.072457404,2.066424793501695E-10,370.0,57.027027027027025,19.395500506946533,370.0,11024.0
380.0,0.073145539,2.0860498303754461E-10,380.0,57.10526315789474,19.281693077564633,380.0,11024.0
390.0,0.074052244,2.1119083015455138E-10,390.0,57.179487179487175,19.741219963031426,390.0,11024.0
400.0,0.075464806,2.1521933928959898E-10,400.0,56.75,19.105957168240906,400.0,11024.0
410.0,0.076144351,2.1715734501265815E-10,410.0,56.58536585365853,18.911111111111104,410.0,11024.0
420.0,0.076834499,2.1912558960831827E-10,420.0,56.42857142857143,18.93431211239083,420.0,11024.0
