"time","bagging","boosting","bagging_adwin","boosting_adwin","pame1","pame2","pame3","pame1adwin","pame2adwin","pame3adwin"
181,7.4433598972857e-10,8.27586478735838e-10,1.2551180860752e-09,1.26078077431768e-09,8.31595883808202e-10,8.30695232467519e-10,8.29534961572952e-10,1.37236921158102e-09,1.38336694522036e-09,1.3897950379716e-09
362,1.54270906761289e-09,1.7629585742909e-09,2.67644522270188e-09,3.00329663481563e-09,1.55474480422835e-09,1.55655830057959e-09,1.55665156135129e-09,2.71040075134072e-09,2.71401568541096e-09,2.741824775214e-09
543,1.91771710261703e-09,2.2190003554316e-09,3.36142731526246e-09,3.71532641643658e-09,2.10967662397358e-09,2.11165031026221e-09,2.11954763977064e-09,3.67092056498759e-09,3.68479545088692e-09,3.77450375032094e-09
724,2.16453908532858e-09,2.50037938519071e-09,4.03392608474112e-09,4.24320801547418e-09,2.37896280566437e-09,2.3871997256784e-09,2.40512105993513e-09,4.42889078206486e-09,4.44690837612997e-09,4.51125054180208e-09
905,2.34691430546343e-09,2.7148725671942e-09,4.40547597973297e-09,4.60096495450785e-09,2.60507455478526e-09,2.61774241759959e-09,2.61927659569929e-09,4.82147550603168e-09,4.91169482174226e-09,4.89855877637449e-09
1086,2.51657553367317e-09,2.92327817952881e-09,4.9281986908863e-09,5.10558128536989e-09,2.79705550182611e-09,2.81014663860616e-09,2.79791073894749e-09,5.31106278130164e-09,5.41543027409456e-09,5.39250805471299e-09
1267,2.64679192833602e-09,3.08818748321384e-09,5.18247546315607e-09,5.63804987248033e-09,2.95099258290811e-09,2.96522549204942e-09,2.95260659594089e-09,5.56509159752478e-09,5.67115760546799e-09,5.64750660512803e-09
1448,2.7560810123384e-09,3.23819741848856e-09,5.40085566198246e-09,5.8600718163078e-09,3.08663013394094e-09,3.10337562717083e-09,3.08887784975684e-09,5.81313385097103e-09,5.91821448326318e-09,5.89613411386601e-09
1629,2.86695648282766e-09,3.37765862915665e-09,5.61351551145729e-09,6.0876633744066e-09,3.22165750541207e-09,3.24095528416749e-09,3.22432971136024e-09,6.05086890795165e-09,6.15572670465749e-09,6.143040189058e-09
1810,2.97585179105401e-09,3.52118647673478e-09,5.8285649959536e-09,6.31339837075522e-09,3.35150951213721e-09,3.37259611186468e-09,3.35355111972739e-09,6.30295661238333e-09,6.40641473606436e-09,6.38904671528894e-09
1991,3.08289352990687e-09,3.66392564030571e-09,6.03997966699716e-09,6.53071903826048e-09,3.48527275849134e-09,3.5085728933538e-09,3.48711942738543e-09,6.55038206636078e-09,6.65322641913469e-09,6.63684828085825e-09
2172,3.183488426283e-09,3.80597629358785e-09,6.25339177086535e-09,6.76053063503156e-09,3.61923014343199e-09,3.64488359257165e-09,3.62114674190266e-09,6.80115832278298e-09,6.9039412725572e-09,6.88855116436672e-09
2353,3.28943097956479e-09,3.94738823540095e-09,6.46900442366385e-09,6.98165614544104e-09,3.75390546669149e-09,3.78136575527075e-09,3.75436466557698e-09,7.05408972344465e-09,7.1585268820636e-09,7.1426615415617e-09
2534,3.39726553872228e-09,4.08833414539281e-09,6.67811564958758e-09,7.21206178872536e-09,3.88337154856573e-09,3.91264621361676e-09,3.88845270841072e-09,7.30767196214034e-09,7.41328727556393e-09,7.39744497625571e-09
2715,3.50375432834029e-09,4.22315232021527e-09,6.89395604243709e-09,7.43955954663455e-09,4.01609817295853e-09,4.0478922230295e-09,4.01589616129382e-09,7.54986582275066e-09,7.65841000768253e-09,7.6522593011645e-09
2896,3.61024700604379e-09,4.36364839260363e-09,7.11259455488374e-09,7.67177643834303e-09,4.14897198550817e-09,4.18296894525902e-09,4.1479287066352e-09,7.80186564878457e-09,7.91137612804978e-09,7.90614520045825e-09
3077,3.71765271730721e-09,4.50421263432751e-09,7.33038218281749e-09,7.90187764907877e-09,4.27710231645654e-09,4.31270151162727e-09,4.2791622785603e-09,8.05333669141763e-09,8.16299433958406e-09,8.151568027861e-09
3258,3.81973338603973e-09,4.6437700821749e-09,7.54598191787799e-09,8.13164329119027e-09,4.40954808638742e-09,4.44584809753216e-09,4.40492649347832e-09,8.30526819466717e-09,8.41250850336626e-09,8.40530097818416e-09
3439,3.9276213786006e-09,4.78462244335562e-09,7.76506650420527e-09,8.34697761056324e-09,4.54159282539868e-09,4.57969901989318e-09,4.53631874313371e-09,8.56154404249456e-09,8.66921268677753e-09,8.66130396699119e-09
3620,4.06222429543734e-09,4.96825702339411e-09,7.97417090129107e-09,8.58302942998707e-09,4.72957023217032e-09,4.76908831601755e-09,4.72117505048298e-09,8.79428684992923e-09,8.90258831117923e-09,8.90156829299405e-09
3801,4.2182075086981e-09,5.18069097939465e-09,8.18126231670793e-09,8.80585530715684e-09,4.90093486788786e-09,4.94302242361423e-09,4.89645242203441e-09,9.0321170668304e-09,9.14207450996878e-09,9.1412784630412e-09
3982,4.31882635250688e-09,5.31503374511169e-09,8.38365279807813e-09,9.03193688570211e-09,5.0254296929679e-09,5.07009361751791e-09,5.01604604791436e-09,9.27289065740175e-09,9.38449730675461e-09,9.38333645324119e-09
4163,4.41387691833079e-09,5.44897647204498e-09,8.59317178839611e-09,9.2591314089174e-09,5.1497365723095e-09,5.19689815090348e-09,5.14065346441335e-09,9.50831779753996e-09,9.6226029161219e-09,9.6129757738755e-09
4344,4.51404598206282e-09,5.58199340819485e-09,8.80365589579774e-09,9.48024451504151e-09,5.27514985916929e-09,5.32419753605707e-09,5.26535490978923e-09,9.75011744683815e-09,9.86973389066135e-09,9.85656073779489e-09
