learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes)
23.0,0.019465884,5.027780771255493E-11,23.0,73.91304347826086,-7.812500000000029,23.0,9984.0
46.0,0.052006736,1.3432653109232585E-10,46.0,67.3913043478261,21.41230068337131,46.0,9984.0
69.0,0.080226502,2.072144599755605E-10,69.0,65.21739130434783,21.142857142857157,69.0,9984.0
92.0,0.101957108,2.633417455355326E-10,92.0,64.13043478260869,24.17582417582417,92.0,9984.0
115.0,0.125897272,3.2517602761586504E-10,115.0,65.21739130434783,28.81460848034664,115.0,9984.0
138.0,0.145201098,3.750352609157562E-10,138.0,65.21739130434783,31.014372005832126,138.0,9984.0
161.0,0.162413316,4.1949214696884155E-10,161.0,65.21739130434783,31.270010672358595,161.0,9984.0
184.0,0.174212426,4.4996768991152445E-10,184.0,65.76086956521739,33.225806451612904,184.0,9984.0
207.0,0.182205276,4.70612165927887E-10,207.0,64.25120772946859,30.72539797395078,207.0,9984.0
230.0,0.189766218,4.901410806179047E-10,230.0,64.34782608695652,31.031960798654268,230.0,9984.0
253.0,0.196838268,5.084072518348695E-10,253.0,65.21739130434783,32.68428372739916,253.0,9984.0
276.0,0.202513232,5.230649344126384E-10,276.0,64.85507246376811,32.33926405175899,276.0,9984.0
299.0,0.20822901,5.378280341625214E-10,299.0,64.21404682274247,31.048082932821835,299.0,9984.0
322.0,0.213709248,5.51982765197754E-10,322.0,63.975155279503106,30.862917854366405,322.0,9984.0
345.0,0.218603362,5.646236153443655E-10,345.0,64.05797101449275,31.1532395635521,345.0,9984.0
368.0,0.22257586,5.7488405307134E-10,368.0,64.40217391304348,31.584922797456862,368.0,9984.0
391.0,0.226498062,5.850145828723907E-10,391.0,63.68286445012787,29.85572428430654,391.0,9984.0
414.0,0.229993112,5.940418354670206E-10,414.0,63.76811594202898,29.89704687076672,414.0,9984.0
437.0,0.233560318,6.032554574807484E-10,437.0,64.07322654462243,30.397776267334876,437.0,9984.0
460.0,0.237676498,6.138870068391164E-10,460.0,64.13043478260869,30.379746835443033,460.0,9984.0
483.0,0.241257674,6.231367115179697E-10,483.0,65.42443064182196,32.777458309373216,483.0,9984.0
506.0,0.244307256,6.310133790969847E-10,506.0,65.21739130434783,32.45145631067962,506.0,9984.0
529.0,0.247381802,6.389545253912607E-10,529.0,65.40642722117202,32.883379438008284,529.0,9984.0
552.0,0.250296834,6.464836680889129E-10,552.0,64.85507246376811,31.77022274325909,552.0,9984.0
575.0,0.253923366,6.558505213260649E-10,575.0,64.69565217391305,31.579317580994026,575.0,9984.0
598.0,0.256859308,6.63433671792348E-10,598.0,65.21739130434783,32.613877692541074,598.0,9984.0
621.0,0.259770652,6.709532888730365E-10,621.0,65.05636070853463,32.427228281308764,621.0,9984.0
644.0,0.262797888,6.787722396850584E-10,644.0,64.90683229813664,32.019281070174124,644.0,9984.0
667.0,0.265675916,6.862058059374489E-10,667.0,65.06746626686657,32.360301702188785,667.0,9984.0
690.0,0.268934076,6.946212029457091E-10,690.0,65.21739130434783,32.67964290941021,690.0,9984.0
713.0,0.271584898,7.014679261048633E-10,713.0,64.51612903225806,31.41806734669824,713.0,9984.0
736.0,0.274216528,7.082650788625079E-10,736.0,64.40217391304348,31.153066179200824,736.0,9984.0
759.0,0.276685598,7.146423606077828E-10,759.0,63.899868247694336,29.979192339548703,759.0,9984.0
782.0,0.279164358,7.210446703433989E-10,782.0,63.9386189258312,30.113074563293875,782.0,9984.0
805.0,0.282132352,7.287106068929035E-10,805.0,63.85093167701863,29.906793734384586,805.0,9984.0
828.0,0.284464494,7.347342216968535E-10,828.0,64.3719806763285,30.859374999999993,828.0,9984.0
851.0,0.286780074,7.407150590419768E-10,851.0,63.689776733255,29.59014001162079,851.0,9984.0
874.0,0.289102762,7.467142554124195E-10,874.0,64.07322654462243,30.292762472758323,874.0,9984.0
897.0,0.291396092,7.526376239458718E-10,897.0,63.76811594202898,29.71626127396733,897.0,9984.0
920.0,0.294405282,7.604099643230437E-10,920.0,64.45652173913044,30.983537357534825,920.0,9984.0
943.0,0.29668727,7.663040379683175E-10,943.0,64.36903499469777,30.840052560582176,943.0,9984.0
966.0,0.298967102,7.721925429503121E-10,966.0,64.80331262939958,31.665543155319202,966.0,9984.0
989.0,0.301288782,7.78189135789871E-10,989.0,64.81294236602629,31.626709471325388,989.0,9984.0
1012.0,0.303575164,7.840945585568744E-10,1012.0,64.3,30.655374694067838,1012.0,9984.0
1035.0,0.3065666,7.918210426966348E-10,1035.0,64.5,31.101674520428833,1035.0,9984.0
1058.0,0.308832394,7.97673289378484E-10,1058.0,64.1,30.356172887405908,1058.0,9984.0
1081.0,0.31118307,8.037447750568388E-10,1081.0,64.4,30.874860196346464,1081.0,9984.0
1104.0,0.313441998,8.095792877674101E-10,1104.0,63.9,29.97144542040411,1104.0,9984.0
1127.0,0.31575073,8.155424376328784E-10,1127.0,64.5,31.05403809701376,1127.0,9984.0
1150.0,0.318772746,8.233479058742521E-10,1150.0,64.4,30.884522792575915,1150.0,9984.0
1173.0,0.3210594,8.292540311813352E-10,1173.0,64.2,30.425995024875625,1173.0,9984.0
1196.0,0.323428486,8.353730674584704E-10,1196.0,64.4,30.73525692161021,1196.0,9984.0
1219.0,0.32567404,8.411730368932086E-10,1219.0,64.2,30.402189803726394,1219.0,9984.0
1242.0,0.327991162,8.471578570206958E-10,1242.0,64.4,30.674559900295996,1242.0,9984.0
1265.0,0.330960918,8.548283445835112E-10,1265.0,64.3,30.30338526414431,1265.0,9984.0
1288.0,0.333264022,8.607769580682117E-10,1288.0,64.3,30.185077989330246,1288.0,9984.0
1311.0,0.335598421,8.668064024051029E-10,1311.0,64.1,29.817564767244548,1311.0,9984.0
1334.0,0.337474691,8.716525600353875E-10,1334.0,64.2,29.93032177248884,1334.0,9984.0
1357.0,0.339315553,8.764072634776431E-10,1357.0,63.800000000000004,29.242978049686286,1357.0,9984.0
1380.0,0.341778741,8.827693527936934E-10,1380.0,64.0,29.782129551970975,1380.0,9984.0
1403.0,0.343664149,8.876391126712161E-10,1403.0,64.5,30.69600730913095,1403.0,9984.0
1426.0,0.345483365,8.923379073540367E-10,1426.0,64.3,30.585261520513317,1426.0,9984.0
