learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
1.0,0.352954654,1.9421191236000092E-8,1.0,100.0,?,1.0,212696.0,10.0,0.0,0.0
2.0,0.56298102,3.275605175653679E-8,2.0,50.0,0.0,2.0,245424.0,10.0,0.0,0.0
3.0,0.600166058,3.521902734661681E-8,3.0,33.33333333333333,0.0,3.0,256032.0,10.0,0.0,0.0
4.0,0.634801982,3.7544916123619505E-8,4.0,50.0,0.0,4.0,259576.0,10.0,0.0,0.0
5.0,0.698325188,4.201995505487753E-8,5.0,60.0,28.57142857142856,5.0,272312.0,10.0,0.0,0.0
6.0,0.728362016,4.418141093274785E-8,6.0,66.66666666666666,40.0,6.0,278160.0,10.0,0.0,0.0
7.0,0.758234008,4.633780573759642E-8,7.0,71.42857142857143,46.15384615384616,7.0,279040.0,10.0,0.0,0.0
8.0,0.787954118,4.851608226555917E-8,8.0,62.5,25.0,8.0,283312.0,10.0,0.0,0.0
9.0,0.81770123,5.0700708951883845E-8,9.0,66.66666666666666,30.769230769230766,9.0,283880.0,10.0,0.0,0.0
10.0,0.847595288,5.292322593052768E-8,10.0,60.0,16.66666666666666,10.0,287384.0,10.0,0.0,0.0
11.0,0.878150016,5.519979380257841E-8,11.0,54.54545454545454,6.779661016949152,11.0,288008.0,10.0,0.0,0.0
12.0,0.907838548,5.741581708195722E-8,12.0,58.333333333333336,16.666666666666675,12.0,288528.0,10.0,0.0,0.0
13.0,0.937636618,5.964593688513255E-8,13.0,61.53846153846154,23.52941176470589,13.0,289296.0,10.0,0.0,0.0
14.0,0.967314976,6.186808007268028E-8,14.0,57.14285714285714,16.000000000000004,14.0,289424.0,10.0,0.0,0.0
15.0,0.997231134,6.411137173518125E-8,15.0,60.0,21.05263157894737,15.0,289856.0,10.0,0.0,0.0
16.0,1.027184058,6.637304199849152E-8,16.0,56.25,15.151515151515152,16.0,291872.0,10.0,0.0,0.0
17.0,1.057841716,6.869020913439905E-8,17.0,58.82352941176471,20.13422818791947,17.0,292160.0,10.0,0.0,0.0
18.0,1.087852972,7.096417205724037E-8,18.0,55.55555555555556,12.195121951219521,18.0,292888.0,10.0,0.0,0.0
19.0,1.117679114,7.322540512571318E-8,19.0,57.89473684210527,16.4835164835165,19.0,293056.0,10.0,0.0,0.0
20.0,1.147636724,7.549784529124283E-8,20.0,60.0,19.999999999999996,20.0,293216.0,10.0,0.0,0.0
21.0,1.177530886,7.776751427799463E-8,21.0,57.14285714285714,13.698630136986296,21.0,293480.0,10.0,0.0,0.0
22.0,1.20723706,8.002297204054893E-8,22.0,59.09090909090909,16.80672268907564,22.0,293488.0,10.0,0.0,0.0
23.0,1.23775405,8.234068619781485E-8,23.0,56.52173913043478,12.21374045801525,23.0,293576.0,10.0,0.0,0.0
24.0,1.267748706,8.461904035025588E-8,24.0,58.333333333333336,14.89361702127661,24.0,293616.0,10.0,0.0,0.0
25.0,1.297515674,8.688139334886025E-8,25.0,60.0,19.354838709677413,25.0,293784.0,10.0,0.0,0.0
26.0,1.327368202,8.915061978756141E-8,26.0,61.53846153846154,21.686746987951807,26.0,293832.0,10.0,0.0,0.0
27.0,1.35723041,9.142107647106466E-8,27.0,62.96296296296296,23.72881355932204,27.0,293896.0,10.0,0.0,0.0
28.0,1.387232814,9.370393101953384E-8,28.0,64.28571428571429,27.46113989637306,28.0,294120.0,10.0,0.0,0.0
29.0,1.417520238,9.600847247027275E-8,29.0,65.51724137931035,29.268292682926827,29.0,294120.0,10.0,0.0,0.0
