learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
10000.0,4.358972136,3.1476044242647292E-6,10000.0,82.0,63.98617068954478,10000.0,2791248.0,10.0,53.0,123478.90000000001,72698.93561523288,269573.6,108079.50366231949,102.6,44.50298367026142,51.8,22.25149183513071,51.8,22.25149183513071,6.4,1.3597385369580761,0.0,0.0,0.0,0.0,1.0,0.0
20000.0,9.307262836,8.82249667172013E-6,20000.0,83.0,66.02283265645485,20000.0,4433072.0,10.0,152.0,436955.0,228551.833878104,432968.80000000005,157069.47426783261,187.8,73.85282662159925,94.4,36.926413310799624,94.4,36.926413310799624,7.1000000000000005,1.622412469818394,0.0,0.0,0.0,0.0,1.0,0.0
30000.0,14.960135172,2.401574323232202E-5,30000.0,81.6,63.204856958881415,30000.0,1.038924E7,10.0,205.0,1102828.9,393847.8411892776,1025331.2,333179.85707758507,456.2,148.81314159411832,228.6,74.40657079705916,228.6,74.40657079705916,8.899999999999999,2.115813476341113,0.0,0.0,0.0,0.0,1.0,0.0
40000.0,20.390205889,4.707131212788033E-5,40000.0,81.10000000000001,62.136995961279574,40000.0,1.6412424E7,10.0,234.0,1683912.1,774056.4121564246,1624733.6000000003,578552.5849586899,676.8,259.06643506594554,338.9,129.53321753297277,338.9,129.53321753297277,10.0,2.1499353995462798,0.0,0.0,0.0,0.0,1.0,0.0
50000.0,25.612087914,7.37566279769043E-5,50000.0,84.6,69.14977583505947,50000.0,1.9753664E7,10.0,250.0,2090343.6999999997,1136350.5562956554,1957117.5999999999,780372.9869044701,813.4,356.3759313484069,407.2,178.18796567420344,407.2,178.18796567420344,10.3,2.108448613449129,0.0,0.0,0.0,0.0,1.0,0.0
60000.0,30.911210403,1.0440234127404713E-4,60000.0,84.39999999999999,68.79400844962232,60000.0,2.2354664E7,10.0,261.0,2473699.6,1494932.2330778758,2215597.6,952963.2324391487,934.4000000000002,453.31265148901366,467.7000000000001,226.65632574450683,467.7000000000001,226.65632574450683,10.5,2.1042285469448836,0.0,0.0,0.0,0.0,1.0,0.0
70000.0,37.24815399,1.460012311674833E-4,70000.0,86.0,71.93938908041369,70000.0,2.5374896E7,10.0,278.0,3089410.2,2087943.1363697078,2515988.8,1174417.3279298102,1078.8,573.0995220921251,539.9,286.54976104606254,539.9,286.54976104606254,10.6,2.1561282171728307,0.0,0.0,0.0,0.0,1.0,0.0
80000.0,43.960186622,1.9487692502438277E-4,80000.0,88.4,76.76430998012948,80000.0,2.8147592E7,10.0,289.0,3593283.8000000003,2577413.256486191,2791638.4,1391581.4011293545,1204.0,677.8144780592007,602.5,338.90723902960036,602.5,338.90723902960036,10.900000000000002,2.1676920650518814,0.0,0.0,0.0,0.0,1.0,0.0
90000.0,51.19717471,2.528175446928966E-4,90000.0,85.7,71.40068638352679,90000.0,3.0947648E7,10.0,304.0,4378696.9,3347196.2905750913,3069779.2,1613522.859839445,1360.8,815.6410675726861,680.9,407.82053378634305,680.9,407.82053378634305,11.200000000000001,2.174600857373345,0.0,0.0,0.0,0.0,1.0,0.0
100000.0,59.10602864,3.217130564795211E-4,100000.0,83.5,66.9862662867753,100000.0,3.367284E7,10.0,321.0,5357326.600000001,4311514.8386703385,3340304.0000000005,1830848.3789775225,1527.0,962.7087710090615,764.0,481.35438550453074,764.0,481.35438550453074,11.3,2.1398338460938713,0.0,0.0,0.0,0.0,1.0,0.0
