learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
13.0,0.0336135,1.1092409025877713E-9,13.0,53.84615384615385,-5.405405405405408,13.0,127560.0,10.0,0.0,13.5,1.5,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26.0,0.059793796,1.9845654968172312E-9,26.0,42.30769230769231,-19.63190184049079,26.0,129240.0,10.0,0.0,24.8,1.6179548132682127,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
39.0,0.075828286,2.5276392040774226E-9,39.0,48.717948717948715,-10.16949152542372,39.0,130920.0,10.0,0.0,36.9,1.448754254140049,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
52.0,0.088786813,2.9665328201837837E-9,52.0,55.769230769230774,10.746268656716406,52.0,130920.0,10.0,0.0,52.1,3.250470051478025,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65.0,0.101115387,3.3840904966307182E-9,65.0,56.92307692307692,13.580246913580252,65.0,130920.0,10.0,0.0,66.4,3.1098410105841596,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
78.0,0.113617167,3.812947992638995E-9,78.0,55.12820512820513,10.019775873434424,78.0,132600.0,10.0,0.0,85.60000000000001,4.047495796442809,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
91.0,0.125418038,4.21776170618832E-9,91.0,53.84615384615385,6.825938566552897,91.0,132600.0,10.0,0.0,102.0,4.58499969707984,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
104.0,0.132766359,4.469836414263893E-9,104.0,56.730769230769226,13.075780089153048,104.0,132600.0,10.0,0.0,112.60000000000001,5.035871324805669,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
117.0,0.139720749,4.708397825652112E-9,117.0,58.119658119658126,15.901422913304962,117.0,132600.0,10.0,0.0,125.1,4.8245897925799515,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
130.0,0.146439552,4.938877727774282E-9,130.0,56.15384615384615,12.057915974365068,130.0,132600.0,10.0,0.0,139.7,4.894554797595656,5456.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
