learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
48.0,0.676841017,6.26252992016967E-8,48.0,0.0,0.0,48.0,357656.0,10.0,0.0,26.799999999999997,2.259793500890439,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96.0,0.877623504,8.12901356062914E-8,96.0,0.0,0.0,96.0,359336.0,10.0,0.0,55.3,4.9329954839270265,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
144.0,0.947493792,8.778531112955262E-8,144.0,0.0,0.0,144.0,359336.0,10.0,0.0,83.0,6.788879796320516,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
192.0,1.014024486,9.39989517749846E-8,192.0,0.0,0.0,192.0,361016.0,10.0,0.0,108.0,9.560334722173696,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
240.0,1.076148259,9.980100760443965E-8,240.0,0.0,0.0,240.0,361016.0,10.0,0.0,135.60000000000002,11.463177763798504,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
288.0,1.137731457,1.0555257637912409E-7,288.0,0.0,0.0,288.0,361016.0,10.0,0.0,158.5,13.87583831301334,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
336.0,1.199051309,1.113062005909636E-7,336.0,0.0,0.0,336.0,362696.0,10.0,0.0,186.4,16.200960191022975,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
384.0,1.26038469,1.1706109422501179E-7,384.0,0.0,0.0,384.0,362696.0,10.0,0.0,211.3,17.874904817151393,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
432.0,1.321933888,1.2283623790657358E-7,432.0,0.0,0.0,432.0,362696.0,10.0,0.0,241.3,20.608008152172296,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
480.0,1.382550434,1.285238711171639E-7,480.0,0.0,0.0,480.0,362696.0,10.0,0.0,268.49999999999994,22.07474675833098,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
528.0,1.442691072,1.3416685001594328E-7,528.0,0.0,0.0,528.0,362696.0,10.0,0.0,294.80000000000007,24.997244292565977,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
576.0,1.500853214,1.396241871997259E-7,576.0,0.0,0.0,576.0,362696.0,10.0,0.0,319.69999999999993,27.040730594995225,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
624.0,1.559510944,1.4512802526410258E-7,624.0,0.0,0.0,624.0,362696.0,10.0,0.0,347.1,29.401984060036945,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
672.0,1.61916291,1.5075107797912015E-7,672.0,0.0,0.0,672.0,364376.0,10.0,0.0,375.40000000000003,32.05419022703757,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
720.0,1.676097901,1.5611801686126948E-7,720.0,0.0,0.0,720.0,364376.0,10.0,0.0,402.3,35.242666691888616,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
768.0,1.732307491,1.614165763028732E-7,768.0,0.0,0.0,768.0,364376.0,10.0,0.0,427.1,37.80077894553085,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
816.0,1.788660815,1.667286847339426E-7,816.0,0.0,0.0,816.0,364376.0,10.0,0.0,452.29999999999995,40.80524203797568,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
864.0,1.858911292,1.7335079900635615E-7,864.0,0.0,0.0,864.0,364376.0,10.0,0.0,477.3,43.22680495556741,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
912.0,1.915546064,1.786894379450795E-7,912.0,0.0,0.0,912.0,364376.0,10.0,0.0,504.40000000000003,45.87015490611636,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
960.0,1.970618656,1.8388081902996536E-7,960.0,0.0,0.0,960.0,364376.0,10.0,0.0,530.2,48.46918838006494,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1008.0,2.025981218,1.8909953394314069E-7,1008.0,0.0,0.0,1008.0,364376.0,10.0,0.0,556.6999999999998,50.74665834646979,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1056.0,2.081034039,1.9428905132792272E-7,1056.0,0.0,0.0,1056.0,364376.0,10.0,0.0,582.8000000000001,53.32308234818306,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1104.0,2.135622365,1.9943478340190942E-7,1104.0,0.0,0.0,1104.0,364376.0,10.0,0.0,607.5,55.12999788378979,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1152.0,2.190252021,2.0458441142072906E-7,1152.0,0.0,0.0,1152.0,364376.0,10.0,0.0,633.1999999999999,56.64858535058243,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1200.0,2.244573572,2.0970499612760217E-7,1200.0,0.0,0.0,1200.0,364376.0,10.0,0.0,657.4999999999999,57.7448891437348,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1248.0,2.299356744,2.1486909522958104E-7,1248.0,0.0,0.0,1248.0,364376.0,10.0,0.0,681.4999999999999,59.30921794572351,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1296.0,2.354169029,2.2005976101096517E-7,1296.0,0.0,0.0,1296.0,366056.0,10.0,0.0,709.4,61.37393583598823,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1344.0,2.409192824,2.2527045656705072E-7,1344.0,0.0,0.0,1344.0,366056.0,10.0,0.0,735.3000000000001,64.64725653713217,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1392.0,2.463414655,2.3040520697520635E-7,1392.0,0.0,0.0,1392.0,366056.0,10.0,0.0,760.9,67.53278216293674,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1440.0,2.518007334,2.35575076299198E-7,1440.0,0.0,0.0,1440.0,366056.0,10.0,0.0,787.1,69.63387585555371,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1488.0,2.57727052,2.4118723772735237E-7,1488.0,0.0,0.0,1488.0,366056.0,10.0,0.0,812.8,71.93450725022959,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1536.0,2.631770263,2.4634830610982044E-7,1536.0,0.0,0.0,1536.0,366056.0,10.0,0.0,839.2,74.52051171769197,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1584.0,2.686174785,2.515003571636665E-7,1584.0,0.0,0.0,1584.0,366056.0,10.0,0.0,864.9,76.25446435018301,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1632.0,2.741132947,2.567048373436328E-7,1632.0,0.0,0.0,1632.0,366056.0,10.0,0.0,890.3,79.18488211493123,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1680.0,2.796162971,2.619161227794716E-7,1680.0,0.0,0.0,1680.0,366056.0,10.0,0.0,916.4,82.30488037372591,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1728.0,2.864234879,2.6836246092299415E-7,1728.0,0.0,0.0,1728.0,366056.0,10.0,0.0,943.9000000000001,84.68089775412423,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1776.0,2.920275811,2.7366947828396123E-7,1776.0,0.0,0.0,1776.0,366056.0,10.0,0.0,969.8000000000002,87.1297627424496,27440.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1824.0,3.392468491,3.162053780904806E-7,1824.0,0.4,-1.409758551102984,1824.0,348208.0,10.0,1.0,2041.7,296.28402476902687,25767.999999999996,2847.11122211815,2.6999999999999997,0.3,1.7999999999999998,0.19999999999999998,1.7999999999999998,0.19999999999999998,0.8999999999999999,0.09999999999999999,0.0,0.0,0.0,0.0,1.0,0.0
1872.0,3.63470004,3.416009378121959E-7,1872.0,5.2,-1.4092462126641747,1872.0,405256.0,10.0,1.0,2583.2,629.1429584937132,31420.0,2834.3511269973433,3.0,0.2981423969999719,2.0,0.14907119849998596,2.0,0.14907119849998596,1.0,0.14907119849998596,0.0,0.0,0.0,0.0,1.0,0.0
1920.0,3.729184865,3.5220365560983E-7,1920.0,10.0,-1.4086792308264355,1920.0,433768.0,10.0,1.0,2663.2999999999997,686.3660838875352,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
1968.0,3.796593047,3.597679383504453E-7,1968.0,14.799999999999999,-1.4080483711629799,1968.0,433768.0,10.0,1.0,2713.2000000000003,720.2001234224955,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2016.0,3.867283643,3.677036330967707E-7,2016.0,19.6,-1.4073421942833504,2016.0,433936.0,10.0,1.0,2754.0999999999995,748.0613380970544,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2064.0,3.933915875,3.751837377123597E-7,2064.0,24.4,-1.406546355936977,2064.0,433936.0,10.0,1.0,2787.2,768.558561348595,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2112.0,4.002326885,3.8286352715207265E-7,2112.0,29.2,-1.4056426224530412,2112.0,433936.0,10.0,1.0,2814.8999999999996,786.7518661489713,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2160.0,4.070821299,3.9055565637264197E-7,2160.0,34.0,-1.4046074566187905,2160.0,434104.0,10.0,1.0,2836.0,798.4186593232623,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2208.0,4.139851775,3.983079869721768E-7,2208.0,38.800000000000004,-1.4034099381969376,2208.0,434104.0,10.0,1.0,2856.4,808.5651928639464,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2256.0,4.209877429,4.061720790618306E-7,2256.0,43.6,-1.4020086227665434,2256.0,434104.0,10.0,1.0,2877.6,819.3953760073474,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2304.0,4.276930378,4.137023274165102E-7,2304.0,48.4,-1.4003466476966724,2304.0,434104.0,10.0,1.0,2893.7999999999997,826.3929627537307,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2352.0,4.344708764,4.2131404453366994E-7,2352.0,53.2,-1.398343827050816,2352.0,434104.0,10.0,1.0,2914.2999999999997,836.4029338648793,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2400.0,4.413326844,4.2902006181892423E-7,2400.0,57.99999999999999,-1.3958833271369069,2400.0,434104.0,10.0,1.0,2932.8,844.2131352791057,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2448.0,4.481835291,4.3671376698770664E-7,2448.0,62.8,-1.392788029109528,2448.0,434104.0,10.0,1.0,2948.8999999999996,851.7318624752485,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2496.0,4.548317408,4.441827986147441E-7,2496.0,67.60000000000001,-1.3887758869953066,2496.0,434272.0,10.0,1.0,2964.7,860.3293561834973,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
2544.0,4.61193181,4.513296525645525E-7,2544.0,72.39999999999999,-1.3833687195574156,2544.0,434272.0,10.0,1.0,2979.8,866.4262717879948,34252.0,3780.0951898655203,3.2,0.3590109871423002,2.1000000000000005,0.1795054935711501,2.1000000000000005,0.1795054935711501,1.1,0.1795054935711501,0.0,0.0,0.0,0.0,1.0,0.0
