learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
1.0,0.157785692,4.627599156010483E-9,1.0,0.0,0.0,1.0,113368.0,10.0,0.0,0.0
2.0,0.297495144,9.100359666513073E-9,2.0,0.0,0.0,2.0,123752.0,10.0,0.0,0.0
3.0,0.322423938,9.935027575434911E-9,3.0,33.33333333333333,0.0,3.0,129424.0,10.0,0.0,0.0
4.0,0.339080412,1.049441013743894E-8,4.0,25.0,0.0,4.0,129816.0,10.0,0.0,0.0
5.0,0.372841868,1.1687769439224568E-8,5.0,40.0,0.0,5.0,136632.0,10.0,0.0,0.0
6.0,0.389742678,1.2293448713574972E-8,6.0,33.33333333333333,0.0,6.0,138528.0,10.0,0.0,0.0
7.0,0.406136122,1.2884881008089417E-8,7.0,28.57142857142857,0.0,7.0,139456.0,10.0,0.0,0.0
8.0,0.421663016,1.3445275402127041E-8,8.0,37.5,9.090909090909092,8.0,139512.0,10.0,0.0,0.0
9.0,0.436482042,1.3980121527533564E-8,9.0,44.44444444444444,15.09433962264151,9.0,139512.0,10.0,0.0,0.0
10.0,0.45145688,1.4520715164964398E-8,10.0,50.0,19.35483870967742,10.0,139544.0,10.0,0.0,0.0
11.0,0.466266436,1.5055372750221026E-8,11.0,54.54545454545454,22.53521126760562,11.0,139552.0,10.0,0.0,0.0
12.0,0.481229536,1.559953747983608E-8,12.0,50.0,7.692307692307685,12.0,140576.0,10.0,0.0,0.0
13.0,0.495527104,1.6119557913500403E-8,13.0,53.84615384615385,11.363636363636358,13.0,140592.0,10.0,0.0,0.0
14.0,0.510413704,1.6661371890563104E-8,14.0,50.0,0.0,14.0,140688.0,10.0,0.0,0.0
15.0,0.524507778,1.7174341023001406E-8,15.0,53.333333333333336,3.669724770642203,15.0,140688.0,10.0,0.0,0.0
16.0,0.539224264,1.771642046886186E-8,16.0,50.0,-4.918032786885246,16.0,142384.0,10.0,0.0,0.0
17.0,0.553480686,1.8241583034855626E-8,17.0,52.94117647058824,-1.4925373134328348,17.0,142392.0,10.0,0.0,0.0
18.0,0.5684008,1.8791317479817405E-8,18.0,50.0,-8.000000000000012,18.0,142424.0,10.0,0.0,0.0
