learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
23.0,0.316119955,1.3900715203510804E-8,23.0,73.91304347826086,-7.812500000000029,23.0,169976.0,10.0,0.0,0.0
46.0,0.462910425,2.0457899794737912E-8,46.0,73.91304347826086,32.51833740831293,46.0,172672.0,10.0,0.0,0.0
69.0,0.507347095,2.2442902280317824E-8,69.0,69.56521739130434,22.47191011235955,69.0,172672.0,10.0,0.0,0.0
92.0,0.539229113,2.388094029065842E-8,92.0,66.30434782608695,12.083847102342759,92.0,174352.0,10.0,0.0,0.0
115.0,0.566358841,2.510462632189401E-8,115.0,64.34782608695652,13.849808149095551,115.0,174352.0,10.0,0.0,0.0
138.0,0.592273759,2.6273518363760985E-8,138.0,63.76811594202898,18.651261494930427,138.0,174352.0,10.0,0.0,0.0
161.0,0.618273189,2.7457522117803903E-8,161.0,64.59627329192547,22.314399390501993,161.0,176032.0,10.0,0.0,0.0
184.0,0.656395131,2.9193580271363666E-8,184.0,65.21739130434783,26.252505010020034,184.0,176032.0,10.0,0.0,0.0
207.0,0.702051371,3.1272747374468786E-8,207.0,63.28502415458937,23.116019939399866,207.0,176032.0,10.0,0.0,0.0
230.0,0.733940221,3.272495298482684E-8,230.0,63.04347826086957,22.916173803327826,230.0,176032.0,10.0,0.0,0.0
253.0,0.762160213,3.401008025365778E-8,253.0,64.03162055335969,25.576208178438662,253.0,176032.0,10.0,0.0,0.0
276.0,0.787711593,3.5173679987997224E-8,276.0,64.13043478260869,26.548387096774178,276.0,176032.0,10.0,0.0,0.0
299.0,0.812562351,3.630537367369772E-8,299.0,64.21404682274247,26.54574675697394,299.0,176032.0,10.0,0.0,0.0
322.0,0.837687631,3.746048886152812E-8,322.0,64.28571428571429,27.034482758620697,322.0,177712.0,10.0,0.0,0.0
345.0,0.862463871,3.859955720708809E-8,345.0,63.18840579710145,25.315765251333804,345.0,177712.0,10.0,0.0,0.0
368.0,0.913475609,4.094098147806401E-8,368.0,63.315217391304344,25.877297684411545,368.0,177424.0,10.0,0.0,0.0
391.0,1.025054325,4.630996329269683E-8,391.0,63.171355498721226,25.989799674010207,391.0,186000.0,10.0,0.0,0.0
414.0,1.057387865,4.786579933819051E-8,414.0,63.04347826086957,26.086956521739136,414.0,186000.0,10.0,0.0,0.0
437.0,1.088551225,4.936532827274874E-8,437.0,63.1578947368421,26.507056083064345,437.0,186000.0,10.0,0.0,0.0
460.0,1.114961129,5.0636128828494505E-8,460.0,63.26086956521739,26.81227640745622,460.0,186000.0,10.0,0.0,0.0
483.0,1.180949577,5.3952869536978093E-8,483.0,64.59627329192547,29.546792230723952,483.0,194288.0,10.0,0.0,0.0
506.0,1.207403037,5.52824851033609E-8,506.0,64.42687747035573,29.241765071472976,506.0,194288.0,10.0,0.0,0.0
529.0,1.233360557,5.6587173512994005E-8,529.0,64.83931947069944,30.01251884940393,529.0,194288.0,10.0,0.0,0.0
552.0,1.256682641,5.775939846681431E-8,552.0,64.13043478260869,28.605769230769223,552.0,194288.0,10.0,0.0,0.0
575.0,1.353781805,6.309962939562276E-8,575.0,64.34782608695652,29.049519372566007,575.0,212592.0,10.0,0.0,0.0
598.0,1.394965229,6.535388367952779E-8,598.0,64.38127090301003,28.840545704421277,598.0,211584.0,10.0,0.0,0.0
621.0,1.449058451,6.846098954433575E-8,621.0,64.89533011272141,29.6489149413819,621.0,222032.0,10.0,0.0,0.0
644.0,1.508831049,7.220556141030664E-8,644.0,65.21739130434783,29.964656076436093,644.0,242160.0,10.0,0.0,0.0
667.0,1.535996137,7.391243162445103E-8,667.0,65.36731634182908,29.966591668371173,667.0,242880.0,10.0,0.0,0.0
690.0,1.562433617,7.557358387799933E-8,690.0,65.79710144927536,30.52782470690627,690.0,242880.0,10.0,0.0,0.0
713.0,1.587987729,7.717923126709336E-8,713.0,66.19915848527349,30.987159972207383,713.0,242880.0,10.0,0.0,0.0
736.0,1.615043275,7.887921860358988E-8,736.0,66.16847826086956,30.819756292750693,736.0,242880.0,10.0,0.0,0.0
759.0,1.640946515,8.050680283250287E-8,759.0,66.00790513833992,30.378855753231782,759.0,242880.0,10.0,0.0,0.0
782.0,1.667551431,8.217847563069934E-8,782.0,66.11253196930946,30.332084961035992,782.0,242880.0,10.0,0.0,0.0
805.0,1.743039333,8.728189114376281E-8,805.0,66.08695652173913,30.12130558514443,805.0,261328.0,10.0,0.0,0.0
828.0,1.780061341,8.987382496420915E-8,828.0,66.54589371980676,30.980066445182718,828.0,270624.0,10.0,0.0,0.0
851.0,1.810142753,9.201346193695441E-8,851.0,66.74500587544065,31.25008920848522,851.0,274944.0,10.0,0.0,0.0
874.0,1.841765703,9.426274574741101E-8,874.0,66.81922196796339,31.426499791676804,874.0,274944.0,10.0,0.0,0.0
897.0,1.872125197,9.642216219489153E-8,897.0,66.66666666666666,30.97460604235672,897.0,274944.0,10.0,0.0,0.0
920.0,1.901296079,9.84970347991027E-8,920.0,66.73913043478261,31.3516545148626,920.0,274944.0,10.0,0.0,0.0
943.0,1.930210489,1.0055366500918444E-7,943.0,66.48992576882291,30.947768457153472,943.0,274944.0,10.0,0.0,0.0
966.0,1.959717989,1.0265248064899817E-7,966.0,66.77018633540372,31.540183598044795,966.0,274944.0,10.0,0.0,0.0
989.0,1.988410621,1.0469333618704851E-7,989.0,66.6329625884732,31.19289265188921,989.0,274944.0,10.0,0.0,0.0
1012.0,2.017120667,1.0673543035173789E-7,1012.0,66.5,31.137970728498615,1012.0,274944.0,10.0,0.0,0.0
1035.0,2.045671881,1.0876622708066677E-7,1035.0,66.60000000000001,31.396552574067076,1035.0,274944.0,10.0,0.0,0.0
1058.0,2.078325349,1.1108880979125078E-7,1058.0,66.60000000000001,31.320940944234255,1058.0,274944.0,10.0,0.0,0.0
1081.0,2.108718403,1.1325061330143983E-7,1081.0,67.0,32.30158209151186,1081.0,274944.0,10.0,0.0,0.0
1104.0,2.138358923,1.1535889041567221E-7,1104.0,67.0,32.222884018977595,1104.0,274944.0,10.0,0.0,0.0
1127.0,2.167982503,1.1746596261803682E-7,1127.0,67.5,33.25063257862049,1127.0,274944.0,10.0,0.0,0.0
1150.0,2.196761069,1.1951293048763647E-7,1150.0,67.4,32.77241606862989,1150.0,274944.0,10.0,0.0,0.0
1173.0,2.225591603,1.215635947480239E-7,1173.0,67.80000000000001,33.60715228292426,1173.0,274944.0,10.0,0.0,0.0
1196.0,2.255377733,1.2368222884083168E-7,1196.0,67.80000000000001,33.50816693167036,1196.0,274944.0,10.0,0.0,0.0
1219.0,2.284257307,1.2573638122860963E-7,1219.0,68.30000000000001,34.29833942679966,1219.0,274944.0,10.0,0.0,0.0
1242.0,2.312779373,1.2776510471248998E-7,1242.0,68.2,34.29534860656551,1242.0,274944.0,10.0,0.0,0.0
1265.0,2.341709987,1.2982288748407734E-7,1265.0,68.0,34.05352380873873,1265.0,274944.0,10.0,0.0,0.0
1288.0,2.371579367,1.319715519578196E-7,1288.0,68.2,34.6518050897613,1288.0,278064.0,10.0,0.0,0.0
1311.0,2.402512079,1.3419670759717E-7,1311.0,67.9,34.12303600453135,1311.0,278064.0,10.0,0.0,0.0
1334.0,2.434894281,1.365261328152008E-7,1334.0,68.8,35.98686910135411,1334.0,278064.0,10.0,0.0,0.0
1357.0,2.463991093,1.3861922233508898E-7,1357.0,68.4,35.01018036731588,1357.0,278064.0,10.0,0.0,0.0
1380.0,2.493411245,1.407355714328773E-7,1380.0,68.5,35.09651045873375,1380.0,278064.0,10.0,0.0,0.0
1403.0,2.522275589,1.4281193828450514E-7,1403.0,69.0,36.16775936480742,1403.0,278064.0,10.0,0.0,0.0
1426.0,2.551500661,1.4491425423311068E-7,1426.0,68.8,35.33812770719776,1426.0,278064.0,10.0,0.0,0.0
1449.0,2.580993865,1.4703585835250092E-7,1449.0,68.89999999999999,35.390854170302205,1449.0,278064.0,10.0,0.0,0.0
1472.0,2.609883307,1.4911403063768518E-7,1472.0,68.89999999999999,35.12615980241639,1472.0,278064.0,10.0,0.0,0.0
1495.0,2.638754233,1.5119087096782397E-7,1495.0,68.8,34.961247743447124,1495.0,278064.0,10.0,0.0,0.0
1518.0,2.667439783,1.5325437620947134E-7,1518.0,68.7,34.815567625204096,1518.0,278064.0,10.0,0.0,0.0
1541.0,2.697780727,1.554369628072716E-7,1541.0,69.19999999999999,36.16950726175474,1541.0,278064.0,10.0,0.0,0.0
1564.0,2.728986405,1.57681754352916E-7,1564.0,69.39999999999999,36.4100347458895,1564.0,278064.0,10.0,0.0,0.0
1587.0,2.758629887,1.598141687736846E-7,1587.0,69.5,36.48162340475157,1587.0,278064.0,10.0,0.0,0.0
1610.0,2.788717523,1.619785335704125E-7,1610.0,69.6,36.58105108563226,1610.0,278064.0,10.0,0.0,0.0
1633.0,2.817019507,1.640144468554295E-7,1633.0,69.69999999999999,36.96272687177009,1633.0,278064.0,10.0,0.0,0.0
1656.0,2.846322639,1.6612237807789813E-7,1656.0,69.69999999999999,37.02351953310108,1656.0,278064.0,10.0,0.0,0.0
1679.0,2.875376867,1.6821240430260073E-7,1679.0,70.0,37.746937149307726,1679.0,278064.0,10.0,0.0,0.0
1702.0,2.904081771,1.702773017811216E-7,1702.0,69.89999999999999,37.64242800911537,1702.0,278064.0,10.0,0.0,0.0
1725.0,2.932215361,1.7230110158385706E-7,1725.0,69.8,37.42229589722335,1725.0,278064.0,10.0,0.0,0.0
1748.0,2.960854387,1.7436126010501753E-7,1748.0,70.3,38.23566110718295,1748.0,278064.0,10.0,0.0,0.0
1771.0,2.989035631,1.7638848791519175E-7,1771.0,70.39999999999999,38.339756275387955,1771.0,278064.0,10.0,0.0,0.0
1794.0,3.017711447,1.784512929380871E-7,1794.0,70.7,39.06598342927493,1794.0,278064.0,10.0,0.0,0.0
1817.0,3.046113069,1.8049437371807168E-7,1817.0,70.6,39.09714626628218,1817.0,278064.0,10.0,0.0,0.0
