learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div,L1-Diff
3.0,0.005103185,2.314042369317677E-11,3.0,100.0,?,3.0,17528.0,10.0,0.0,0.0,0.0
6.0,0.014372972,7.453651417460706E-11,6.0,66.66666666666666,0.0,6.0,21432.0,10.0,0.0,0.0,0.0
9.0,0.018037846,9.557687198122341E-11,9.0,66.66666666666666,0.0,9.0,22192.0,10.0,0.0,0.0,0.0
12.0,0.021697955,1.1675652312735716E-10,12.0,58.333333333333336,0.0,12.0,22368.0,10.0,0.0,0.0,0.0
15.0,0.025382599,1.3813915501866074E-10,15.0,60.0,-12.50000000000002,15.0,22432.0,10.0,0.0,0.0,0.0
18.0,0.028222489,1.558537971311145E-10,18.0,61.111111111111114,-10.526315789473632,18.0,24112.0,10.0,0.0,0.0,0.0
21.0,0.030786243,1.7187249020983773E-10,21.0,66.66666666666666,8.695652173913041,21.0,24152.0,10.0,0.0,0.0,0.0
24.0,0.033285184,1.8748622261194718E-10,24.0,62.5,-3.8461538461538636,24.0,24152.0,10.0,0.0,0.0,0.0
27.0,0.036165405,2.055060893959469E-10,27.0,62.96296296296296,-3.8461538461538174,27.0,24184.0,10.0,0.0,0.0,0.0
30.0,0.038456292,2.1983883627793854E-10,30.0,66.66666666666666,-1.3513513513513602,30.0,24184.0,10.0,0.0,0.0,0.0
33.0,0.040781926,2.3439378806493347E-10,33.0,66.66666666666666,-4.01146131805157,33.0,24192.0,10.0,0.0,0.0,0.0
36.0,0.043104497,2.4996784024975365E-10,36.0,63.888888888888886,-8.333333333333336,36.0,25920.0,10.0,0.0,0.0,0.0
39.0,0.045713702,2.674639231815106E-10,39.0,66.66666666666666,-6.289308176100625,39.0,25920.0,10.0,0.0,0.0,0.0
42.0,0.047896946,2.8212178884488013E-10,42.0,66.66666666666666,-7.692307692307701,42.0,25952.0,10.0,0.0,0.0,0.0
45.0,0.049988872,2.9624882341052093E-10,45.0,64.44444444444444,-1.694915254237278,45.0,26104.0,10.0,0.0,0.0,0.0
48.0,0.05212922,3.107028577207691E-10,48.0,66.66666666666666,0.0,48.0,26104.0,10.0,0.0,0.0,0.0
51.0,0.054276223,3.252018340677023E-10,51.0,68.62745098039215,1.4492753623188739,51.0,26104.0,10.0,0.0,0.0,0.0
54.0,0.056999409,3.436087531182501E-10,54.0,68.51851851851852,6.517311608961298,54.0,26128.0,10.0,0.0,0.0,0.0
57.0,0.059046085,3.574429162840048E-10,57.0,68.42105263157895,5.698529411764686,57.0,26128.0,10.0,0.0,0.0,0.0
60.0,0.06041328,3.6668424158874485E-10,60.0,70.0,6.8965517241379075,60.0,26128.0,10.0,0.0,0.0,0.0
63.0,0.062211722,3.788405086638199E-10,63.0,71.42857142857143,7.954545454545454,63.0,26128.0,10.0,0.0,0.0,0.0
66.0,0.063507106,3.875964395577709E-10,66.0,71.21212121212122,7.111111111111146,66.0,26128.0,10.0,0.0,0.0,0.0
69.0,0.064709522,3.9572396884775825E-10,69.0,72.46376811594203,7.99999999999998,69.0,26128.0,10.0,0.0,0.0,0.0
72.0,0.065880356,4.0363802490548955E-10,72.0,73.61111111111111,14.070351758793965,72.0,26128.0,10.0,0.0,0.0,0.0
75.0,0.067490529,4.145250516736673E-10,75.0,74.66666666666667,14.823670053795565,75.0,26136.0,10.0,0.0,0.0,0.0
