"time","bagging","boosting","bagging_adwin","boosting_adwin","pame1","pame2","pame3","pame1adwin","pame2adwin","pame3adwin"
1,100,100,100,100,100,100,100,100,100,100
2,50,50,50,50,50,50,50,50,50,50
3,66.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,33.3333333333333,33.3333333333333,66.6666666666667,33.3333333333333,33.3333333333333,66.6666666666667
4,50,50,50,50,25,50,75,25,50,75
5,60,40,60,40,40,60,80,40,60,80
6,66.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,50,66.6666666666667,83.3333333333333,50,66.6666666666667,83.3333333333333
7,71.4285714285714,28.5714285714286,71.4285714285714,28.5714285714286,57.1428571428571,71.4285714285714,85.7142857142857,57.1428571428571,71.4285714285714,85.7142857142857
8,75,37.5,75,37.5,50,62.5,87.5,50,62.5,87.5
9,77.7777777777778,33.3333333333333,77.7777777777778,33.3333333333333,44.4444444444444,66.6666666666667,77.7777777777778,44.4444444444444,66.6666666666667,77.7777777777778
10,70,40,70,40,40,60,70,40,60,70
11,63.6363636363636,36.3636363636364,63.6363636363636,36.3636363636364,36.3636363636364,54.5454545454545,72.7272727272727,36.3636363636364,54.5454545454545,72.7272727272727
12,66.6666666666667,41.6666666666667,66.6666666666667,41.6666666666667,41.6666666666667,58.3333333333333,66.6666666666667,41.6666666666667,58.3333333333333,66.6666666666667
13,69.2307692307692,46.1538461538462,69.2307692307692,46.1538461538462,46.1538461538462,61.5384615384615,69.2307692307692,46.1538461538462,61.5384615384615,69.2307692307692
14,71.4285714285714,42.8571428571429,71.4285714285714,42.8571428571429,42.8571428571429,57.1428571428571,71.4285714285714,42.8571428571429,57.1428571428571,71.4285714285714
15,73.3333333333333,46.6666666666667,73.3333333333333,46.6666666666667,46.6666666666667,60,73.3333333333333,46.6666666666667,60,73.3333333333333
16,68.75,43.75,68.75,43.75,43.75,56.25,68.75,43.75,56.25,68.75
17,70.5882352941177,47.0588235294118,70.5882352941177,47.0588235294118,47.0588235294118,58.8235294117647,70.5882352941177,47.0588235294118,58.8235294117647,70.5882352941177
18,66.6666666666667,44.4444444444444,66.6666666666667,44.4444444444444,44.4444444444444,55.5555555555556,66.6666666666667,44.4444444444444,55.5555555555556,66.6666666666667
19,68.4210526315789,47.3684210526316,68.4210526315789,47.3684210526316,47.3684210526316,57.8947368421053,68.4210526315789,47.3684210526316,57.8947368421053,68.4210526315789
20,70,50,70,50,50,60,70,50,60,70
21,66.6666666666667,47.6190476190476,66.6666666666667,47.6190476190476,47.6190476190476,57.1428571428571,66.6666666666667,47.6190476190476,57.1428571428571,66.6666666666667
22,68.1818181818182,50,68.1818181818182,50,50,59.0909090909091,68.1818181818182,50,59.0909090909091,68.1818181818182
23,65.2173913043478,47.8260869565217,65.2173913043478,47.8260869565217,47.8260869565217,56.5217391304348,69.5652173913043,47.8260869565217,56.5217391304348,69.5652173913043
24,66.6666666666667,50,66.6666666666667,50,50,58.3333333333333,70.8333333333333,50,58.3333333333333,70.8333333333333
25,68,52,68,52,52,60,72,52,60,72
26,69.2307692307692,53.8461538461538,69.2307692307692,53.8461538461538,53.8461538461538,61.5384615384615,73.0769230769231,53.8461538461538,61.5384615384615,73.0769230769231
27,70.3703703703704,55.5555555555556,70.3703703703704,55.5555555555556,55.5555555555556,62.962962962963,74.0740740740741,55.5555555555556,62.962962962963,74.0740740740741
28,71.4285714285714,57.1428571428571,71.4285714285714,57.1428571428571,57.1428571428571,64.2857142857143,75,57.1428571428571,64.2857142857143,75
29,72.4137931034483,58.6206896551724,72.4137931034483,58.6206896551724,58.6206896551724,65.5172413793103,75.8620689655172,58.6206896551724,65.5172413793103,75.8620689655172
30,73.3333333333333,60,73.3333333333333,60,60,66.6666666666667,76.6666666666667,60,66.6666666666667,76.6666666666667
