learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
1.0,0.007796544,7.186872879664104E-11,1.0,0.0,0.0,1.0,35632.0,10.0,0.0,1.1,0.3144660377352201,2196.8,549.9920969129163
2.0,0.08057512,8.044987930191888E-10,2.0,0.0,0.0,2.0,38912.0,10.0,0.0,1.6,0.3711842908553348,2523.2,512.4431415614158
3.0,0.115899685,1.2492873894257678E-9,3.0,33.33333333333333,0.0,3.0,48672.0,10.0,0.0,2.3000000000000003,0.44845413490245695,3496.0,394.4431799666743
4.0,0.132496951,1.4598859928258592E-9,4.0,25.0,0.0,4.0,49048.0,10.0,0.0,2.9,0.6403124237432849,3533.6000000000004,396.80689958159195
5.0,0.141861113,1.5908956260027158E-9,5.0,40.0,0.0,5.0,54080.0,10.0,0.0,4.3,0.7895146188218007,4036.7999999999997,151.4197110315856
6.0,0.152276753,1.743686454548604E-9,6.0,33.33333333333333,0.0,6.0,56704.0,10.0,0.0,5.1,0.8491826135237996,4131.2,139.02620056825415
7.0,0.162914241,1.9022414087462756E-9,7.0,28.57142857142857,0.0,7.0,57616.0,10.0,0.0,6.0,0.8692269873603531,4222.4,117.4714338798066
8.0,0.173438521,2.0592178692461714E-9,8.0,25.0,0.0,8.0,57656.0,10.0,0.0,6.8,1.0728984626287388,4226.400000000001,118.01649602209571
9.0,0.184070629,2.2201571113409264E-9,9.0,22.22222222222222,0.0,9.0,58512.0,10.0,0.0,7.6,1.0770329614269007,4312.0,79.34845794202796
10.0,0.194509963,2.3782431307600602E-9,10.0,20.0,0.0,10.0,58536.0,10.0,0.0,8.1,1.1298967504452195,4314.4,79.5458218750537
11.0,0.204888985,2.5354373076475326E-9,11.0,18.181818181818183,0.0,11.0,58544.0,10.0,0.0,8.6,1.1756794725698931,4315.2,79.62757757907185
12.0,0.215288723,2.695807842632962E-9,12.0,25.0,0.0,12.0,59608.0,10.0,0.0,10.0,1.2649110640673518,4421.599999999999,15.413702417726299
13.0,0.225323301,2.8507342881336804E-9,13.0,23.076923076923077,0.0,13.0,59680.0,10.0,0.0,11.1,1.1874342087037917,4428.799999999999,9.848632166730352
14.0,0.235496495,3.0080745704223706E-9,14.0,28.57142857142857,0.0,14.0,59784.0,10.0,0.0,12.3,1.0225241100118645,4439.2,6.79346090819038
15.0,0.245756471,3.166757037316759E-9,15.0,26.666666666666668,0.0,15.0,59784.0,10.0,0.0,13.2,0.9865765724632495,4439.2,6.79346090819038
16.0,0.255766315,3.325962805036041E-9,16.0,31.25,0.0,16.0,61480.0,10.0,0.0,14.1,1.0482790129010924,4440.8,6.793460908190387
17.0,0.265767569,3.4850940454502896E-9,17.0,29.411764705882355,0.0,17.0,61504.0,10.0,0.0,14.7,1.0225241100118645,4443.2,6.104279009205098
18.0,0.275863349,3.6458128783603504E-9,18.0,33.33333333333333,0.0,18.0,61536.0,10.0,0.0,16.5,1.137736544391734,4446.4,6.287907265360862
19.0,0.285781041,3.80373770730363E-9,19.0,31.57894736842105,0.0,19.0,61552.0,10.0,0.0,16.7,1.174260996920569,4448.0,5.719362823873946
20.0,0.295863349,3.964450737982988E-9,20.0,30.0,0.0,20.0,61616.0,10.0,0.0,17.7,1.1836853936376472,4454.4,6.057502235520295
21.0,0.305541067,4.118714562281966E-9,21.0,28.57142857142857,0.0,21.0,61616.0,10.0,0.0,18.1,1.233333333333333,4454.4,6.057502235520295
22.0,0.315305087,4.274354049373004E-9,22.0,27.27272727272727,0.0,22.0,61616.0,10.0,0.0,18.299999999999997,1.183685393637647,4454.4,6.057502235520295
23.0,0.325139877,4.431141971709827E-9,23.0,30.434782608695656,0.0,23.0,61624.0,10.0,0.0,18.6,1.0974718422102885,4455.200000000001,6.016274225428493
24.0,0.334842711,4.585906552846233E-9,24.0,29.166666666666668,0.0,24.0,61656.0,10.0,0.0,19.2,1.0624918300339483,4458.4,5.96880780949316
25.0,0.343714343,4.72744980852637E-9,25.0,28.000000000000004,0.0,25.0,61672.0,10.0,0.0,19.9,1.129896750445219,4460.000000000001,5.992588014465138
26.0,0.353206947,4.878900418182214E-9,26.0,26.923076923076923,0.0,26.0,61672.0,10.0,0.0,20.3,1.155181563410897,4460.000000000001,5.992588014465138
27.0,0.362656355,5.02970096644428E-9,27.0,25.925925925925924,0.0,27.0,61688.0,10.0,0.0,20.8,1.1430952132988164,4461.6,5.968807809493197
28.0,0.372158621,5.181600718514787E-9,28.0,25.0,0.0,28.0,61792.0,10.0,0.0,22.4,1.2927146286443545,4472.000000000001,4.462186808181733
29.0,0.381178361,5.3257869862682285E-9,29.0,24.137931034482758,0.0,29.0,61792.0,10.0,0.0,22.9,1.3535960336164634,4472.000000000001,4.462186808181733
30.0,0.390130071,5.4688857513003875E-9,30.0,23.333333333333332,0.0,30.0,61792.0,10.0,0.0,23.099999999999998,1.40988573217044,4472.000000000001,4.462186808181733
