"time","bagging","boosting","bagging_adwin","boosting_adwin","pame1","pame2","pame3","pame1adwin","pame2adwin","pame3adwin"
1,1.85766955202756e-08,1.55592599918031e-08,1.91179827639129e-08,1.59038907606072e-08,1.87335575865333e-08,1.87709988372649e-08,1.88339348422363e-08,1.93090163107423e-08,1.94211912360001e-08,1.91762983885407e-08
2,3.16446203886407e-08,2.78985785489488e-08,3.24287444002016e-08,2.87281925983189e-08,3.15077937922585e-08,3.15525401027832e-08,3.16128266997221e-08,3.22734821799356e-08,3.27560517565368e-08,3.21254356646289e-08
3,3.43748596252936e-08,3.23087675285836e-08,3.53131816824236e-08,3.33234567338063e-08,3.40409655928653e-08,3.38574618367189e-08,3.39586558924201e-08,3.46789479945559e-08,3.52190273466168e-08,3.45481602406253e-08
4,3.70969092940974e-08,3.4883229997009e-08,3.80942308409967e-08,3.59843913194703e-08,3.64483375245747e-08,3.60460692450859e-08,3.62023363682214e-08,3.69456978507754e-08,3.75449161236195e-08,3.68168258232748e-08
5,4.20416074511719e-08,3.96954810369015e-08,4.31369612226511e-08,4.09466555982e-08,4.10449165488034e-08,4.04037956036855e-08,4.06861708247372e-08,4.13509521707209e-08,4.20199550548775e-08,4.11528391737925e-08
6,4.4970875602677e-08,4.23762887590296e-08,4.61154432161339e-08,4.37075789833234e-08,4.35287150216351e-08,4.26164926105303e-08,4.29581405676446e-08,4.3494383603887e-08,4.41814109327479e-08,4.32883470703351e-08
7,4.78730896200716e-08,4.50778578349824e-08,4.89536166245056e-08,4.65865962701705e-08,4.58271763113389e-08,4.46518594657195e-08,4.5069011677011e-08,4.56157509882148e-08,4.63378057375964e-08,4.5417075305103e-08
8,5.07732959219793e-08,4.78510534663002e-08,5.17883022065771e-08,4.94441872809455e-08,4.81497349605213e-08,4.67093614120098e-08,4.72064538118285e-08,4.77730893136623e-08,4.85160822655592e-08,4.75706595622189e-08
9,5.3598818786465e-08,5.05461276431878e-08,5.46689895089695e-08,5.22129411940898e-08,5.05031783471546e-08,4.87904909016006e-08,4.9361976559456e-08,4.99339684548374e-08,5.07007089518838e-08,4.97407887599928e-08
10,5.64150389613687e-08,5.32569702411071e-08,5.75679108089436e-08,5.49907781482281e-08,5.28677957011635e-08,5.08774987232209e-08,5.1530711937108e-08,5.2133776460143e-08,5.29232259305277e-08,5.19218584869657e-08
