learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
7659.0,0.87463802,2.8819491292908787E-8,7659.0,100.0,?,7659.0,127368.0,10.0,0.0,0.0
15318.0,1.462598352,4.8460603661073576E-8,15318.0,100.0,?,15318.0,129128.0,10.0,0.0,0.0
22977.0,1.862287075,6.199439124977216E-8,22977.0,100.0,?,22977.0,130888.0,10.0,0.0,0.0
30636.0,2.230514953,7.44705097190477E-8,30636.0,100.0,?,30636.0,130968.0,10.0,0.0,0.0
38295.0,2.599337205,8.696676648007706E-8,38295.0,100.0,?,38295.0,130968.0,10.0,0.0,0.0
45954.0,2.992761419,1.0046756392303233E-7,45954.0,100.0,?,45954.0,132648.0,10.0,0.0,0.0
53613.0,3.395565827,1.1429025334584836E-7,53613.0,100.0,?,53613.0,132648.0,10.0,0.0,0.0
61272.0,3.796111916,1.280354459947099E-7,61272.0,100.0,?,61272.0,132648.0,10.0,0.0,0.0
68931.0,4.197183032,1.4179865553965168E-7,68931.0,100.0,?,68931.0,132648.0,10.0,0.0,0.0
76590.0,4.599266494,1.5559660488403088E-7,76590.0,100.0,?,76590.0,132648.0,10.0,0.0,0.0
84249.0,5.002146612,1.695969910106559E-7,84249.0,100.0,?,84249.0,134328.0,10.0,0.0,0.0
91908.0,5.403766376,1.8355357889093454E-7,91908.0,100.0,?,91908.0,134328.0,10.0,0.0,0.0
99567.0,5.807072294,1.97568761886768E-7,99567.0,100.0,?,99567.0,134328.0,10.0,0.0,0.0
107226.0,6.210033598,2.1158030899795802E-7,107226.0,100.0,?,107226.0,134408.0,10.0,0.0,0.0
114885.0,6.610142246,2.2549266513587282E-7,114885.0,100.0,?,114885.0,134408.0,10.0,0.0,0.0
122544.0,6.993705228,2.388297045464896E-7,122544.0,100.0,?,122544.0,134408.0,10.0,0.0,0.0
130203.0,7.371415726,2.519632446273457E-7,130203.0,100.0,?,130203.0,134408.0,10.0,0.0,0.0
137862.0,7.748223166,2.6506538407596855E-7,137862.0,100.0,?,137862.0,134408.0,10.0,0.0,0.0
145521.0,8.125763214,2.781929973639009E-7,145521.0,100.0,?,145521.0,134408.0,10.0,0.0,0.0
153180.0,8.501197546,2.9124739186222764E-7,153180.0,100.0,?,153180.0,134408.0,10.0,0.0,0.0
160839.0,8.878828754,3.0437817491515226E-7,160839.0,100.0,?,160839.0,134408.0,10.0,0.0,0.0
168498.0,9.254479242,3.176033496339329E-7,168498.0,100.0,?,168498.0,136088.0,10.0,0.0,0.0
176157.0,9.630452836,3.308398996428814E-7,176157.0,100.0,?,176157.0,136088.0,10.0,0.0,0.0
183816.0,10.007517398,3.4411485833988835E-7,183816.0,100.0,?,183816.0,136088.0,10.0,0.0,0.0
191475.0,10.383985388,3.573688140855233E-7,191475.0,100.0,?,191475.0,136088.0,10.0,0.0,0.0
199134.0,10.761693444,3.7066642767278687E-7,199134.0,100.0,?,199134.0,136088.0,10.0,0.0,0.0
206793.0,11.150600246,3.843583050164208E-7,206793.0,100.0,?,206793.0,136088.0,10.0,0.0,0.0
214452.0,11.549050076,3.983944011448076E-7,214452.0,100.0,?,214452.0,136168.0,10.0,0.0,0.0
222111.0,11.94460549,4.123285363783646E-7,222111.0,100.0,?,222111.0,136168.0,10.0,0.0,0.0
229770.0,12.32557974,4.2574902446199624E-7,229770.0,100.0,?,229770.0,136168.0,10.0,0.0,0.0
237429.0,12.704097954,4.390829943574013E-7,237429.0,100.0,?,237429.0,136168.0,10.0,0.0,0.0
245088.0,13.090471934,4.526936974283184E-7,245088.0,100.0,?,245088.0,136168.0,10.0,0.0,0.0
252747.0,13.472806128,4.6616209193146895E-7,252747.0,100.0,?,252747.0,136168.0,10.0,0.0,0.0
260406.0,13.855805948,4.796539342812946E-7,260406.0,100.0,?,260406.0,136168.0,10.0,0.0,0.0
268065.0,14.238656622,4.931405227009249E-7,268065.0,100.0,?,268065.0,136168.0,10.0,0.0,0.0
275724.0,14.620661846,5.065973286571726E-7,275724.0,100.0,?,275724.0,136168.0,10.0,0.0,0.0
283383.0,15.003555634,5.200854358432897E-7,283383.0,100.0,?,283383.0,136168.0,10.0,0.0,0.0
