learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
16.0,0.01798701,1.2340425234287979E-10,16.0,81.25,45.45454545454545,16.0,26520.0,10.0,0.0,14.799999999999999,1.5832456116050555,1378.4,45.396818292817734
32.0,0.084399868,5.95402164016333E-10,32.0,75.0,27.27272727272727,32.0,27472.0,10.0,0.0,32.6,2.561249694973139,1473.6000000000001,1.9955506062794377
48.0,0.127074544,9.177692646822997E-10,48.0,81.25,41.30434782608695,48.0,29200.0,10.0,0.0,45.4,3.106266068592465,1478.3999999999999,1.0666666666666633
64.0,0.144638882,1.050524045812587E-9,64.0,81.25,35.13513513513514,64.0,29216.0,10.0,0.0,60.8,3.3855903801585656,1480.0,0.0
80.0,0.158512524,1.1614135315476194E-9,80.0,82.5,43.49142280524723,80.0,30896.0,10.0,0.0,74.5,2.9297326385411577,1480.0,0.0
96.0,0.168927278,1.244656757451594E-9,96.0,81.25,41.93548387096774,96.0,30896.0,10.0,0.0,93.10000000000001,4.629494812851853,1480.0,0.0
112.0,0.177401252,1.312387683403989E-9,112.0,80.35714285714286,44.00000000000002,112.0,30896.0,10.0,0.0,110.6,5.45934469001953,1480.0,0.0
128.0,0.185511936,1.3772148987609481E-9,128.0,80.46875,45.317840054682165,128.0,30896.0,10.0,0.0,126.39999999999999,6.333684200807263,1480.0,0.0
144.0,0.193811488,1.4435517015349535E-9,144.0,81.94444444444444,50.27888446215138,144.0,30896.0,10.0,0.0,136.30000000000004,6.850871801781467,1480.0,0.0
160.0,0.201897798,1.5116985493857001E-9,160.0,83.75,56.155143338954474,160.0,32576.0,10.0,0.0,149.8,8.337065830774437,1480.0,0.0
176.0,0.20945285,1.575368255240222E-9,176.0,85.22727272727273,57.377049180327866,176.0,32576.0,10.0,0.0,154.79999999999998,8.700957801682907,1480.0,0.0
192.0,0.218559218,1.652111575069527E-9,192.0,84.375,56.62650602409639,192.0,32576.0,10.0,0.0,189.6,9.555917305814,1480.0,0.0
208.0,0.225732066,1.7125602817494011E-9,208.0,85.57692307692307,60.0818833162743,208.0,32576.0,10.0,0.0,200.4,10.167704865023483,1480.0,0.0
224.0,0.23443919,1.7859389989202224E-9,224.0,86.60714285714286,63.0281690140845,224.0,32576.0,10.0,0.0,219.3,11.718029792683675,1480.0,0.0
240.0,0.241622216,1.846473480028411E-9,240.0,86.66666666666667,63.31327027801663,240.0,32576.0,10.0,0.0,229.9,11.965180966268566,1480.0,0.0
256.0,0.24947764,1.912674551237789E-9,256.0,87.5,65.66926494007208,256.0,32576.0,10.0,0.0,239.6,13.013838787997951,1480.0,0.0
272.0,0.257710342,1.98205510807948E-9,272.0,87.86764705882352,66.57232235960076,272.0,32576.0,10.0,0.0,258.0,11.415389222935463,1480.0,0.0
