learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,negative weights,KL-div
7.0,0.19901656,6.857898756861687E-9,7.0,57.14285714285714,22.222222222222225,7.0,133200.0,10.0,0.0,0.0
14.0,0.320145554,1.1108836521825028E-8,14.0,64.28571428571429,28.57142857142858,14.0,135656.0,10.0,0.0,0.0
21.0,0.345450384,1.2008151693513823E-8,21.0,61.904761904761905,14.285714285714285,21.0,137376.0,10.0,0.0,0.0
28.0,0.36406081,1.266986076761037E-8,28.0,71.42857142857143,37.77777777777778,28.0,137440.0,10.0,0.0,0.0
35.0,0.382295166,1.3318387051750388E-8,35.0,68.57142857142857,31.61634103019538,35.0,137480.0,10.0,0.0,0.0
42.0,0.400161004,1.3962495741989048E-8,42.0,69.04761904761905,33.576642335766415,42.0,139360.0,10.0,0.0,0.0
49.0,0.416602688,1.455553229747133E-8,49.0,67.3469387755102,29.74910394265231,49.0,139424.0,10.0,0.0,0.0
56.0,0.433038262,1.51487906678766E-8,56.0,67.85714285714286,32.71028037383178,56.0,139528.0,10.0,0.0,0.0
63.0,0.448732966,1.5715566454455256E-8,63.0,66.66666666666666,29.88871224165341,63.0,139592.0,10.0,0.0,0.0
70.0,0.466072364,1.634180810716003E-8,70.0,67.14285714285714,31.137724550898184,70.0,139608.0,10.0,0.0,0.0
77.0,0.482272554,1.6933946219558518E-8,77.0,66.23376623376623,29.007092198581564,77.0,141288.0,10.0,0.0,0.0
84.0,0.499065456,1.7547818239393333E-8,84.0,69.04761904761905,35.76470588235294,84.0,141304.0,10.0,0.0,0.0
91.0,0.51487654,1.8125799464488194E-8,91.0,69.23076923076923,36.74280039721945,91.0,141304.0,10.0,0.0,0.0
98.0,0.531295424,1.8727222391760184E-8,98.0,68.36734693877551,35.223880597014926,98.0,141592.0,10.0,0.0,0.0
105.0,0.54806462,1.934234487125857E-8,105.0,69.52380952380952,37.43016759776536,105.0,141792.0,10.0,0.0,0.0
112.0,0.564133588,1.9931781803067357E-8,112.0,71.42857142857143,40.994402370760625,112.0,141792.0,10.0,0.0,0.0
119.0,0.580147854,2.0519212172971E-8,119.0,71.42857142857143,41.037598367822795,119.0,141792.0,10.0,0.0,0.0
126.0,0.595222036,2.1072189868928655E-8,126.0,73.01587301587301,44.01463669628855,126.0,141800.0,10.0,0.0,0.0
133.0,0.61153174,2.1670491159152653E-8,133.0,73.68421052631578,44.93079380101739,133.0,141800.0,10.0,0.0,0.0
140.0,0.626648212,2.2225082781654264E-8,140.0,72.85714285714285,43.500424808836016,140.0,141816.0,10.0,0.0,0.0
147.0,0.641639414,2.2775140562599732E-8,147.0,72.78911564625851,43.41801385681294,147.0,141832.0,10.0,0.0,0.0
154.0,0.657290226,2.334943317095025E-8,154.0,72.07792207792207,41.92246974215049,154.0,141840.0,10.0,0.0,0.0
161.0,0.673710691,2.395910412725889E-8,161.0,72.04968944099379,42.275515895147805,161.0,143520.0,10.0,0.0,0.0
168.0,0.690105989,2.4568179982929596E-8,168.0,72.61904761904762,44.097222222222214,168.0,143600.0,10.0,0.0,0.0
175.0,0.728786593,2.5998337535216578E-8,175.0,73.14285714285714,45.09712302249517,175.0,142920.0,10.0,0.0,0.0
182.0,0.797035398,2.8522158895213574E-8,182.0,73.07692307692307,44.83483855004329,182.0,142944.0,10.0,0.0,0.0
189.0,0.848901332,3.0502404733842446E-8,189.0,73.01587301587301,44.273573452043706,189.0,147584.0,10.0,0.0,0.0
196.0,0.869002714,3.127786480586976E-8,196.0,72.44897959183673,43.04778303917349,196.0,149120.0,10.0,0.0,0.0
203.0,0.886937554,3.196989368300885E-8,203.0,72.41379310344827,42.85139754675246,203.0,149152.0,10.0,0.0,0.0
210.0,0.904283214,3.263958350574391E-8,210.0,72.38095238095238,42.66616456411221,210.0,149240.0,10.0,0.0,0.0
