"time","bagging","boosting","bagging_adwin","boosting_adwin","pame1","pame2","pame3","pame1adwin","pame2adwin","pame3adwin"
48,6.28853617711158e-08,6.02363787819631e-08,6.35387560384969e-08,6.13228724926876e-08,6.12771965204738e-08,6.12546436472796e-08,6.25783213784918e-08,6.35148359615045e-08,6.40290864131931e-08,6.27739662229083e-08
96,7.93097868484528e-08,7.80111771216616e-08,8.13820680933694e-08,7.99137754752197e-08,7.73785192551091e-08,7.79440035762265e-08,7.95993747201748e-08,8.07076131891149e-08,8.02329102388894e-08,8.0050893944357e-08
144,8.52327372024933e-08,8.37869904460385e-08,8.80693040775756e-08,8.63048832282796e-08,8.2012297482416e-08,8.25056130072102e-08,8.44417302189395e-08,8.61347728541845e-08,8.57939824369426e-08,8.58446219204201e-08
192,9.08469626405483e-08,8.91946646859869e-08,9.44711709974955e-08,9.2428621005805e-08,8.64139530802146e-08,8.69340807981789e-08,8.90289049746469e-08,9.13676897641789e-08,9.11888153603301e-08,9.14324797589332e-08
240,9.61381431709582e-08,9.42926501911133e-08,1.00415920123706e-07,9.82138996201505e-08,9.0463656456396e-08,9.10228031625971e-08,9.33310275895521e-08,9.61510153170158e-08,9.60702804280031e-08,9.64618902997838e-08
288,1.01350102523286e-07,9.93184104707092e-08,1.06396209049101e-07,1.03900193253739e-07,9.44723200637847e-08,9.51013827387243e-08,9.76576753869653e-08,1.0090142298526e-07,1.00905537704171e-07,1.01447566041702e-07
336,1.06634037210931e-07,1.04360645365901e-07,1.12349248189852e-07,1.09631836916639e-07,9.85360153513029e-08,9.92399722447619e-08,1.019410890067e-07,1.05619676794743e-07,1.05747828736653e-07,1.06445988461148e-07
384,1.1188657541536e-07,1.09342297900282e-07,1.18296907962983e-07,1.15343697897833e-07,1.02535818668827e-07,1.03288945115916e-07,1.0619449458681e-07,1.10191267156073e-07,1.10431615345718e-07,1.1128556286792e-07
432,1.17119432622594e-07,1.14420711875334e-07,1.24177517553543e-07,1.21077907803427e-07,1.0653476397302e-07,1.07352456465922e-07,1.10451254177932e-07,1.14722557368616e-07,1.15067055512302e-07,1.16036066779474e-07
480,1.2238472009087e-07,1.19460053507611e-07,1.30090888053551e-07,1.26812505413401e-07,1.10513976055756e-07,1.11398134016059e-07,1.14704403837118e-07,1.19398766624214e-07,1.19840793263436e-07,1.20930918336329e-07
528,1.27689416543438e-07,1.24440441268124e-07,1.35974943259483e-07,1.3253148244015e-07,1.14374894795381e-07,1.15316243395582e-07,1.1879616053747e-07,1.23968747876926e-07,1.24468931360791e-07,1.25510673023926e-07
576,1.32725101052827e-07,1.29399175405502e-07,1.41445109294479e-07,1.38008765381682e-07,1.17998177301697e-07,1.19015409621038e-07,1.22667855447065e-07,1.28078492914875e-07,1.28686228280494e-07,1.29828165149668e-07
624,1.37821705438894e-07,1.34391102577187e-07,1.46934737356131e-07,1.43435729511533e-07,1.2162880537156e-07,1.22708305331692e-07,1.2653027571002e-07,1.32107557528207e-07,1.3283945152712e-07,1.34071320960898e-07
672,1.42931958403225e-07,1.39402155994624e-07,1.52450518925861e-07,1.48950687243471e-07,1.25316237939149e-07,1.26484794401936e-07,1.3047020239355e-07,1.36261567076679e-07,1.37121225676582e-07,1.38417560221627e-07
720,1.47954366096761e-07,1.44230466860533e-07,1.57985728415723e-07,1.54364282068111e-07,1.28930991315469e-07,1.30184945244715e-07,1.34327340557147e-07,1.40348277863974e-07,1.41331603197257e-07,1.42694045997245e-07
768,1.53042554591524e-07,1.49073342792131e-07,1.63432827896749e-07,1.59609821970713e-07,1.32553701210022e-07,1.33882374825142e-07,1.38174620610569e-07,1.44412100768348e-07,1.45529540257715e-07,1.46930113756367e-07
816,1.58088889000559e-07,1.53919951280672e-07,1.6883299663278e-07,1.64855649190998e-07,1.36155769770779e-07,1.37541156367026e-07,1.4205394160198e-07,1.48380904308551e-07,1.49631290258736e-07,1.5107148150485e-07
864,1.63087485646045e-07,1.5869651565915e-07,1.75233417866752e-07,1.70142019500387e-07,1.39758346375264e-07,1.41225171169452e-07,1.45937508529518e-07,1.523443361489e-07,1.53736779184557e-07,1.55302501630659e-07
912,1.68314179043354e-07,1.63549379741307e-07,1.80718829724689e-07,1.76719366793254e-07,1.43385105427168e-07,1.44939986733347e-07,1.49805061137397e-07,1.56424321094414e-07,1.57937566390458e-07,1.59500858714535e-07
960,1.73341363983268e-07,1.69100007068832e-07,1.86145704457164e-07,1.8185564302359e-07,1.46984634492733e-07,1.4863357551042e-07,1.53663821821567e-07,1.60374995948819e-07,1.62024861025386e-07,1.63669194869676e-07
1008,1.78254613413399e-07,1.73821699469071e-07,1.91412725236515e-07,1.87048257651522e-07,1.50584967855364e-07,1.52450470786914e-07,1.57585983071383e-07,1.64383411203832e-07,1.66180819497599e-07,1.67879003812869e-07
