learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
11.0,0.008954271,8.520926464349032E-11,11.0,45.45454545454545,2.941176470588235,11.0,36784.0,10.0,0.0,9.8,1.2543258481484516,2205.6,3.7806525010020757
22.0,0.023851674,2.342807782255113E-10,22.0,59.09090909090909,10.810810810810823,22.0,38680.0,10.0,0.0,20.400000000000002,1.8451136670797392,2227.2000000000003,2.9694743268426818
33.0,0.032367031,3.1954294014515146E-10,33.0,60.60606060606061,10.062893081761008,33.0,38704.0,10.0,0.0,30.5,2.1460558137093164,2229.6000000000004,2.6799668322988874
44.0,0.038224102,3.807460479603873E-10,44.0,61.36363636363637,13.824884792626731,44.0,40392.0,10.0,0.0,41.8,2.0965580258021856,2230.4,2.8720878971384
55.0,0.044066059,4.418637662360237E-10,55.0,58.18181818181818,9.448818897637784,55.0,40440.0,10.0,0.0,56.199999999999996,3.210399767422535,2235.2000000000003,2.1333333333333337
66.0,0.049248049,4.960877288608915E-10,66.0,57.57575757575758,9.144542772861367,66.0,40448.0,10.0,0.0,71.30000000000001,3.8702569538583442,2236.0,1.7888543819998228
77.0,0.054821032,5.568251277858184E-10,77.0,61.038961038961034,19.23076923076922,77.0,42128.0,10.0,0.0,80.80000000000001,3.843609414773219,2236.0,1.7888543819998228
88.0,0.059317706,6.058323260086277E-10,88.0,61.36363636363637,20.76271186440677,88.0,42128.0,10.0,0.0,92.5,4.243295365109004,2236.0,1.7888543819998228
99.0,0.062696365,6.426687738485634E-10,99.0,60.60606060606061,19.175214569813694,99.0,42144.0,10.0,0.0,107.7,4.281873940746556,2237.6000000000004,1.2220201853215558
110.0,0.065802218,6.765309043663243E-10,110.0,61.81818181818181,22.091062394603703,110.0,42144.0,10.0,0.0,118.19999999999999,4.4865230289043305,2237.6000000000004,1.2220201853215558
121.0,0.069032995,7.117550416477024E-10,121.0,63.63636363636363,25.45505460655278,121.0,42144.0,10.0,0.0,127.5,4.595287441136481,2237.6000000000004,1.2220201853215558
132.0,0.071786041,7.417706293053924E-10,132.0,62.121212121212125,21.726755218216315,132.0,42144.0,10.0,0.0,145.5,5.637670913891066,2237.6000000000004,1.2220201853215558
143.0,0.075026027,7.771152858746548E-10,143.0,62.23776223776224,22.609741431148535,143.0,42168.0,10.0,0.0,157.9,5.886802565437746,2240.0,0.0
