"time","bagging","boosting","bagging_adwin","boosting_adwin","pame1","pame2","pame3","pame1adwin","pame2adwin","pame3adwin"
7659,3.32632098034438e-09,3.25203060255282e-09,7.95806733336713e-09,6.7207049751468e-09,3.9318388418398e-09,4.00465518772188e-09,4.0304368900963e-09,8.45969882691279e-09,8.4380353840068e-09,8.65767174493522e-09
15318,5.15220020121998e-09,5.04660126939416e-09,1.25315971252405e-08,1.04535349454731e-08,6.24170638262812e-09,6.35036700113366e-09,6.37095386597017e-09,1.38791049025228e-08,1.38641721245522e-08,1.41032433070346e-08
22977,6.45182638837645e-09,6.34545881533995e-09,1.6198065676002e-08,1.32628728396466e-08,8.08636680092249e-09,8.16019611048202e-09,8.22276660042505e-09,1.85397518288241e-08,1.84832662741136e-08,1.88195828854831e-08
30636,7.49055003490713e-09,7.38468995767956e-09,1.94475459947354e-08,1.56603104818385e-08,9.71060447350351e-09,9.7934254710666e-09,9.87386619268606e-09,2.2868085601543e-08,2.27928348296425e-08,2.32225099271888e-08
38295,8.47316906443901e-09,8.35285466382694e-09,2.26150090893937e-08,1.79779050211132e-08,1.13325948305738e-08,1.1420598377929e-08,1.15011187764713e-08,2.71400798383686e-08,2.71283636785216e-08,2.75270138934979e-08
45954,9.4945862780263e-09,9.37159959819789e-09,2.61106407912655e-08,2.04582990764144e-08,1.30117269654758e-08,1.3105393449362e-08,1.31944545784758e-08,3.17972379076812e-08,3.18292352993455e-08,3.22365875983093e-08
53613,1.05338610530272e-08,1.04101870858628e-08,2.96812984914829e-08,2.29802009983382e-08,1.47167175326186e-08,1.48270474993313e-08,1.49105893816489e-08,3.65487437123019e-08,3.65860520909023e-08,3.70310997251525e-08
61272,1.15697074277947e-08,1.14349837460452e-08,3.32075164757255e-08,2.54914945788723e-08,1.641433948028e-08,1.65336506715872e-08,1.66398558640335e-08,4.12850064912707e-08,4.13093681191198e-08,4.18190376556582e-08
68931,1.26065610182741e-08,1.24677899211438e-08,3.6731267152023e-08,2.80776491395384e-08,1.81378472045581e-08,1.82384249639387e-08,1.83506849359618e-08,4.60260987595862e-08,4.60466137127123e-08,4.66189911776947e-08
76590,1.36408475657615e-08,1.35075590222246e-08,4.02722475996034e-08,3.06506815569103e-08,1.98347400618717e-08,1.99429722855695e-08,2.00734674064753e-08,5.07720928575119e-08,5.07850954608164e-08,5.1422958272054e-08
