learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
181.0,0.114984687,1.260780774317682E-9,181.0,68.50828729281768,26.532792138431965,181.0,42384.0,10.0,0.0,205.70000000000002,4.501974875293928,2664.0,0.0
362.0,0.269613791,3.003296634815633E-9,362.0,72.65193370165746,30.430562565516166,362.0,43560.0,10.0,1.0,465.0,117.38284940029925,2664.0,0.0
543.0,0.332314952,3.715326416436583E-9,543.0,74.40147329650092,34.5629990549925,543.0,43896.0,10.0,1.0,772.9,190.39528764009773,2664.0,0.0
724.0,0.378800071,4.243208015474181E-9,724.0,75.0,37.85849772382398,724.0,43896.0,10.0,3.0,1454.8,500.873676689043,2664.0,0.0
905.0,0.410669976,4.600964954507848E-9,905.0,75.4696132596685,39.979207370628615,905.0,43392.0,10.0,4.0,2088.2,658.5721052229419,2664.0,0.0
1086.0,0.455622492,5.105581285369893E-9,1086.0,74.6,40.67333429875414,1086.0,43392.0,10.0,7.0,3009.5,958.2180249470019,2664.0,0.0
1267.0,0.50251154,5.638049872480333E-9,1267.0,76.0,42.32322067135772,1267.0,43896.0,10.0,9.0,4510.5,1526.1521130680983,2664.0,0.0
1448.0,0.52204138,5.8600718163078035E-9,1448.0,73.2,38.004293434006954,1448.0,43944.0,10.0,12.0,6282.8,2228.1707584673327,2618.4,45.599999999999994
1629.0,0.541560116,6.087663374406597E-9,1629.0,74.8,39.67106365660386,1629.0,45072.0,10.0,12.0,6739.299999999999,2440.274643240888,2664.0,0.0
1810.0,0.561362494,6.313398370755216E-9,1810.0,73.8,38.036856245506485,1810.0,44064.0,10.0,15.0,5912.5,2641.3014984199654,2664.0,0.0
1991.0,0.580552156,6.53071903826048E-9,1991.0,74.8,34.42418186360229,1991.0,43776.0,10.0,17.0,8374.9,3934.7180400181715,2618.4,45.599999999999994
2172.0,0.600115448,6.7605306350315615E-9,2172.0,74.2,36.61338587706929,2172.0,45408.0,10.0,18.0,10076.199999999999,5055.561359752468,2664.0,0.0
2353.0,0.619079642,6.981656145441036E-9,2353.0,76.5,36.21064060803474,2353.0,45072.0,10.0,20.0,11259.2,6183.2792357022545,2664.0,0.0
2534.0,0.639063178,7.212061788725356E-9,2534.0,74.4,32.961830142037115,2534.0,44568.0,10.0,22.0,6281.9,2731.718419074541,2664.0,0.0
2715.0,0.658501416,7.439559546634555E-9,2715.0,75.0,30.893409995577194,2715.0,45240.0,10.0,22.0,7094.2,2901.8194552919913,2664.0,0.0
2896.0,0.678342874,7.671776438343028E-9,2896.0,71.2,29.196577834595335,2896.0,45240.0,10.0,25.0,10341.599999999999,3383.222415915861,2664.0,0.0
3077.0,0.697858616,7.901877649078766E-9,3077.0,72.6,26.79394901225264,3077.0,45576.0,10.0,27.0,12345.300000000001,4231.741800698357,2664.0,0.0
3258.0,0.71706274,8.131643291190265E-9,3258.0,71.2,26.58754435335861,3258.0,46248.0,10.0,27.0,12880.800000000001,4321.828434560744,2664.0,0.0
3439.0,0.734995532,8.346977610563237E-9,3439.0,74.6,34.33027219326549,3439.0,46416.0,10.0,28.0,14781.5,4901.319711737509,2664.0,0.0
3620.0,0.75430422,8.583029429987072E-9,3620.0,72.2,34.590697761966595,3620.0,47256.0,10.0,28.0,15294.9,5072.860778364282,2664.0,0.0
3801.0,0.772727536,8.80585530715684E-9,3801.0,74.3,32.595467897608046,3801.0,46752.0,10.0,29.0,17362.800000000003,6191.7074144913095,2664.0,0.0
3982.0,0.791902358,9.031936885702111E-9,3982.0,72.8,30.89571350175806,3982.0,45576.0,10.0,31.0,13835.0,5810.665391234371,2664.0,0.0
