learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes)
7.0,0.005362277,7.435525436368255E-12,7.0,71.42857142857143,0.0,7.0,5360.0
14.0,0.012889637,1.7873232542640638E-11,14.0,71.42857142857143,31.70731707317072,14.0,5360.0
21.0,0.014571101,2.020481077747213E-11,21.0,71.42857142857143,30.000000000000004,21.0,5360.0
28.0,0.016198861,2.24619211215112E-11,28.0,71.42857142857143,38.121546961325976,28.0,5360.0
35.0,0.017702677,2.4547166273825703E-11,35.0,74.28571428571429,44.44444444444445,35.0,5360.0
42.0,0.018979893,2.6318199746310715E-11,42.0,76.19047619047619,44.88188976377951,42.0,5360.0
49.0,0.020302158,2.8151699776450798E-11,49.0,79.59183673469387,53.94736842105263,49.0,5360.0
56.0,0.021448041,2.974062220503887E-11,56.0,82.14285714285714,59.30232558139533,56.0,5360.0
63.0,0.023157554,3.211109418835905E-11,63.0,84.12698412698413,61.3022113022113,63.0,5360.0
70.0,0.024244103,3.361774196641313E-11,70.0,81.42857142857143,55.69620253164557,70.0,5360.0
77.0,0.025415318,3.524179065393077E-11,77.0,83.11688311688312,59.58821154622528,77.0,5360.0
84.0,0.026544893,3.680809982534912E-11,84.0,84.52380952380952,64.453125,84.0,5360.0
91.0,0.027650409,3.834104792525371E-11,91.0,84.61538461538461,64.88423373759647,91.0,5360.0
98.0,0.028603133,3.966212916291422E-11,98.0,85.71428571428571,67.22408026755852,98.0,5360.0
105.0,0.029615243,4.106555715617206E-11,105.0,85.71428571428571,67.88990825688073,105.0,5360.0
112.0,0.030568967,4.2388025029665895E-11,112.0,86.60714285714286,70.1492537313433,112.0,5360.0
119.0,0.03144714,4.3605731179316836E-11,119.0,86.5546218487395,69.72972972972974,119.0,5360.0
126.0,0.032374175,4.4891191129055287E-11,126.0,87.3015873015873,70.9090909090909,126.0,5360.0
133.0,0.03325044,4.6106251577536266E-11,133.0,87.21804511278195,70.83709531794143,133.0,5360.0
140.0,0.034717861,4.814103011869722E-11,140.0,87.14285714285714,71.33757961783441,140.0,5360.0
147.0,0.035582406,4.933983919521173E-11,147.0,87.75510204081633,72.30479380364244,147.0,5360.0
154.0,0.036322641,5.036627557128668E-11,154.0,88.31168831168831,73.4736842105263,154.0,5360.0
161.0,0.037095096,5.1437389353911084E-11,161.0,88.81987577639751,75.25192143467122,161.0,5360.0
168.0,0.037836562,5.2465532678696846E-11,168.0,89.28571428571429,76.19647355163728,168.0,5360.0
175.0,0.038526164,5.3421759522623486E-11,175.0,89.71428571428571,77.25631768953069,175.0,5360.0
182.0,0.039289191,5.447980010261138E-11,182.0,90.10989010989012,78.05760214333557,182.0,5360.0
189.0,0.039968649,5.542196091264486E-11,189.0,90.47619047619048,79.11089279135453,189.0,5360.0
196.0,0.040682359,5.6411616773241093E-11,196.0,90.3061224489796,78.89367490364995,196.0,5360.0
203.0,0.041399799,5.7406444785495596E-11,203.0,90.64039408866995,79.28237632271579,203.0,5360.0
210.0,0.042136371,5.84278019145131E-11,210.0,90.95238095238095,80.29629629629629,210.0,5360.0
217.0,0.043566369,6.041068838288386E-11,217.0,91.24423963133641,80.87396205408916,217.0,5360.0
224.0,0.044366604,6.15203229089578E-11,224.0,91.51785714285714,81.52457023788851,224.0,5360.0
231.0,0.04510333,6.254189357989364E-11,231.0,91.77489177489177,82.03364853248189,231.0,5360.0
238.0,0.045903305,6.365116758065091E-11,238.0,91.59663865546219,81.6527906259636,238.0,5360.0
245.0,0.04663839,6.467046278218428E-11,245.0,91.83673469387756,82.12983223924142,245.0,5360.0
252.0,0.047322352,6.561886900001101E-11,252.0,91.66666666666666,81.76681367144431,252.0,5360.0
259.0,0.048082913,6.667349013603395E-11,259.0,91.8918918918919,82.21560997940033,259.0,5360.0
266.0,0.048845524,6.773095387551519E-11,266.0,92.10526315789474,82.46153846153845,266.0,5360.0
273.0,0.049508087,6.864968747314479E-11,273.0,92.3076923076923,82.78326676476773,273.0,5360.0
280.0,0.050111131,6.948588989261123E-11,280.0,92.14285714285714,82.42009132420091,280.0,5360.0
287.0,0.050728439,7.03418712856041E-11,287.0,92.33449477351915,82.98846858497681,287.0,5360.0
294.0,0.05234622,7.258514439066251E-11,294.0,92.51700680272108,83.44001228941575,294.0,5360.0
301.0,0.053035295,7.3540640477505E-11,301.0,92.69102990033223,83.79344101811061,301.0,5360.0
308.0,0.053688043,7.44457642444306E-11,308.0,92.85714285714286,84.20365535248042,308.0,5360.0
315.0,0.054306354,7.530313643316428E-11,315.0,93.01587301587301,84.65863809439476,315.0,5360.0
322.0,0.054896704,7.612173689736261E-11,322.0,93.16770186335404,84.90002984183825,322.0,5360.0
329.0,0.055513082,7.697642871903049E-11,329.0,93.3130699088146,85.19473081328752,329.0,5360.0
336.0,0.056134076,7.783752125170496E-11,336.0,93.15476190476191,84.91449988287656,336.0,5360.0
343.0,0.056729596,7.866329062316153E-11,343.0,93.29446064139941,85.19637462235649,343.0,5360.0
350.0,0.057366123,7.95459217702349E-11,350.0,93.42857142857143,85.52418629742851,350.0,5360.0
357.0,0.057876716,8.025392832027542E-11,357.0,93.27731092436974,85.1908185840708,357.0,5360.0
364.0,0.05826088,8.078662388854557E-11,364.0,93.4065934065934,85.39667680786333,364.0,5360.0
371.0,0.059296407,8.222252273311218E-11,371.0,93.26145552560648,85.19151246148198,371.0,5360.0
378.0,0.059661422,8.272866561181016E-11,378.0,93.38624338624338,85.44227747481283,378.0,5360.0
385.0,0.060101451,8.333882559090854E-11,385.0,93.5064935064935,85.78265557836895,385.0,5360.0
392.0,0.060495463,8.38851767488652E-11,392.0,93.62244897959184,85.96712297382439,392.0,5360.0
399.0,0.061005046,8.459178279671406E-11,399.0,93.48370927318295,85.56881729404891,399.0,5360.0
406.0,0.061409021,8.515194900747804E-11,406.0,93.59605911330048,85.84569175896377,406.0,5360.0
413.0,0.061813154,8.571233430670369E-11,413.0,93.7046004842615,86.15701946628852,413.0,5360.0
420.0,0.062774215,8.704497592730656E-11,420.0,93.80952380952381,86.41114982578398,420.0,5360.0
427.0,0.063122125,8.752740040007567E-11,427.0,93.91100702576112,86.73564481827523,427.0,5360.0
434.0,0.063507528,8.80618140101433E-11,434.0,94.00921658986175,87.00509017205243,434.0,5360.0
441.0,0.063896214,8.860077994565171E-11,441.0,93.42403628117914,85.69703069954706,441.0,5360.0
448.0,0.064239346,8.907657907240922E-11,448.0,93.52678571428571,85.8604327195159,448.0,5360.0
455.0,0.064593497,8.956765753941405E-11,455.0,93.62637362637362,86.09779482262704,455.0,5360.0
462.0,0.064951616,9.006423817740548E-11,462.0,93.72294372294373,86.25141097998973,462.0,5360.0
469.0,0.065366492,9.063952010538845E-11,469.0,93.81663113006397,86.47622077934992,469.0,5360.0
476.0,0.06571331,9.112043037182757E-11,476.0,93.90756302521008,86.693657219973,476.0,5360.0
483.0,0.066057627,9.159787266204756E-11,483.0,93.7888198757764,86.40049555130082,483.0,5360.0
490.0,0.066397524,9.20691860218843E-11,490.0,93.87755102040816,86.64801627670397,490.0,5360.0
497.0,0.067336833,9.337166553984087E-11,497.0,93.96378269617706,86.81930693069307,497.0,5360.0
504.0,0.067711006,9.389050722950037E-11,504.0,93.84920634920636,86.5021770682148,504.0,5360.0
511.0,0.068100355,9.443039250456626E-11,511.0,93.9334637964775,86.73893934954584,511.0,5360.0
518.0,0.068459666,9.492862601247101E-11,518.0,93.82239382239382,86.53168012740304,518.0,5360.0
525.0,0.068830024,9.54421776864264E-11,525.0,93.9047619047619,86.75851632328136,525.0,5360.0
532.0,0.069211938,9.59717533240716E-11,532.0,93.98496240601504,86.94718763417775,532.0,5360.0
539.0,0.06959646,9.650494530797008E-11,539.0,93.87755102040816,86.71511475924088,539.0,5360.0
546.0,0.069985834,9.70448652489318E-11,546.0,93.77289377289377,86.48908296943232,546.0,5360.0
553.0,0.070344336,9.754197696844739E-11,553.0,93.85171790235081,86.70297029702971,553.0,5360.0
560.0,0.070693166,9.802567714618315E-11,560.0,93.92857142857143,86.85373398144056,560.0,5360.0
567.0,0.071601761,9.928556753115524E-11,567.0,94.00352733686067,86.97291599091794,567.0,5360.0
574.0,0.07192781,9.973767875797222E-11,574.0,93.90243902439023,86.75448659625248,574.0,5360.0
581.0,0.072255969,1.001927157863975E-10,581.0,93.97590361445783,86.9272852339717,581.0,5360.0
588.0,0.072592111,1.0065882232868014E-10,588.0,94.04761904761905,87.14810281517748,588.0,5360.0
595.0,0.073108435,1.0137477568868139E-10,595.0,94.11764705882352,87.31041794882731,595.0,5360.0
602.0,0.073509184,1.0193046861224709E-10,602.0,94.18604651162791,87.46862696118664,602.0,5360.0
609.0,0.073932663,1.0251767976830408E-10,609.0,94.25287356321839,87.59912265901805,609.0,5360.0
616.0,0.074309889,1.0304075485716269E-10,616.0,94.31818181818183,87.72684837306738,616.0,5360.0
623.0,0.074651419,1.0351433259331523E-10,623.0,94.3820224719101,87.8518939457249,623.0,5360.0
630.0,0.075015018,1.0401851199567324E-10,630.0,94.44444444444444,87.99712584237858,630.0,5360.0
637.0,0.075408327,1.0456388834863907E-10,637.0,94.5054945054945,88.09428450895265,637.0,5360.0
644.0,0.076376546,1.0590645550853683E-10,644.0,94.09937888198758,87.21795086077219,644.0,5360.0
651.0,0.076701162,1.0635657968620465E-10,651.0,94.16282642089094,87.34266592988273,651.0,5360.0
658.0,0.077036103,1.0682102087885148E-10,658.0,94.22492401215806,87.41747181964573,658.0,5360.0
665.0,0.077382824,1.0730179664161476E-10,665.0,94.28571428571428,87.51408186256101,665.0,5360.0
672.0,0.077742502,1.0780053904487033E-10,672.0,94.34523809523809,87.67936235296388,672.0,5360.0
679.0,0.078070913,1.082559255055256E-10,679.0,94.2562592047128,87.52972644605916,679.0,5360.0
686.0,0.078400942,1.0871355554295918E-10,686.0,94.31486880466473,87.66744415455106,686.0,5360.0
693.0,0.078793317,1.092576367780567E-10,693.0,94.22799422799423,87.45485649116137,693.0,5360.0
699.0,0.079217112,1.0984528611103701E-10,699.0,94.27753934191702,87.60253624794927,699.0,5360.0
