learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes)
3.0,0.00617431,2.3422783923645814E-11,3.0,100.0,?,3.0,14664.0,10.0,0.0,1.7000000000000002,0.36666666666666664,750.4000000000001,95.87992490610326
6.0,0.039685568,1.8023464532362092E-10,6.0,66.66666666666666,0.0,6.0,18088.0,10.0,0.0,4.8999999999999995,0.7810249675906654,923.1999999999999,87.45040499239174
9.0,0.068873492,3.311325665977266E-10,9.0,66.66666666666666,0.0,9.0,19984.0,10.0,0.0,9.100000000000001,0.8359957469322967,1112.8,23.077068945407934
12.0,0.096829626,4.776873235528668E-10,12.0,66.66666666666666,22.58064516129032,12.0,20264.0,10.0,0.0,12.8,1.5549205052920798,1140.8,12.173559691214217
15.0,0.111659696,5.557073985578285E-10,15.0,66.66666666666666,11.764705882352954,15.0,20336.0,10.0,0.0,17.9,1.6360521589077366,1147.9999999999998,12.691204303243515
18.0,0.12196332,6.14392255184551E-10,18.0,66.66666666666666,10.000000000000012,18.0,22016.0,10.0,0.0,20.1,1.662995957768856,1147.9999999999998,12.691204303243515
21.0,0.130998784,6.660412353318598E-10,21.0,71.42857142857143,25.0,21.0,22096.0,10.0,0.0,22.400000000000002,1.9218047073866096,1156.0,9.101892355133879
24.0,0.136821704,6.993385587674048E-10,24.0,70.83333333333334,19.230769230769226,24.0,22104.0,10.0,0.0,26.2,1.8245242911205342,1156.8000000000002,9.175813618178795
27.0,0.14280857,7.335981588976251E-10,27.0,70.37037037037037,16.923076923076945,27.0,22120.0,10.0,0.0,28.5,1.6947631758514878,1158.3999999999999,8.583187701029905
30.0,0.147483124,7.603481063370903E-10,30.0,73.33333333333333,18.918918918918905,30.0,22120.0,10.0,0.0,30.099999999999998,1.7978382080215733,1158.3999999999999,8.583187701029905
33.0,0.152495986,7.890443823610742E-10,33.0,75.75757575757575,20.481927710843355,33.0,22128.0,10.0,0.0,31.3,1.9093337988826247,1159.1999999999998,8.718817452944972
36.0,0.15742199,8.19394558167292E-10,36.0,75.0,25.000000000000007,36.0,23816.0,10.0,0.0,34.800000000000004,2.337139752394413,1160.0,8.516650358758035
39.0,0.162752936,8.522396691971354E-10,39.0,76.92307692307693,26.41509433962267,39.0,23816.0,10.0,0.0,36.699999999999996,2.027861489900684,1160.0,8.516650358758035
42.0,0.167280288,8.801898828314409E-10,42.0,78.57142857142857,27.58620689655172,42.0,23864.0,10.0,0.0,39.300000000000004,1.9382122346808837,1164.8000000000002,9.175813618178799
45.0,0.17179315,9.081907381862401E-10,45.0,73.33333333333333,18.918918918918905,45.0,23984.0,10.0,0.0,48.2,3.08688984074406,1176.7999999999997,3.8551552786136036
48.0,0.176493792,9.373567079669898E-10,48.0,75.0,20.0,48.0,23984.0,10.0,0.0,49.0,2.932575659723036,1176.7999999999997,3.8551552786136036
51.0,0.180565606,9.62621002520124E-10,51.0,74.50980392156863,17.228464419475674,51.0,23984.0,10.0,0.0,51.9,2.9152853872114965,1176.7999999999997,3.8551552786136036
54.0,0.184840706,9.891820123212205E-10,54.0,72.22222222222221,12.526997840172777,54.0,24016.0,10.0,0.0,57.9,3.443028382753248,1180.0,4.000000000000001
57.0,0.189009262,1.0150896961655881E-9,57.0,71.9298245614035,11.456310679611647,57.0,24024.0,10.0,0.0,61.7,3.8903013308025955,1180.8,3.2000000000000015
60.0,0.193639026,1.043863799712724E-9,60.0,73.33333333333333,12.408759124087563,60.0,24024.0,10.0,0.0,63.1,3.4623370398876214,1180.8,3.2000000000000015
63.0,0.197598192,1.0684701192668742E-9,63.0,74.60317460317461,13.253012048192772,63.0,24024.0,10.0,0.0,65.30000000000001,3.6939891114560086,1180.8,3.2000000000000015
66.0,0.20209373,1.0964100047366487E-9,66.0,75.75757575757575,19.634703196347058,66.0,24024.0,10.0,0.0,67.5,3.8737004989487187,1180.8,3.2000000000000015
69.0,0.206806702,1.125701248165634E-9,69.0,76.81159420289855,20.346320346320308,69.0,24024.0,10.0,0.0,71.5,3.9306488014067096,1180.8,3.2000000000000015
72.0,0.210921276,1.1512734324774809E-9,72.0,76.38888888888889,23.1155778894472,72.0,24024.0,10.0,0.0,73.7,3.789019222261438,1180.8,3.2000000000000015
75.0,0.214822452,1.175527416571147E-9,75.0,77.33333333333333,23.78959952181707,75.0,24032.0,10.0,0.0,75.6,3.916347504726537,1181.6,2.400000000000002
78.0,0.218421352,1.199466265725593E-9,78.0,78.2051282051282,28.478964401294526,78.0,25712.0,10.0,0.0,78.2,3.9519334227410483,1181.6,2.400000000000002
81.0,0.222586838,1.227191124049326E-9,81.0,77.77777777777779,27.027027027027046,81.0,25728.0,10.0,0.0,85.8,3.97994974842648,1183.2,0.8000000000000023
84.0,0.22606612,1.2503487101073068E-9,84.0,77.38095238095238,25.69832402234639,84.0,25728.0,10.0,0.0,88.09999999999998,4.0151103485596895,1183.2,0.8000000000000023
87.0,0.2295153,1.2733059417083862E-9,87.0,75.86206896551724,22.81368821292775,87.0,25728.0,10.0,0.0,92.8,3.9293765408776995,1183.2,0.8000000000000023
90.0,0.233614588,1.3005901959414286E-9,90.0,76.66666666666667,23.35766423357665,90.0,25728.0,10.0,0.0,94.20000000000002,4.004996878900156,1183.2,0.8000000000000023
93.0,0.237154148,1.3241489834462605E-9,93.0,76.34408602150538,22.3234624145786,93.0,25728.0,10.0,0.0,97.5,4.112987559751021,1183.2,0.8000000000000023
96.0,0.241076712,1.3502569888904692E-9,96.0,77.08333333333334,26.102169349195275,96.0,25728.0,10.0,0.0,99.4,4.022713291078824,1183.2,0.8000000000000023
99.0,0.244420662,1.372513825185597E-9,99.0,77.77777777777779,26.567768037761287,99.0,25728.0,10.0,0.0,100.6,3.9446165846632035,1183.2,0.8000000000000023
102.0,0.248733106,1.4012168142075341E-9,102.0,77.45098039215686,25.523809523809554,102.0,25728.0,10.0,0.0,107.30000000000001,4.432330713694045,1183.2,0.8000000000000023
105.0,0.252203614,1.4243160018200677E-9,105.0,77.14285714285715,24.55089820359286,105.0,25728.0,10.0,0.0,115.10000000000001,4.859012245302537,1183.2,0.8000000000000023
108.0,0.255824962,1.448419158148269E-9,108.0,76.85185185185185,28.571428571428587,108.0,25728.0,10.0,0.0,119.6,4.8446992797397765,1183.2,0.8000000000000023
111.0,0.259849414,1.4752053150410454E-9,111.0,76.57657657657657,29.575402635431892,111.0,25728.0,10.0,0.0,121.89999999999999,4.833793081582574,1183.2,0.8000000000000023
114.0,0.263390174,1.4987720895682773E-9,114.0,76.31578947368422,28.650904033379714,114.0,25728.0,10.0,0.0,127.9,4.156520981141159,1183.2,0.8000000000000023
117.0,0.2668488,1.5217921923473477E-9,117.0,76.06837606837607,27.777777777777775,117.0,25728.0,10.0,0.0,133.8,4.827697864061779,1183.2,0.8000000000000023
120.0,0.27092934,1.5489516626670957E-9,120.0,76.66666666666667,30.319369556200776,120.0,25728.0,10.0,0.0,134.9,4.794557099230103,1183.2,0.8000000000000023
123.0,0.274411034,1.5721253026401003E-9,123.0,74.79674796747967,26.03297769156157,123.0,25728.0,10.0,0.0,138.2,4.979513586240684,1183.2,0.8000000000000023
126.0,0.277969828,1.5958121088022987E-9,126.0,75.39682539682539,28.435324294613416,126.0,25728.0,10.0,0.0,140.1,5.136903520388308,1183.2,0.8000000000000023
129.0,0.281961396,1.6223793946579098E-9,129.0,75.96899224806202,28.881380046238675,129.0,25728.0,10.0,0.0,144.00000000000003,5.70769461146773,1183.2,0.8000000000000023
132.0,0.286539176,1.6528484208260971E-9,132.0,75.0,26.91275167785233,132.0,25728.0,10.0,0.0,152.4,7.041464494139143,1183.2,0.8000000000000023
135.0,0.289894798,1.675182944225768E-9,135.0,74.81481481481481,25.94385285575993,135.0,25728.0,10.0,0.0,155.5,7.236097782030805,1183.2,0.8000000000000023
138.0,0.2932615,1.697591214465598E-9,138.0,74.63768115942028,25.25533890436395,138.0,25728.0,10.0,0.0,159.3,7.453634460225876,1183.2,0.8000000000000023
141.0,0.297214016,1.7238985759889082E-9,141.0,75.177304964539,29.084638597499662,141.0,25728.0,10.0,0.0,160.6,7.449384762068162,1183.2,0.8000000000000023
144.0,0.300514906,1.7458688112969197E-9,144.0,75.69444444444444,29.490766648013444,144.0,25728.0,10.0,0.0,162.79999999999998,7.355723395198235,1183.2,0.8000000000000023
147.0,0.303773576,1.7675647806955706E-9,147.0,75.51020408163265,28.79440258342303,147.0,25736.0,10.0,0.0,166.9,7.655716818169281,1184.0,0.0
150.0,0.30719448,1.790340891347991E-9,150.0,74.66666666666667,26.65980442614514,150.0,25736.0,10.0,0.0,171.7,7.879720807236764,1184.0,0.0
153.0,0.311008306,1.8157330458735425E-9,153.0,75.16339869281046,28.592483419307293,153.0,25736.0,10.0,0.0,172.7,7.916298237040955,1184.0,0.0
156.0,0.314516654,1.8406161402124497E-9,156.0,74.35897435897436,26.949192226644804,156.0,27416.0,10.0,0.0,177.0,7.874007874011812,1184.0,0.0
159.0,0.31778973,1.8638305587611264E-9,159.0,74.21383647798741,26.16377845735641,159.0,27416.0,10.0,0.0,180.0,8.290556877154472,1184.0,0.0
162.0,0.322295666,1.895789084703558E-9,162.0,74.69135802469135,26.542800265427996,162.0,27416.0,10.0,0.0,181.8,8.504639256834405,1184.0,0.0
165.0,0.325599438,1.9192212158234584E-9,165.0,74.54545454545455,25.96153846153846,165.0,27416.0,10.0,0.0,184.0,8.510124688993823,1184.0,0.0
168.0,0.328940018,1.9429144091117712E-9,168.0,75.0,27.749334425558043,168.0,27416.0,10.0,0.0,186.9,8.478010772974205,1184.0,0.0
171.0,0.332882642,1.9708776228336824E-9,171.0,74.85380116959064,28.521434820647425,171.0,27416.0,10.0,0.0,191.5,8.665705074859428,1184.0,0.0
174.0,0.336257282,1.9948123879937662E-9,174.0,74.71264367816092,27.787209960384825,174.0,27416.0,10.0,0.0,199.5,9.163029581481831,1184.0,0.0
177.0,0.339554594,2.0181987013129725E-9,177.0,74.01129943502825,27.626666666666672,177.0,27416.0,10.0,0.0,206.3,9.770761371447865,1184.0,0.0
180.0,0.342887702,2.0418388991513186E-9,180.0,73.88888888888889,27.119228118538945,180.0,27416.0,10.0,0.0,210.4,9.896351740807203,1184.0,0.0
183.0,0.346744156,2.0691909488042197E-9,183.0,73.77049180327869,26.628800534580687,183.0,27416.0,10.0,0.0,213.4,9.668045878620513,1184.0,0.0
186.0,0.349998382,2.092271672996382E-9,186.0,74.19354838709677,28.150651859005304,186.0,27416.0,10.0,0.0,214.9,9.676374435821623,1184.0,0.0
189.0,0.35332897,2.1158939976369343E-9,189.0,74.60317460317461,28.47682119205301,189.0,27416.0,10.0,0.0,217.39999999999998,9.640424149267385,1184.0,0.0
192.0,0.35786923,2.1480959678813817E-9,192.0,74.47916666666666,28.94259818731118,192.0,27416.0,10.0,0.0,220.0,9.650561296283929,1184.0,0.0
195.0,0.36110411,2.1710394798177814E-9,195.0,74.35897435897436,29.378531073446336,195.0,27416.0,10.0,0.0,225.1,10.145004244016414,1184.0,0.0
198.0,0.364360772,2.194137481434478E-9,198.0,74.74747474747475,29.69748615253517,198.0,27416.0,10.0,0.0,229.0,10.14889156509222,1184.0,0.0
201.0,0.368287902,2.2219908033601114E-9,201.0,74.12935323383084,28.28324413338822,201.0,27416.0,10.0,0.0,233.6,10.389310746039785,1184.0,0.0
204.0,0.37153412,2.2450147305015064E-9,204.0,74.50980392156863,28.594507269789965,204.0,27416.0,10.0,0.0,235.40000000000003,10.50100524288561,1184.0,0.0
207.0,0.374723024,2.2676321558737097E-9,207.0,74.8792270531401,28.894173602853762,207.0,27416.0,10.0,0.0,239.50000000000003,10.840510443086462,1184.0,0.0
210.0,0.377941262,2.290457633779281E-9,210.0,75.23809523809524,29.182879377431885,210.0,27416.0,10.0,0.0,242.0,11.133532932342524,1184.0,0.0
213.0,0.38188967,2.3184618707456526E-9,213.0,75.11737089201877,28.708556994000627,213.0,27416.0,10.0,0.0,245.20000000000002,11.336078099001726,1184.0,0.0
216.0,0.38512717,2.341423965133727E-9,216.0,75.0,28.248031496062993,216.0,27416.0,10.0,0.0,248.3,11.204215476526878,1184.0,0.0
219.0,0.388297524,2.363909823911058E-9,219.0,74.88584474885845,27.80075525984534,219.0,27416.0,10.0,0.0,252.1,11.386590554000108,1184.0,0.0
222.0,0.392193901,2.3915450289907558E-9,222.0,75.22522522522522,28.066454577589266,222.0,27416.0,10.0,0.0,254.2,11.428813489500026,1184.0,0.0
225.0,0.396082513,2.4191251605066163E-9,225.0,75.1111111111111,27.48618784530384,225.0,27416.0,10.0,0.0,255.60000000000002,11.196428001822722,1184.0,0.0
228.0,0.399398149,2.4426414375069243E-9,228.0,74.56140350877193,26.238286479250316,228.0,27416.0,10.0,0.0,261.2,11.755660575040245,1184.0,0.0
231.0,0.403347753,2.470654157149709E-9,231.0,74.45887445887446,25.828571428571433,231.0,27416.0,10.0,0.0,266.09999999999997,11.434305109333637,1184.0,0.0
