learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1.0,0.114259646,3.07887087042133E-10,1.0,100.0,?,1.0,10416.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2.0,0.123393259,3.35428725582444E-10,2.0,50.0,0.0,2.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3.0,0.126900582,3.460047618465291E-10,3.0,66.66666666666666,0.0,3.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4.0,0.129216522,3.5298828330304885E-10,4.0,50.0,0.0,4.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
5.0,0.131347045,3.59412695457124E-10,5.0,60.0,0.0,5.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6.0,0.13394104,3.6723466828051536E-10,6.0,50.0,0.0,6.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7.0,0.135881169,3.730849634090231E-10,7.0,42.857142857142854,0.0,7.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
8.0,0.138917117,3.8223960817481076E-10,8.0,37.5,0.0,8.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
9.0,0.14179832,3.9092763246347503E-10,9.0,33.33333333333333,0.0,9.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10.0,0.144540073,3.991951570556395E-10,10.0,30.0,-20.689655172413804,10.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
11.0,0.146211629,4.042355929873883E-10,11.0,27.27272727272727,-18.91891891891893,11.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
12.0,0.147858147,4.0920052894494594E-10,12.0,25.0,-35.0,12.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
13.0,0.149205196,4.1326244142734336E-10,13.0,30.76923076923077,-23.157894736842106,13.0,11656.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
