learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes)
7.0,0.005663496,1.247136076291402E-11,7.0,28.57142857142857,-52.17391304347827,7.0,8512.0
14.0,0.01481209,3.261711812681621E-11,14.0,50.0,-25.641025641025678,14.0,8512.0
21.0,0.016927529,3.727544276250733E-11,21.0,57.14285714285714,-17.391304347826082,21.0,8512.0
28.0,0.019367429,4.264825014604462E-11,28.0,60.71428571428571,-13.235294117647092,28.0,8512.0
35.0,0.02143879,4.720951235956615E-11,35.0,62.857142857142854,-10.705596107055957,35.0,8512.0
42.0,0.023125225,5.092314423786268E-11,42.0,61.904761904761905,-9.090909090909056,42.0,8512.0
49.0,0.025182684,5.5453793406486504E-11,49.0,61.224489795918366,-7.879490150637299,49.0,8512.0
56.0,0.026690214,5.877346565326054E-11,56.0,62.5,-6.909090909090922,56.0,8512.0
63.0,0.028216318,6.213403897153005E-11,63.0,61.904761904761905,-6.179775280898867,63.0,8512.0
70.0,0.029683157,6.53641071750058E-11,70.0,60.0,-5.603448275862077,70.0,8512.0
77.0,0.031043741,6.836019544137847E-11,77.0,59.74025974025974,-5.107881990312626,77.0,8512.0
84.0,0.033093331,7.287351659602587E-11,84.0,55.952380952380956,-4.716981132075454,84.0,8512.0
91.0,0.035160379,7.742528132266467E-11,91.0,59.34065934065934,-4.338394793926245,91.0,8512.0
98.0,0.03644246,8.024850123458436E-11,98.0,61.224489795918366,-4.022346368715101,98.0,8512.0
105.0,0.037609415,8.281820673081608E-11,105.0,61.904761904761905,-3.7549407114624205,105.0,8512.0
112.0,0.039354928,8.666193193859522E-11,112.0,61.60714285714286,-3.5253654342218166,112.0,8512.0
119.0,0.040482056,8.914393597178987E-11,119.0,61.34453781512605,-3.3220083050207405,119.0,8512.0
126.0,0.041709154,9.184607999192342E-11,126.0,59.523809523809526,-3.146067415730351,126.0,8512.0
133.0,0.042965622,9.461289852857587E-11,133.0,60.150375939849624,-2.980277574872146,133.0,8512.0
140.0,0.044203095,9.73378889262676E-11,140.0,58.57142857142858,-2.836879432624092,140.0,8512.0
147.0,0.04528396,9.971801903512741E-11,147.0,59.183673469387756,-2.7014438751746606,147.0,8512.0
154.0,0.046356912,1.0208072423934934E-10,154.0,58.44155844155844,-2.581182348043277,154.0,8512.0
161.0,0.04743009,1.0444392710924145E-10,161.0,59.006211180124225,-2.4686595949855397,161.0,8512.0
168.0,0.048499719,1.0679931486646332E-10,168.0,57.738095238095234,-2.368692070030922,168.0,8512.0
175.0,0.050010149,1.101253730886512E-10,175.0,57.714285714285715,-2.2745221923866388,175.0,8512.0
182.0,0.050895672,1.120753482977549E-10,182.0,58.24175824175825,-2.1867612293144143,182.0,8512.0
189.0,0.05204763,1.1461202949285505E-10,189.0,58.201058201058196,-2.1062709430349322,189.0,8512.0
196.0,0.052931653,1.1655870161122743E-10,196.0,58.673469387755105,-2.0308483290488573,196.0,8512.0
203.0,0.053821502,1.1851820293400021E-10,203.0,59.60591133004927,-1.9600637020702927,203.0,8512.0
210.0,0.054708479,1.2047137993905278E-10,210.0,59.04761904761905,-1.8957345971564024,210.0,8512.0
217.0,0.055643606,1.2253058615658018E-10,217.0,60.36866359447005,-1.8334606569900638,217.0,8512.0
224.0,0.056542489,1.2450998089379733E-10,224.0,61.16071428571429,-1.7756423647378357,224.0,8512.0
231.0,0.057985522,1.276876268453068E-10,231.0,60.17316017316018,-1.7231476163124555,231.0,8512.0
238.0,0.05895896,1.2983119620217214E-10,238.0,60.50420168067227,-1.6724231957826186,238.0,8512.0
245.0,0.059899538,1.319024058514171E-10,245.0,61.224489795918366,-1.6242413657599264,245.0,8512.0
252.0,0.060771108,1.338216557105382E-10,252.0,61.111111111111114,-1.5794669299111637,252.0,8512.0
259.0,0.062002368,1.3653296470642087E-10,259.0,61.38996138996139,-1.5367727771679522,259.0,8512.0
266.0,0.062646238,1.379508053925302E-10,266.0,62.03007518796993,-1.496033245183235,266.0,8512.0
273.0,0.063436212,1.396903759241104E-10,273.0,61.53846153846154,-1.4582522210030866,273.0,8512.0
280.0,0.064194056,1.4135919425222606E-10,280.0,61.07142857142858,-1.4223049315432774,280.0,8512.0
287.0,0.064700675,1.424747999343607E-10,287.0,61.32404181184668,-1.3876070144170927,287.0,8512.0
294.0,0.06580915,1.4491572893328136E-10,294.0,61.904761904761905,-1.3543462201428484,294.0,8512.0
301.0,0.066341205,1.4608734622597692E-10,301.0,62.12624584717608,-1.3228606862339742,301.0,8512.0
308.0,0.066821866,1.471457908219761E-10,308.0,62.01298701298701,-1.2930065212502924,308.0,8512.0
315.0,0.067312451,1.482260886662536E-10,315.0,61.904761904761905,-1.2644663523360626,315.0,8512.0
322.0,0.068526719,1.5089998025033208E-10,322.0,62.11180124223602,-1.2369858777445626,322.0,8512.0
329.0,0.069100349,1.5216314820779692E-10,329.0,62.31003039513677,-1.210677781085687,329.0,8512.0
336.0,0.069588503,1.532380928430292E-10,336.0,61.904761904761905,-1.1857707509881381,336.0,8512.0
343.0,0.070176754,1.545334571268823E-10,343.0,61.80758017492711,-1.1617173604700801,343.0,8512.0
350.0,0.070668598,1.5561652736531358E-10,350.0,61.71428571428571,-1.1386181316311799,350.0,8512.0
357.0,0.071237688,1.5686969796816504E-10,357.0,61.62464985994398,-1.1164175401600178,357.0,8512.0
364.0,0.071813688,1.5813808480898534E-10,364.0,61.81318681318682,-1.094948849104858,364.0,8512.0
371.0,0.072304425,1.5921871736645693E-10,371.0,61.725067385444746,-1.0744023636852225,371.0,8512.0
378.0,0.07306701,1.60897975663344E-10,378.0,61.37566137566137,-1.054713249835226,378.0,8512.0
385.0,0.074402633,1.6383909829788732E-10,385.0,61.298701298701296,-1.0356306250770357,385.0,8512.0
392.0,0.074959101,1.650644744932651E-10,392.0,61.47959183673469,-1.0171342753771935,392.0,8512.0
399.0,0.075545298,1.663553157448768E-10,399.0,61.65413533834586,-0.9992885859404776,399.0,8512.0
