learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes)
190.0,0.01751014,4.102264526817534E-11,190.0,67.89473684210526,0.0,190.0,9056.0
380.0,0.031696526,7.425842068261571E-11,380.0,70.78947368421052,0.0,380.0,9056.0
570.0,0.037027744,8.674836450152927E-11,570.0,68.0701754385965,0.0,570.0,9056.0
760.0,0.040732922,9.542883209056325E-11,760.0,66.57894736842105,0.0,760.0,9056.0
950.0,0.044428355,1.0408646915521886E-10,950.0,65.6842105263158,0.0,950.0,9056.0
1140.0,0.05292205,1.2431943748767177E-10,1140.0,66.60000000000001,3.222067686601767,1140.0,9208.0
1330.0,0.05589534,1.3140215972024533E-10,1330.0,66.60000000000001,7.265498323004812,1330.0,9208.0
1520.0,0.059128215,1.391032435827785E-10,1520.0,68.0,13.948885638069022,1520.0,9208.0
1710.0,0.061678296,1.4517783280668987E-10,1710.0,68.60000000000001,19.564727339795503,1710.0,9208.0
1900.0,0.064224611,1.5124345098104743E-10,1900.0,69.6,22.95839753466872,1900.0,9208.0
2090.0,0.068570976,1.615969973947439E-10,2090.0,70.19999999999999,24.51989078180168,2090.0,9208.0
2280.0,0.070958425,1.672841782992085E-10,2280.0,70.39999999999999,25.09514940481009,2280.0,9208.0
2470.0,0.073867176,1.7421316113529937E-10,2470.0,71.2,25.564469440079375,2470.0,9208.0
2660.0,0.076889855,1.8141353370414842E-10,2660.0,70.7,25.19174402810543,2660.0,9208.0
2850.0,0.080033032,1.8890094650909307E-10,2850.0,71.7,26.83179068204147,2850.0,9208.0
3040.0,0.083398178,1.969171152615713E-10,3040.0,71.39999999999999,26.815287928104976,3040.0,9208.0
3230.0,0.08579621,2.0262950610162487E-10,3230.0,69.89999999999999,25.870833004964933,3230.0,9208.0
3420.0,0.088721871,2.0959877052240905E-10,3420.0,71.39999999999999,28.053934393238084,3420.0,9208.0
3610.0,0.09068962,2.1428617726390564E-10,3610.0,71.8,27.890516324359716,3610.0,9208.0
3800.0,0.092541006,2.1869639381973284E-10,3800.0,71.2,24.068254202611215,3800.0,9208.0
3990.0,0.094594353,2.2358770494245825E-10,3990.0,70.6,23.981900452488663,3990.0,9208.0
4180.0,0.096588491,2.2833797334796857E-10,4180.0,71.89999999999999,24.783451288585262,4180.0,9208.0
4370.0,0.098033599,2.3178038850426677E-10,4370.0,71.1,22.78177970630357,4370.0,9208.0
4560.0,0.099973505,2.364014699848162E-10,4560.0,70.39999999999999,22.083528563230775,4560.0,9208.0
4750.0,0.103013464,2.436430055213471E-10,4750.0,71.0,24.505511097689855,4750.0,9208.0
4940.0,0.106546982,2.520602559401757E-10,4940.0,72.3,25.63758389261743,4940.0,9208.0
5130.0,0.1109212,2.624801514359812E-10,5130.0,71.6,25.160351851754243,5130.0,9208.0
5320.0,0.114376197,2.7071035570982433E-10,5320.0,71.2,23.52588170940896,5320.0,9208.0
5510.0,0.119546334,2.83026222737713E-10,5510.0,72.39999999999999,25.782909632625405,5510.0,9208.0
5700.0,0.125908497,2.981816341934933E-10,5700.0,72.7,24.746121530878888,5700.0,9208.0
5890.0,0.131446943,3.1137485605147156E-10,5890.0,71.5,24.58322307488753,5890.0,9208.0
6080.0,0.135327492,3.20618774632199E-10,6080.0,71.89999999999999,25.301717263012375,6080.0,9208.0
6270.0,0.137554814,3.25924514418261E-10,6270.0,73.0,25.15011560148812,6270.0,9208.0
6460.0,0.139839406,3.313666779982548E-10,6460.0,71.8,21.698422306508988,6460.0,9208.0
6650.0,0.142655706,3.38075431810899E-10,6650.0,69.69999999999999,20.355377983387644,6650.0,9208.0
6840.0,0.144854422,3.4331302878136447E-10,6840.0,70.6,20.413201663201644,6840.0,9208.0
7030.0,0.147524498,3.496734600369302E-10,7030.0,68.60000000000001,17.76875736545766,7030.0,9208.0
7220.0,0.150320303,3.563333923783568E-10,7220.0,67.9,16.852302750867747,7220.0,9208.0
7410.0,0.152544984,3.616328409955734E-10,7410.0,67.4,19.03799253957453,7410.0,9208.0
7600.0,0.154745865,3.6687559524758E-10,7600.0,68.5,20.528397852500706,7600.0,9208.0
7790.0,0.157423547,3.732541448788511E-10,7790.0,68.0,20.849678699164468,7790.0,9208.0
7980.0,0.159566299,3.783584290991228E-10,7980.0,68.4,19.472801683935863,7980.0,9208.0
8170.0,0.162184629,3.8459559537056427E-10,8170.0,69.8,23.029870527066976,8170.0,9208.0
8360.0,0.164892905,3.9104702346440825E-10,8360.0,70.6,23.672842070283277,8360.0,9208.0
8550.0,0.167047654,3.9617988593255487E-10,8550.0,71.39999999999999,25.536346594459474,8550.0,9208.0
8740.0,0.169174234,4.0124564656987793E-10,8740.0,70.0,23.750654473549083,8740.0,9208.0
8930.0,0.171885556,4.077043305896223E-10,8930.0,70.7,25.265778358193707,8930.0,9208.0
9120.0,0.174530941,4.14005945014457E-10,9120.0,71.39999999999999,26.992020176750763,9120.0,9208.0
9310.0,0.176579786,4.188865318501162E-10,9310.0,70.6,26.837644271686145,9310.0,9208.0
9500.0,0.179251928,4.2525188455772077E-10,9500.0,70.7,27.1216794348821,9500.0,9208.0
9690.0,0.18133003,4.3020216496661313E-10,9690.0,71.39999999999999,27.58210315752158,9690.0,9208.0
9880.0,0.186856174,4.433660820312799E-10,9880.0,71.39999999999999,27.39642567018684,9880.0,9208.0
10070.0,0.193095639,4.582292125953569E-10,10070.0,71.0,27.24973910251265,10070.0,9208.0
10260.0,0.195841632,4.647704869653616E-10,10260.0,71.2,26.317459180384052,10260.0,9208.0
10450.0,0.198557433,4.712398404834999E-10,10450.0,70.7,23.713015132421695,10450.0,9208.0
10640.0,0.201655833,4.786205892720156E-10,10640.0,72.0,25.811306356911196,10640.0,9208.0
10830.0,0.203778154,4.836762044765055E-10,10830.0,72.1,25.992339278703824,10830.0,9208.0
11020.0,0.205554657,4.879080410260293E-10,11020.0,70.3,22.51014934407581,11020.0,9208.0
11210.0,0.207550456,4.926622661265234E-10,11210.0,70.5,23.903959057750438,11210.0,9208.0
11400.0,0.209017327,4.961565232773621E-10,11400.0,71.0,27.343061011785437,11400.0,9208.0
11590.0,0.210471138,4.996196699908209E-10,11590.0,70.39999999999999,26.51987190626318,11590.0,9208.0
