learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes)
1.0,0.005171299,1.8718759945283333E-11,1.0,100.0,?,1.0,13992.0
2.0,0.014677874,5.313009360184272E-11,2.0,100.0,?,2.0,13992.0
3.0,0.016916559,6.123355215415357E-11,3.0,100.0,?,3.0,13992.0
4.0,0.020260907,7.33392237437268E-11,4.0,100.0,?,4.0,13992.0
5.0,0.024841961,9.139100122575957E-11,5.0,80.0,0.0,5.0,15232.0
6.0,0.028779668,1.069076510084172E-10,6.0,66.66666666666666,0.0,6.0,15232.0
7.0,0.031932529,1.1933159213720096E-10,7.0,71.42857142857143,0.0,7.0,15232.0
8.0,0.035034695,1.3155576813345153E-10,8.0,75.0,0.0,8.0,15232.0
9.0,0.038105415,1.436560302455392E-10,9.0,77.77777777777779,0.0,9.0,15232.0
10.0,0.041754671,1.5803603041296204E-10,10.0,80.0,0.0,10.0,15232.0
11.0,0.044749529,1.6983735609178743E-10,11.0,72.72727272727273,0.0,11.0,15232.0
12.0,0.047515633,1.8073726993261112E-10,12.0,75.0,0.0,12.0,15232.0
13.0,0.050258917,1.915472608949575E-10,13.0,69.23076923076923,0.0,13.0,15232.0
14.0,0.053464346,2.0417834776764116E-10,14.0,64.28571428571429,0.0,14.0,15232.0
15.0,0.056105738,2.1458683031921587E-10,15.0,60.0,0.0,15.0,15232.0
16.0,0.058734479,2.2494546123469871E-10,16.0,62.5,0.0,16.0,15232.0
17.0,0.061392161,2.354181350084643E-10,17.0,58.82352941176471,0.0,17.0,15232.0
18.0,0.064062618,2.4594114904395415E-10,18.0,55.55555555555556,0.0,18.0,15232.0
19.0,0.067276656,2.5860615993332537E-10,19.0,57.89473684210527,0.0,19.0,15232.0
20.0,0.069861784,2.687929325447315E-10,20.0,60.0,0.0,20.0,15232.0
21.0,0.072479465,2.791079812062284E-10,21.0,61.904761904761905,0.0,21.0,15232.0
22.0,0.075102365,2.89443595490108E-10,22.0,59.09090909090909,0.0,22.0,15232.0
