learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes)
3.0,0.005228853,1.3613653418918452E-11,3.0,66.66666666666666,0.0,3.0,10064.0
6.0,0.014268268,3.7148348871204585E-11,6.0,66.66666666666666,0.0,6.0,10064.0
9.0,0.016205452,4.219193139010005E-11,9.0,55.55555555555556,0.0,9.0,10064.0
12.0,0.018054491,4.700602276043759E-11,12.0,58.333333333333336,0.0,12.0,10064.0
15.0,0.019725445,5.13564584362838E-11,15.0,60.0,0.0,15.0,10064.0
18.0,0.021535352,5.606866714027193E-11,18.0,66.66666666666666,0.0,18.0,10064.0
21.0,0.023900373,6.22261506691575E-11,21.0,57.14285714285714,0.0,21.0,10064.0
24.0,0.025707144,6.693019459644953E-11,24.0,58.333333333333336,0.0,24.0,10064.0
27.0,0.027321241,7.113259943409098E-11,27.0,51.85185185185185,0.0,27.0,10064.0
30.0,0.028638032,7.456094907389747E-11,30.0,50.0,0.0,30.0,10064.0
33.0,0.029800788,7.758825873335203E-11,33.0,51.515151515151516,0.0,33.0,10064.0
36.0,0.030921939,8.050724711269141E-11,36.0,50.0,4.98533724340176,36.0,10064.0
39.0,0.032055262,8.345792607300812E-11,39.0,53.84615384615385,16.22911694510739,39.0,10064.0
42.0,0.033770913,8.792473324884972E-11,42.0,52.38095238095239,10.447761194029855,42.0,10064.0
45.0,0.034863307,9.076885093831354E-11,45.0,51.11111111111111,5.714285714285702,45.0,10064.0
48.0,0.035936692,9.356347747974925E-11,48.0,52.083333333333336,7.6923076923077165,48.0,10064.0
51.0,0.037035366,9.642394555111726E-11,51.0,50.98039215686274,4.063205417607221,51.0,10064.0
54.0,0.038080912,9.914609147442711E-11,54.0,48.148148148148145,-3.703703703703709,54.0,10064.0
57.0,0.039111627,1.0182962394009033E-10,57.0,50.877192982456144,0.0,57.0,10064.0
60.0,0.040137279,1.0449997456123432E-10,60.0,51.66666666666667,0.9111617312072952,60.0,10064.0
63.0,0.041195355,1.072547431414326E-10,63.0,53.96825396825397,3.690036900369003,63.0,10064.0
66.0,0.04275588,1.1131766984860102E-10,66.0,54.54545454545454,4.162633107454016,66.0,10064.0
69.0,0.043751797,1.1391060349427992E-10,69.0,56.52173913043478,6.334841628959261,69.0,10064.0
