learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
1.0,0.146244158,1.003343578365942E-9,1.0,100.0,?,1.0,26520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
2.0,0.161546333,1.1083278678668042E-9,2.0,100.0,?,2.0,26520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3.0,0.169679872,1.1641299883524578E-9,3.0,100.0,?,3.0,26520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
4.0,0.175516612,1.2090062614530325E-9,4.0,75.0,0.0,4.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
5.0,0.180001236,1.2434866754131186E-9,5.0,60.0,0.0,5.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
6.0,0.184317525,1.276672831374324E-9,6.0,66.66666666666666,0.0,6.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
7.0,0.188945628,1.312256395858195E-9,7.0,71.42857142857143,0.0,7.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
8.0,0.193237706,1.3452564034817947E-9,8.0,62.5,0.0,8.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
9.0,0.197144482,1.3752939838295181E-9,9.0,55.55555555555556,0.0,9.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10.0,0.200830236,1.4036322176870372E-9,10.0,50.0,0.0,10.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
11.0,0.206541715,1.4475454109100003E-9,11.0,54.54545454545454,15.384615384615385,11.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
12.0,0.210887784,1.4809605329400961E-9,12.0,58.333333333333336,16.666666666666675,12.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
13.0,0.215272051,1.514669343549758E-9,13.0,53.84615384615385,13.33333333333332,13.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
14.0,0.220408474,1.5541611696903902E-9,14.0,50.0,0.0,14.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
15.0,0.224817915,1.5880635327452584E-9,15.0,53.333333333333336,10.256410256410248,15.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
16.0,0.226977325,1.6046663406305013E-9,16.0,50.0,0.0,16.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
17.0,0.228722511,1.6180843519771263E-9,17.0,47.05882352941176,-8.510638297872358,17.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
18.0,0.231057977,1.6360407814280025E-9,18.0,44.44444444444444,-15.384615384615383,18.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
19.0,0.232464184,1.6468525238335131E-9,19.0,42.10526315789473,-18.079096045197748,19.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
20.0,0.233929789,1.6581209528259932E-9,20.0,45.0,-9.999999999999998,20.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
21.0,0.23604882,1.6744133033272292E-9,21.0,47.61904761904761,-3.5874439461883374,21.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
22.0,0.237756972,1.6875465756075248E-9,22.0,45.45454545454545,-9.090909090909093,22.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
23.0,0.239984331,1.7046718151722517E-9,23.0,47.82608695652174,-3.759398496240593,23.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
24.0,0.242292014,1.7224146326589915E-9,24.0,50.0,0.0,24.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
25.0,0.244050169,1.735932357267787E-9,25.0,52.0,3.2258064516129057,25.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
26.0,0.246427485,1.75421055401158E-9,26.0,53.84615384615385,7.692307692307687,26.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
27.0,0.249188366,1.7754378229586613E-9,27.0,55.55555555555556,11.475409836065587,27.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
28.0,0.250989903,1.789289093772984E-9,28.0,57.14285714285714,14.720812182741106,28.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
29.0,0.252736556,1.8027183842741779E-9,29.0,55.172413793103445,10.451306413301653,29.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
30.0,0.255093666,1.8208412254643106E-9,30.0,53.333333333333336,6.666666666666665,30.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
31.0,0.256517872,1.8317913547158238E-9,31.0,51.61290322580645,3.3264033264033275,31.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
32.0,0.257881092,1.8422725879069829E-9,32.0,53.125,6.25,32.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
33.0,0.260301071,1.8608788027635049E-9,33.0,51.515151515151516,2.941176470588228,33.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
34.0,0.262334211,1.876510772988614E-9,34.0,52.94117647058824,5.882352941176472,34.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
35.0,0.264141592,1.8904069758951663E-9,35.0,54.285714285714285,8.496732026143782,35.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
36.0,0.266778818,1.9106835128325555E-9,36.0,55.55555555555556,10.835913312693503,36.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
37.0,0.268667883,1.9252077501370675E-9,37.0,56.75675675675676,12.94117647058823,37.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
38.0,0.270862941,1.9420846407094765E-9,38.0,57.89473684210527,15.55555555555558,38.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
39.0,0.273555764,1.962788639921281E-9,39.0,58.97435897435898,17.89473684210527,39.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
40.0,0.275612149,1.97859933131064E-9,40.0,60.0,19.999999999999996,40.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
41.0,0.277680966,1.9945056071918873E-9,41.0,60.97560975609756,21.904761904761905,41.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
42.0,0.280443221,2.015743440255109E-9,42.0,61.904761904761905,23.809523809523814,42.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
43.0,0.282452754,2.031193906048106E-9,43.0,62.7906976744186,25.541125541125542,43.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
44.0,0.284495228,2.046897641527984E-9,44.0,61.36363636363637,22.72727272727273,44.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
45.0,0.287259543,2.0681513130768306E-9,45.0,62.22222222222222,24.332344213649858,45.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
46.0,0.289516118,2.085501182348364E-9,46.0,63.04347826086957,25.80645161290323,46.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
47.0,0.291306517,2.0992668177001176E-9,47.0,63.829787234042556,27.16499544211487,47.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
48.0,0.29329736,2.114573583834701E-9,48.0,64.58333333333334,28.9198606271777,48.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
49.0,0.29488251,2.1267611447514755E-9,49.0,63.26530612244898,26.254180602006688,49.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
50.0,0.296788339,2.1414142734992004E-9,50.0,62.0,23.75601926163723,50.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
51.0,0.299434056,2.161756094213989E-9,51.0,62.745098039215684,25.40415704387991,51.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
52.0,0.301387852,2.1767780213306344E-9,52.0,63.46153846153846,26.70623145400592,52.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
53.0,0.303128501,2.190161149565958E-9,53.0,64.15094339622641,28.225231646471837,53.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
54.0,0.305622949,2.2093399256778254E-9,54.0,62.96296296296296,25.92592592592593,54.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
55.0,0.30746582,2.2235089964750736E-9,55.0,61.81818181818181,23.762376237623773,55.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
56.0,0.308951217,2.2349295979469184E-9,56.0,62.5,25.190839694656482,56.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
57.0,0.311094969,2.2514120179642404E-9,57.0,63.1578947368421,26.429010448678543,57.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
58.0,0.312391607,2.261381329771959E-9,58.0,63.793103448275865,27.586206896551737,58.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
59.0,0.313630654,2.2709078482662635E-9,59.0,64.40677966101694,28.67012089810016,59.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
60.0,0.315680853,2.2866709780672356E-9,60.0,65.0,30.000000000000004,60.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
61.0,0.317193854,2.298303815246456E-9,61.0,65.57377049180327,31.01777059773828,61.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
62.0,0.318986479,2.3120865653889874E-9,62.0,66.12903225806451,32.258064516129025,62.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
63.0,0.321278593,2.329709679291894E-9,63.0,66.66666666666666,33.41721187720182,63.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
64.0,0.322880339,2.342024839969559E-9,64.0,67.1875,34.375,64.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
65.0,0.324372815,2.353499868936423E-9,65.0,67.6923076923077,35.27738264580371,65.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
66.0,0.326094312,2.366735745386945E-9,66.0,68.18181818181817,36.129032258064505,66.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
67.0,0.327147246,2.3748313182137083E-9,67.0,68.65671641791045,36.934110264455406,67.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
68.0,0.328138339,2.382451421239724E-9,68.0,69.11764705882352,38.02083333333333,68.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
69.0,0.330060128,2.3972272598081166E-9,69.0,69.56521739130434,38.78326996197719,69.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
70.0,0.331528644,2.4085180702722737E-9,70.0,70.0,39.506172839506156,70.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
71.0,0.332547434,2.416351124044094E-9,71.0,70.4225352112676,40.5265257279617,71.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
72.0,0.334153471,2.4286992764410875E-9,72.0,70.83333333333334,41.2130637636081,72.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
73.0,0.335219061,2.436892156002836E-9,73.0,69.86301369863014,39.21271763815292,73.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
74.0,0.336213287,2.4445363473664554E-9,74.0,70.27027027027027,39.881831610044316,74.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
75.0,0.337972891,2.4580652127352852E-9,75.0,69.33333333333334,38.06104129263914,75.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
76.0,0.33903017,2.466194192464981E-9,76.0,69.73684210526315,39.05160390516038,76.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
77.0,0.340011684,2.47374064653284E-9,77.0,70.12987012987013,39.9864452727889,77.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
78.0,0.342117705,2.48993296853991E-9,78.0,70.51282051282051,40.63534083388486,78.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
79.0,0.343142584,2.4978128381073474E-9,79.0,70.88607594936708,41.519150305761194,79.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
80.0,0.344133742,2.5054334408914047E-9,80.0,71.25,42.355889724310785,80.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
81.0,0.346094055,2.5205054745181564E-9,81.0,71.60493827160494,43.14922184925237,81.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
82.0,0.347621892,2.532252379548218E-9,82.0,71.95121951219512,43.768634466308875,82.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
83.0,0.349278611,2.5449902048230995E-9,83.0,72.28915662650603,44.360244826581166,83.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
84.0,0.351713296,2.56370948801438E-9,84.0,72.61904761904762,44.92588369441276,84.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
85.0,0.352943327,2.5731666862240264E-9,85.0,72.94117647058823,45.67935537649346,85.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
86.0,0.354309575,2.5836712004513375E-9,86.0,73.25581395348837,46.39566395663955,86.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
87.0,0.356803371,2.602844963605619E-9,87.0,73.5632183908046,46.93715194908511,87.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
88.0,0.358484007,2.615766676774041E-9,88.0,73.86363636363636,47.455867082035304,88.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
89.0,0.360192516,2.628902693879273E-9,89.0,74.15730337078652,48.137826197111735,89.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
90.0,0.362593266,2.6473610649299286E-9,90.0,74.44444444444444,48.787728847105406,90.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
91.0,0.364372068,2.6610375357584816E-9,91.0,74.72527472527473,49.28519505694209,91.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
92.0,0.366151438,2.6747183737034593E-9,92.0,73.91304347826086,47.702510658455694,92.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
93.0,0.368557069,2.693214272738744E-9,93.0,74.19354838709677,48.18941504178274,93.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
94.0,0.370134928,2.7053457761804255E-9,94.0,74.46808510638297,48.65725989986343,94.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
95.0,0.371589027,2.716525740310963E-9,95.0,74.73684210526315,49.107142857142854,95.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
96.0,0.373623285,2.7321663063743867E-9,96.0,75.0,49.73821989528795,96.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
97.0,0.374729443,2.7406710964627554E-9,97.0,75.25773195876289,50.34129692832765,97.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
98.0,0.375747478,2.7484983453527083E-9,98.0,75.51020408163265,50.77438258685641,98.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
99.0,0.377635569,2.763015093975182E-9,99.0,75.75757575757575,51.19145439605587,99.0,29720.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
